la-maintained-school-eng	school-type	foundation-trust	school-federation
110295	1		
110296	1		
110297	1		
110298	1		
110299	1		
110300	1		
110301	1		
110302	1		
110303	1		
110304	1		
110305	1		
110306	1		
110307	1		
110308	1		
110309	1		
110310	1		
110311	1		
110312	1		
110313	1		
110314	1		
110315	1		
110316	1		
110317	1		
110318	1		
110319	1		
110320	1		
110321	1		
110322	1		
110323	1		
110324	5		
110325	1		
110326	1		
110327	1		
110328	1		
110329	1		
110330	1		
110331	1		
110332	1		
110333	1		
110334	1		
110335	1		
110336	1		
110337	1		
110338	1		
110339	1		
110340	1		
110341	1		
110342	1		
110343	1		
110344	1		
110345	1		
110346	1		
110347	1		
110348	1		
110349	1		
110350	1		
110351	1		
110352	5		
110353	1		
110354	1		
110355	1		
110356	5	The Aylesbury Learning Partnership	
110357	1		
110358	1		
110359	5	The Aylesbury Learning Partnership	
110360	1		
110361	1		
110362	1		
110363	5		Boulevard Primary Partnership
110364	1		
110365	5		
110366	1		
110367	1		
110368	1		
110369	1		
110370	1		
110371	1		
110372	1		Boulevard Primary Partnership
110373	1		
110374	1		
110375	5		
110376	1		
110377	1		
110378	1		
110379	1		
110380	1		
110381	1		
110382	1		
110383	1		
110384	1		The Bridge Partnership
110385	1		
110386	1		
110387	1		
110388	1		
110389	5		
110390	5		
110391	1		
110392	1		The Bridge Partnership
110393	1		
110394	1		
110395	5		
110396	1		
110397	5		
110398	1		
110399	1		
110400	5		
110401	1		
110402	5		
110403	1		
110404	3		
110405	3		
110406	3		The Ouse Valley Partnership
110407	3		The St Andrew's and Sherington Village Church Schools Partnership
110408	3		The Ouse Valley Partnership
110409	3		
110410	3		
110411	2		
110412	3		
110413	2		
110414	3		
110415	3		
110416	3		
110417	3		
110418	3		
110419	3		
110420	3		
110421	3		
110422	2		
110423	3		
110424	3		
110425	3		
110426	3		
110427	3		
110428	3		
110429	2		
110430	3		
110431	2		
110432	3		
110433	2		
110434	3		
110435	2		
110436	2		
110437	3		
110438	2		
110439	3		
110440	2		
110441	3		
110442	2		
110443	3		The St Andrew's and Sherington Village Church Schools Partnership
110444	3		
110445	2		
110446	3		
110447	3		
110448	3		
110449	3		
110450	2		
110451	2		
110452	2		
110453	2		
110454	2		
110455	2		
110456	2		
110457	2		
110458	2		
110459	2		
110460	2		
110461	2		
110462	2		
110463	2		
110464	2		
110465	2		
110466	2		The Federation of Holy Trinity and Little Marlow C of E (VA) Schools
110467	2		
110468	2		
110469	2		
110470	2		
110471	2		The Federation of Holy Trinity and Little Marlow C of E (VA) Schools
110472	2		
110473	2		
110474	2		
110475	2		
110476	2		The Bletchley Catholic Schools' Federation
110477	2		
110478	2		
110479	2		
110480	2		
110481	2		The Bletchley Catholic Schools' Federation
110482	2		
110483	2		
110484	1		
110485	1		
110486	1		
110487	5		
110488	5	The Aylesbury Learning Partnership	
110489	1		
110490	1		
110491	1		
110492	1		
110493	1		
110494	1		
110495	3		
110496	1		
110497	1		
110498	5		
110499	1		
110500	5	Cressex Co-operative Learning Partnership	
110501	1		
110502	5	Leon Learning Trust	
110503	1		
110504	1		
110505	1		
110506	5		
110507	1		
110508	1		
110509	1		
110510	1		
110511	5		
110512	3		
110513	5		
110514	5		
110515	3		
110516	2		
110517	2		
110518	5		
110519	5		
110520	5		
110521	5		
110522	5		
110523	5		
110524	5		
110525	5		
110526	5		
110527	5		
110528	5		
110529	5		
110530	5		
110531	5		
110532	5		
110533	5		
110534	2		
110535	5		
110573	7		
110574	7		
110575	7		
110576	7		
110577	7		
110578	7		
110579	7		
110580	7		
110581	7		The Vale Federation
110582	7		
110583	7		
110584	7		
110585	7		
110586	7		
110587	7		
110588	7		The Vale Federation
110589	7		
110590	7		
110591	7		
110592	7		
110593	15		
110594	15		
110595	15		
110596	15		Cambridge Nursery Federation
110597	15		Cambridge Nursery Federation
110598	15		
110599	15		
110600	14		
110601	14		
110602	1		
110603	1		
110604	1		
110605	1		
110606	1		
110607	1		
110608	1		
110609	1		
110610	1		
110611	1		
110612	1		
110613	1		
110614	1		
110615	1		
110616	1		
110617	1		
110618	1		
110619	1		
110620	1		
110621	1		
110622	1		
110623	1		
110624	1		
110625	1		
110626	1		
110627	1		
110628	1		
110629	1		
110630	1		
110631	1		
110632	1		
110633	1		
110634	1		
110635	1		
110636	1		
110637	1		
110638	1		
110639	1		
110640	1		
110641	1		
110642	1		
110643	1		
110644	1		
110645	1		
110646	1		
110647	1		
110648	1		
110649	1		
110650	1		
110651	1		
110652	1		
110653	1		
110654	1		
110655	1		
110656	1		
110657	1		
110658	1		
110659	1		
110660	1		
110661	1		
110662	1		
110663	1		
110664	1		
110665	1		
110666	1		
110667	1		
110668	1		
110669	1		
110670	1		
110671	5	The Henry Morris Community Trust	
110672	1		
110673	1		
110674	1		
110675	1		
110676	1		
110677	1		
110678	1		
110679	1		
110680	1		
110681	1		
110682	1		
110683	1		
110684	1		
110685	1		
110686	1		
110687	1		
110688	1		
110689	1		Horizons Learning Federation
110690	1		
110691	1		
110692	1		
110693	1		
110694	1		
110695	1		
110696	1		
110697	1		
110698	1		
110699	1		
110700	1		
110701	1		
110702	1		
110703	1		
110704	1		
110705	1		
110706	1		
110707	1		
110708	1		
110709	1		
110710	1		
110711	1		
110712	1		
110713	1		
110714	1		
110715	1		
110716	1		
110717	1		
110718	1		
110719	1		
110720	1		
110721	1		
110722	1		
110723	1		
110724	1		
110725	1		
110726	1		
110727	1		
110728	1		
110729	1		
110730	1		
110731	1		
110732	1		
110733	1		
110734	1		
110735	1		
110736	1		
110737	1		
110738	1		
110739	1		
110740	1		
110741	1		
110742	1		
110743	1		
110744	1		
110745	1		
110746	1		
110747	1		
110748	1		
110749	1		
110750	1		
110751	1		
110752	1		
110753	1		
110754	1		
110755	1		
110756	1		
110757	1		
110758	1		
110759	1		
110760	1		
110761	1		
110762	1		
110763	5		The Queens' Federation
110764	1		
110765	1		
110766	5		The Trumpington Federation
110767	1		
110768	1		
110769	1		
110770	1		
110771	1		
110772	1		
110773	1		
110774	1		
110775	1		King's Hedges Educational Federation
110776	1		
110777	1		
110778	1		
110779	1		
110780	3		
110781	3		
110782	3		
110783	3		
110784	3		
110785	3		
110786	3		
110787	3		
110788	3		
110789	3		
110790	3		
110791	3		
110792	3		
110793	3		
110794	3		
110795	3		
110796	3		
110797	3		
110798	3		
110799	3		
110800	3		
110801	3		
110802	3		
110803	3		
110804	3		
110805	3		
110806	3		
110807	3		
110808	3		
110809	3		
110810	3		
110811	3		
110812	3		
110813	3		
110814	3		
110815	3		
110816	3		
110817	3		Horizons Learning Federation
110818	3		
110819	3		
110820	3		
110821	3		
110822	3		
110823	3		
110824	3		
110825	3		
110826	3		
110827	3		
110828	3		
110829	2		
110830	2		
110831	2		
110832	2		
110833	2		
110834	2		
110835	2		
110836	2		
110837	2		
110838	2		
110839	2		
110840	2		
110841	2		
110842	2		
110843	2		
110844	2		
110845	2		
110846	2		
110847	2		
110848	2		
110849	2		
110850	2		
110851	2		
110852	2		
110853	2		
110854	2		
110855	2		
110856	2		
110857	2		
110858	2		
110859	2		
110860	5		
110861	5		
110862	5		
110863	5		
110864	5		
110865	1		
110866	5		
110867	5		
110868	1		
110869	1		
110870	5		
110871	1		
110872	5	The North Cambridge Community Trust	
110873	5		
110874	1		
110875	5		
110876	5		
110877	5		
110878	5		
110879	1		
110880	1		
110881	1		
110882	1		
110883	5		
110884	1		
110885	3		
110886	3		
110887	2		
110888	5		Horizons Learning Federation
110889	5		
110890	5		
110891	5		
110892	5		
110893	5		
110894	5		
110895	5		
110896	5		
110897	5		
110898	2		
110899	5	Jack Hunt Community Learning Trust	
110900	5		
110901	5		
110902	5		
110903	5		
110904	5		
110905	5		
110906	5		
110907	2		
110908	5		
110909	5		
110937	7		
110938	7		
110939	7		
110940	7		
110941	7		
110942	7		
110943	7		
110944	7		
110945	7		
110946	7		
110947	7		
110948	7		
110949	7		
110950	7		
110951	7		
110952	7		
110953	15		
110954	15		
110955	15		
110956	15		
110957	15		
110958	15		
110959	15		
110960	15		
110961	14		
110962	14		
110963	14		
110964	1		
110965	1		
110966	1		
110967	1		
110968	1		
110969	1		
110970	1		
110971	1		
110972	1		
110973	1		
110974	1		
110975	1		
110976	1		
110977	1		
110978	1		
110979	1		
110980	1		
110981	1		
110982	1		
110983	1		
110984	1		
110985	1		
110986	1		
110987	1		
110988	1		
110989	1		
110990	1		
110991	1		
110992	1		
110993	1		
110994	1		
110995	1		
110996	1		
110997	1		The Acorns Primary and Nursery and Whitley Village School Federation
110998	1		
110999	1		Alvanley & Manley Federated Schools
111000	1		
111001	1		
111002	1		
111003	1		Alvanley & Manley Federated Schools
111004	1		
111005	1		
111006	1		
111007	1		
111008	1		
111009	1		
111010	1		
111011	1		
111012	1		
111013	1		
111014	1		
111015	1		
111016	1		
111017	1		
111018	1		
111019	1		
111020	1		
111021	1		
111022	1		
111023	1		
111024	1		
111025	1		
111026	1		
111027	1		
111028	5		
111029	1		
111030	1		
111031	1		
111032	5	Alsager Community Trust	
111033	1		
111034	1		
111035	1		
111036	1		
111037	1		
111038	5	Alsager Community Trust	
111039	1		
111040	1		
111041	1		
111042	5	Alsager Community Trust	
111043	1		
111044	1		
111045	1		
111046	1		
111047	1		
111048	1		
111049	1		
111050	1		
111051	1		
111052	1		
111053	1		
111054	1		
111055	1		
111056	1		
111057	1		
111058	1		
111059	1		
111060	1		
111061	1		
111062	1		
111063	1		
111064	1		
111065	1		
111066	1		
111067	1		
111068	1		
111069	1		
111070	1		
111071	1		
111072	1		
111073	1		
111074	1		
111075	1		
111076	1		
111077	1		
111078	1		
111079	1		
111080	1		
111081	1		
111082	1		
111083	1		
111084	1		
111085	1		
111086	1		
111087	1		
111088	1		
111089	1		
111090	1		
111091	1		
111092	1		
111093	1		
111094	1		
111095	1		
111096	1		
111097	1		
111098	1		
111099	1		
111100	1		
111101	1		
111102	1		
111103	1		
111104	1		
111105	1		
111106	1		
111107	1		
111108	1		
111109	1		
111110	1		
111111	1		
111112	1		
111113	1		
111114	1		
111115	1		
111116	1		
111117	1		
111118	1		
111119	1		
111120	1		
111121	1		
111122	1		
111123	1		
111124	1		
111125	1		
111126	1		
111127	1		
111128	1		
111129	1		
111130	1		
111131	1		
111132	1		
111133	1		
111134	1		
111135	1		
111136	1		
111137	1		
111138	1		
111139	1		
111140	1		
111141	1		
111142	1		
111143	1		
111144	1		
111145	1		
111146	1		
111147	1		
111148	1		
111149	1		
111150	1		
111151	1		
111152	1		
111153	1		
111154	1		
111155	1		
111156	1		
111157	1		
111158	1		
111159	1		
111160	1		
111161	1		
111162	1		
111163	1		
111164	1		
111165	1		
111166	1		
111167	1		
111168	1		
111169	1		
111170	1		
111171	1		
111172	1		
111173	1		
111174	1		
111175	1		
111176	1		
111177	1		
111178	1		
111179	1		
111180	1		
111181	1		
111182	1		
111183	1		
111184	1		
111185	1		
111186	1		
111187	1		
111188	1		
111189	1		
111190	1		
111191	1		
111192	1		
111193	1		
111194	1		
111195	1		
111196	1		
111197	1		
111198	1		
111199	1		
111200	1		
111201	1		
111202	1		
111203	1		
111204	1		
111205	1		
111206	1		
111207	1		
111208	1		
111209	1		
111210	1		
111211	1		
111212	1		
111213	1		
111214	1		
111215	1		
111216	1		
111217	1		
111218	1		
111219	5	Crewe South Co-operative Learning Partnership	
111220	1		
111221	1		
111222	1		
111223	1		
111224	1		
111225	1		
111226	1		
111227	1		
111228	1		
111229	1		
111230	1		
111231	1		
111232	1		
111233	1		
111234	1		
111235	1		
111236	1		
111237	1		
111238	1		
111239	1		
111240	1		
111241	3		
111242	3		
111243	3		
111244	3		
111245	3		
111246	2		
111247	3		
111248	2		
111249	2		
111250	3		
111251	3		
111252	3		
111253	3		
111254	3		
111255	2		
111256	3		
111257	3		
111258	3		
111259	3		
111260	3		
111261	3		
111262	3		
111263	3		
111264	3		
111265	3		
111266	3		
111267	3		
111268	3		
111269	3		
111270	3		
111271	3		
111272	3		
111273	3		
111274	3		
111275	3		
111276	3		
111277	3		
111278	3		
111279	3		
111280	3		
111281	3		
111282	1		
111283	3		
111284	3		
111285	3		
111286	3		
111287	3		
111288	3		
111289	3		
111290	3		
111291	3		
111292	3		
111293	3		
111294	3		
111295	2		
111296	2		
111297	2		
111298	2		
111299	2		
111300	2		
111301	2		
111302	2		
111303	2		
111304	2		
111305	2		
111306	2		
111307	2		
111308	2		
111309	2		
111310	2		
111311	2		
111312	2		
111313	2		
111314	2		
111315	2		
111316	2		
111317	2		
111318	2		
111319	2		
111320	2		
111321	2		
111322	2		
111323	2		
111324	2		First Church Schools Federation
111325	2		
111326	2		
111327	2		
111328	2		
111329	2		
111330	2		
111331	2		
111332	2		
111333	2		
111334	2		
111335	2		
111336	2		
111337	2		
111338	2		
111339	2		
111340	2		
111341	2		
111342	2		
111343	2		
111344	2		
111345	2		
111346	2		
111347	2		
111348	2		
111349	2		
111350	2		
111351	2		
111352	2		
111353	2		
111354	2		
111355	2		
111356	2		
111357	2		
111358	2		
111359	2		
111360	2		
111361	2		
111362	2		
111363	2		
111364	2		
111365	2		
111366	2		
111367	2		
111368	2		
111369	2		
111370	2		
111371	2		
111372	2		
111373	2		
111374	2		
111375	2		
111376	2		
111377	2		
111378	2		
111379	2		
111380	2		
111381	2		
111382	2		
111383	2		
111384	2		
111385	2		
111386	2		
111387	2		
111388	2		
111389	2		
111390	2		
111391	2		
111392	2		
111393	2		
111394	3		
111395	1		
111396	5	Blacon High School Trust	
111397	1		
111398	1		
111399	1		
111400	1		
111401	1		
111402	5		
111403	1		
111404	5		
111405	1		
111406	5		
111407	1		
111408	1		
111409	1		
111410	1		
111411	1		
111412	1		
111413	1		
111414	5		
111415	1		
111416	5		
111417	1		
111418	1		
111419	5		
111420	5		
111421	5		
111422	5		
111423	1		
111424	5		
111425	1		
111426	1		
111427	1		
111428	5		
111429	5	Seahorse Educational Trust	
111430	1		
111431	1		
111432	1		
111433	1		
111434	1		
111435	1		
111436	1		
111437	1		
111438	1		
111439	5		
111440	1		
111441	1		
111442	5		
111443	1		
111444	1		
111445	1		
111446	1		
111447	1		
111448	3		
111449	2		
111450	2		
111451	2		
111452	2		
111453	2		
111454	2		
111455	2		
111456	2		
111457	2		
111458	2		
111459	2		
111460	5		
111461	2		
111462	2		First Church Schools Federation
111463	1		
111464	5		
111465	5		
111494	7		
111495	7		
111496	7		
111497	7		
111501	7		
111502	7		
111503	7		
111504	7		
111505	7		
111506	7		
111507	7		
111508	7		
111509	7		
111510	7		
111511	7		
111512	7		
111513	7		
111514	7		
111515	7		
111516	7		
111517	7		
111518	15		
111519	15		
111520	14		
111521	14		
111522	1		Federation of St Peter's Elwick and Hart Primary Schools
111523	1		
111524	1		
111525	1		
111526	1		
111527	1		
111528	1		
111529	1		
111530	1		
111531	5	The East Cleveland Co-operative Learning Trust	
111532	1		
111533	5	The East Cleveland Co-operative Learning Trust	
111534	1		
111535	1		
111536	1		
111537	1		
111538	1		
111539	1		
111540	1		
111541	1		
111542	1		
111543	1		
111544	1		
111545	1		
111546	1		
111547	1		
111548	1		
111549	1		
111550	1		
111551	1		
111552	1		
111553	1		
111554	1		
111555	1		
111556	1		
111557	1		
111558	1		
111559	1		
111560	1		
111561	1		
111562	1		
111563	1		
111564	1		
111565	1		
111566	1		
111567	5	The East Cleveland Co-operative Learning Trust	
111568	1		
111569	1		
111570	1		
111571	1		
111572	1		
111573	1		
111574	1		
111575	1		
111576	1		
111577	1		
111578	1		
111579	1		
111580	5		
111581	1		
111582	1		
111583	1		
111584	1		
111585	1		
111586	5		
111587	5		
111588	1		
111589	1		
111590	1		
111591	1		
111592	1		
111593	1		
111594	1		
111595	1		
111596	1		
111597	1		
111598	1		
111599	1		
111600	1		
111601	1		
111602	5		
111603	1		
111604	5		
111605	1		
111606	1		
111607	1		
111608	1		
111609	1		
111610	1		
111611	5		
111612	1		
111613	1		
111614	1		
111615	1		
111616	1		
111617	1		
111618	1		
111619	1		
111620	5		
111621	1		
111622	1		
111623	1		
111624	1		
111625	5		
111626	5		
111627	1		
111628	1		
111629	1		
111630	5		
111631	1		
111632	1		
111633	5		
111634	1		
111635	5		
111636	1		
111637	1		
111638	1		
111639	1		
111640	1		
111641	1		
111642	1		
111643	1		
111644	1		
111645	1		
111646	1		
111647	5		
111648	1		
111649	1		
111650	1		
111651	1		
111652	1		
111653	1		
111654	5		
111655	1		
111656	1		
111657	1		
111658	1		
111659	1		
111660	1		
111661	1		
111662	5	The East Cleveland Co-operative Learning Trust	
111663	5		The Federation of Saltburn Primary School and Huntcliffe School
111664	1		
111665	1		
111666	1		
111667	3		
111668	3		
111669	3		
111670	2		Federation of St Peter's Elwick and Hart Primary Schools
111671	3		
111672	3		
111673	3		
111674	3		
111675	2		
111676	2		
111677	2		
111678	2		
111679	2		
111680	2		
111681	2		
111682	2		
111683	2		
111684	2		
111685	2		
111686	2		
111687	2		
111688	2		
111689	2		
111690	2		
111691	2		
111692	2		
111693	2		
111694	2		
111695	2		
111696	2		
111697	2		
111698	2		
111699	2		
111700	2		
111701	2		
111702	2		
111703	2		
111704	2		
111705	2		
111706	2		
111707	2		
111708	2		
111709	2		
111710	2		
111711	2		
111712	2		
111713	2		
111714	2		
111715	2		
111716	2		
111717	2		
111718	2		
111719	2		
111720	2		
111721	2		
111722	5		
111723	5		
111724	5		
111725	1		
111726	5		The Federation of Saltburn Primary School and Huntcliffe School
111727	1		
111728	1		
111729	5	The Redcar and Marske Specialist Schools Trust	
111730	1		
111731	1		
111732	1		
111733	1		
111734	1		
111735	1		
111736	1		
111737	1		
111738	1		
111739	1		
111740	5		
111741	1		
111742	5	The Redcar and Marske Specialist Schools Trust	
111743	1		
111744	1		
111745	1		
111746	5		
111747	1		
111748	5		
111749	5		
111750	1		
111751	1		
111752	1		
111753	1		
111754	1		
111755	5		
111756	2		
111757	2		
111758	2		
111759	2		
111760	2		
111761	2		
111762	2		
111763	2		
111764	2		
111765	2		
111773	7		
111774	7		
111775	7		
111776	7		
111777	7		
111778	7		
111779	7		
111780	7		
111781	7		
111782	7		
111783	7		
111784	7		
111785	7		
111786	7		
111787	7		
111788	7		
111789	15		
111790	15		
111791	5	The Penwith Education Trust (PET)	
111792	5	The Penwith Education Trust (PET)	
111793	5	The Penwith Education Trust (PET)	
111794	5	The Penwith Education Trust (PET)	
111795	1		
111796	5		
111797	1		
111798	5		
111799	1		
111800	1		
111801	5		
111802	1		
111803	5	The Penwith Education Trust (PET)	
111804	1		
111805	1		
111806	5		
111807	1		
111808	1		
111809	5		
111810	5	The Helston and Lizard Peninsula Trust	
111811	5	The Penwith Education Trust (PET)	
111812	1		
111813	5	The Helston and Lizard Peninsula Trust	
111814	5	The Helston and Lizard Peninsula Education Trust	
