location	point
school:130455	[51.37141,-0.16512]
school:130456	[51.59125,-0.01024]
school:130457	[51.57607,-0.00290]
school:130458	[51.59551,-0.01371]
school:130459	[52.39612,-1.98563]
school:130460	[52.53901,-1.89760]
school:130461	[52.47546,-1.88575]
school:130462	[52.47104,-1.78236]
school:130463	[52.48184,-1.90594]
school:130464	[52.48308,-1.88934]
school:130465	[52.47775,-1.85037]
school:130466	[52.48321,-1.88922]
school:130467	[52.43323,-1.94511]
school:130468	[52.46213,-1.88591]
school:130469	[52.40310,-1.93051]
school:130470	[52.52231,-1.86255]
school:130471	[52.40540,-1.52348]
school:130472	[52.43226,-1.46892]
school:130473	[52.41485,-1.50359]
school:130474	[52.40158,-1.57771]
school:130475	[52.51462,-2.08343]
school:130476	[52.45646,-2.05090]
school:130477	[52.44994,-2.14305]
school:130478	[52.45866,-2.14763]
school:130479	[52.51491,-1.99160]
school:130480	[52.48487,-2.05035]
school:130481	[52.40957,-1.79215]
school:130482	[52.40586,-1.77264]
school:130483	[52.58908,-1.98248]
school:130484	[52.58918,-2.15683]
school:130485	[52.57366,-2.09241]
school:130486	[53.41319,-2.85108]
school:130487	[53.40440,-2.97321]
school:130488	[53.45266,-2.74138]
school:130489	[53.44294,-2.77153]
school:130490	[53.44507,-2.98940]
school:130491	[53.64822,-2.99774]
school:130492	[53.63646,-2.97900]
school:130493	[53.39327,-3.02126]
school:130494	[53.39493,-3.05476]
school:130495	[53.57341,-2.43994]
school:130496	[53.59988,-2.45526]
school:130497	[53.55648,-2.44649]
school:130498	[53.59011,-2.29647]
school:130499	[53.58492,-2.29890]
school:130500	[53.47184,-2.18763]
school:130501	[53.47696,-2.23559]
school:130502	[53.47696,-2.23559]
school:130503	[53.46267,-2.25293]
school:130504	[53.45548,-2.22233]
school:130505	[53.54263,-2.11996]
school:130506	[53.53865,-2.11865]
school:130507	[53.56912,-2.18871]
school:130508	[53.51586,-2.39647]
school:130509	[53.46884,-2.28356]
school:130510	[53.49595,-2.33820]
school:130511	[53.49096,-2.31132]
school:130512	[53.40428,-2.15895]
school:130513	[53.42882,-2.18279]
school:130514	[53.39608,-2.14541]
school:130515	[53.38216,-2.20347]
school:130516	[53.48794,-2.08077]
school:130517	[53.45660,-2.07445]
school:130518	[53.49207,-2.07550]
school:130519	[53.45750,-2.29052]
school:130520	[53.45750,-2.29052]
school:130521	[53.54697,-2.63509]
school:130522	[53.52367,-2.70293]
school:130523	[53.55395,-2.69788]
school:130524	[53.55172,-1.48245]
school:130525	[53.52416,-1.51903]
school:130526	[53.52798,-1.13271]
school:130527	[53.43209,-1.35269]
school:130528	[53.37434,-1.20702]
school:130529	[53.49783,-1.31603]
school:130530	[53.41961,-1.35071]
school:130531	[53.37352,-1.45995]
school:130532	[53.79097,-1.76159]
school:130533	[53.86902,-1.90895]
school:130534	[53.83701,-1.78815]
school:130535	[53.71966,-1.87654]
school:130536	[53.69652,-1.63622]
school:130537	[53.64158,-1.78586]
school:130538	[53.64702,-1.79367]
school:130539	[53.65400,-1.83862]
school:130540	[53.80221,-1.54613]
school:130541	[53.80090,-1.55841]
school:130542	[53.80295,-1.53522]
school:130543	[53.83111,-1.65385]
school:130544	[53.80932,-1.53212]
school:130545	[53.79752,-1.53288]
school:130546	[53.74538,-1.59624]
school:130547	[53.80896,-1.55145]
school:130548	[53.81075,-1.55289]
school:130549	[53.68653,-1.50589]
school:130550	[53.69385,-1.32595]
school:130551	[54.96658,-1.59810]
school:130552	[54.96643,-1.62711]
school:130553	[55.00766,-1.51023]
school:130554	[55.01444,-1.46009]
school:130555	[54.98623,-1.41976]
school:130556	[54.92002,-1.39153]
school:130557	[54.88508,-1.37708]
school:130558	[51.37973,-2.36264]
school:130559	[51.29034,-2.45094]
school:130560	[51.50320,-2.65709]
school:130561	[51.43420,-2.59046]
school:130562	[51.47773,-2.57910]
school:130563	[51.42994,-2.53429]
school:130564	[51.35095,-2.98152]
school:130565	[51.51541,-2.57158]
school:130566	[51.47189,-2.50500]
school:130567	[54.68400,-1.21050]
school:130568	[54.67676,-1.22947]
school:130569	[54.54644,-1.21260]
school:130570	[54.57984,-1.22802]
school:130571	[54.55281,-1.24543]
school:130572	[54.54561,-1.23134]
school:130573	[54.61453,-1.07411]
school:130574	[54.55214,-1.15515]
school:130575	[54.53745,-1.04819]
school:130576	[54.56208,-1.29883]
school:130577	[54.57090,-1.34056]
school:130578	[54.61510,-1.28141]
school:130579	[53.74653,-0.33210]
school:130580	[53.77457,-0.27844]
school:130581	[53.76418,-0.38884]
school:130582	[53.84082,-0.42205]
school:130583	[54.09256,-0.19836]
school:130584	[53.84804,-0.50344]
school:130585	[53.55312,-0.09474]
school:130586	[53.55493,-0.10502]
school:130587	[53.57805,-0.66630]
school:130588	[53.57484,-0.66672]
school:130589	[54.28401,-0.43634]
school:130590	[53.97774,-1.52294]
school:130591	[53.96411,-2.03830]
school:130592	[53.77531,-1.05243]
school:130593	[54.27529,-0.43076]
school:130594	[53.93345,-1.11118]
school:130595	[53.92066,-1.16149]
school:130596	[53.92990,-1.11399]
school:130597	[52.13329,-0.46797]
school:130598	[51.89077,-0.51884]
school:130599	[51.90603,-0.42188]
school:130600	[51.90245,-0.41480]
school:130601	[51.44765,-0.94045]
school:130602	[51.38252,-1.32304]
school:130603	[51.41592,-0.74478]
school:130604	[51.50565,-0.54518]
school:130605	[51.52374,-0.73535]
school:130606	[51.52945,-0.79967]
school:130607	[51.81386,-0.82265]
school:130608	[51.66896,-0.58945]
school:130609	[52.02799,-0.75215]
school:130610	[52.23499,0.13449]
school:130611	[52.65960,0.16866]
school:130612	[52.33845,-0.17810]
school:130613	[52.58643,-0.22920]
school:130614	[52.24684,0.16421]
school:130615	[52.18803,0.13567]
school:130616	[52.17858,0.13279]
school:130617	[53.40809,-2.59282]
school:130618	[53.27961,-2.90816]
school:130619	[53.08789,-2.45278]
school:130620	[53.24943,-2.53660]
school:130621	[53.25077,-2.13810]
school:130622	[53.36396,-2.73474]
school:130623	[53.08363,-2.52689]
school:130624	[53.37959,-2.58437]
school:130625	[53.38910,-2.74682]
school:130626	[53.25081,-2.51520]
school:130627	[50.34649,-4.78500]
school:130628	[50.12476,-5.54364]
school:130629	[50.26280,-5.10078]
school:130630	[50.34129,-4.78713]
school:130631	[54.31800,-2.74703]
school:130632	[54.60677,-3.52553]
school:130633	[54.11648,-3.24176]
school:130634	[54.89616,-2.92951]
school:130635	[54.90611,-2.93204]
school:130636	[54.67103,-2.78851]
school:130637	[54.13225,-3.20126]
school:130638	[53.24026,-1.42505]
school:130639	[53.27473,-1.26077]
school:130640	[52.96469,-1.30451]
school:130641	[53.23625,-1.90009]
school:130642	[52.90627,-1.44444]
school:130643	[52.92344,-1.52488]
school:130644	[52.95657,-1.42734]
school:130645	[50.72832,-3.53848]
school:130646	[51.07246,-4.06946]
school:130647	[50.91239,-3.49190]
school:130648	[50.41465,-3.58785]
school:130649	[50.37388,-4.16756]
school:130650	[50.37341,-4.13741]
school:130651	[50.67027,-3.31669]
school:130652	[50.72471,-1.96188]
school:130653	[50.62312,-2.45243]
school:130654	[50.74179,-1.89771]
school:130655	[50.71839,-2.40412]
school:130656	[54.53014,-1.54165]
school:130657	[54.65092,-1.69494]
school:130658	[54.85012,-1.83599]
school:130659	[54.79577,-1.59513]
school:130660	[54.76003,-1.33802]
school:130661	[54.76549,-1.56152]
school:130662	[54.52576,-1.56525]
school:130663	[50.82866,-0.13658]
school:130664	[50.87020,0.01522]
school:130665	[50.85790,0.57683]
school:130666	[50.78892,0.27212]
school:130667	[50.90493,-0.06846]
school:130668	[50.85163,-0.14344]
school:130669	[50.83407,-0.15126]
school:130670	[50.84840,0.49174]
school:130671	[50.78978,0.26785]
school:130672	[51.53970,0.71010]
school:130673	[51.89009,0.55806]
school:130674	[51.89352,0.88857]
school:130675	[51.48526,0.35480]
school:130676	[51.77047,0.09915]
school:130677	[51.64839,0.07545]
school:130678	[51.56146,0.45005]
school:130679	[51.72482,0.46648]
school:130680	[51.89094,0.89475]
school:130681	[51.56240,0.58307]
school:130682	[51.48273,0.35366]
school:130683	[51.90165,-2.11828]
school:130684	[51.80980,-2.60724]
school:130685	[51.74956,-2.23065]
school:130686	[51.71256,-1.98620]
school:130687	[51.90492,-2.31025]
school:130688	[51.26354,-1.09567]
school:130689	[51.28575,-0.75089]
school:130690	[50.82146,-1.56990]
school:130691	[51.15617,-0.97577]
school:130692	[50.96152,-1.35839]
school:130693	[50.85108,-1.19922]
school:130694	[51.21054,-1.48272]
school:130695	[50.86160,-1.02113]
school:130696	[50.90344,-1.39513]
school:130697	[50.83675,-1.05823]
school:130698	[51.08523,-1.39608]
school:130699	[50.92099,-1.50806]
school:130700	[51.25559,-1.08779]
school:130701	[50.96256,-1.36610]
school:130702	[50.85775,-0.98744]
school:130703	[51.30491,-0.75603]
school:130704	[50.90866,-1.35717]
school:130705	[50.80022,-1.13617]
school:130706	[50.80832,-1.04580]
school:130707	[50.92658,-1.41731]
school:130708	[51.07142,-1.32184]
school:130709	[52.08173,-1.94954]
school:130710	[52.06194,-2.69813]
school:130711	[52.38575,-2.24876]
school:130712	[52.19005,-2.22216]
school:130713	[52.31064,-1.93864]
school:130714	[52.06107,-2.69695]
school:130715	[52.10175,-2.06489]
school:130716	[52.01702,-2.65447]
school:130717	[52.22401,-2.18248]
school:130718	[52.06259,-2.69847]
school:130719	[52.18397,-2.18677]
school:130720	[51.66058,-0.40738]
school:130721	[51.97727,-0.22971]
school:130722	[51.80730,-0.03245]
school:130723	[51.75502,-0.28818]
school:130724	[50.70610,-1.29654]
school:130725	[51.43230,0.20220]
school:130726	[51.39410,0.54321]
school:130727	[51.18665,0.26367]
school:130728	[51.35416,1.43503]
school:130729	[51.08242,1.16598]
school:130730	[51.27566,1.08994]
school:130731	[51.36111,1.42980]
school:130732	[51.44130,0.40195]
school:130733	[51.22523,0.32885]
school:130734	[53.74971,-2.35586]
school:130735	[53.79575,-2.24893]
school:130736	[53.74807,-2.48947]
school:130737	[54.06264,-2.82628]
school:130738	[53.84421,-2.22119]
school:130739	[53.85939,-3.02630]
school:130740	[53.78388,-2.70049]
school:130741	[53.68100,-2.68959]
school:130742	[53.54724,-2.77688]
school:130743	[53.85308,-2.76308]
school:130744	[53.84012,-3.01657]
school:130745	[53.75710,-2.68887]
school:130746	[53.75989,-2.48709]
school:130747	[52.73740,-1.37225]
school:130748	[52.76747,-1.22046]
school:130749	[52.76640,-0.89171]
school:130750	[52.58290,-1.11659]
school:130751	[52.64473,-1.12899]
school:130752	[52.62280,-1.13322]
school:130753	[53.48643,-2.23935]
school:130754	[52.73809,-1.00628]
school:130755	[52.65165,-1.07316]
school:130756	[52.61940,-1.12309]
school:130757	[52.62578,-1.12517]
school:130758	[52.67517,-0.73595]
school:130759	[52.91272,-0.63534]
school:130760	[52.65846,-0.47111]
school:130761	[52.97330,-0.01472]
school:130762	[53.23093,-0.53212]
school:130763	[52.75634,0.41058]
school:130764	[52.61815,1.28630]
school:130765	[52.59798,1.72138]
school:130766	[52.64468,1.16325]
school:130767	[52.57857,1.71997]
school:130768	[52.82037,1.38631]
school:130769	[52.26360,-0.84903]
school:130770	[52.25111,-1.17104]
school:130771	[52.38841,-0.71174]
school:130772	[52.28996,-0.85776]
school:130773	[55.17327,-1.55734]
school:130774	[55.08912,-1.76606]
school:130775	[52.95027,-1.15200]
school:130776	[52.95283,-1.14386]
school:130777	[53.12156,-1.19232]
school:130778	[53.07672,-0.80411]
school:130779	[53.31416,-1.12054]
school:130780	[52.95027,-1.15200]
school:130781	[52.98284,-1.10361]
school:130782	[52.98518,-1.19637]
school:130783	[52.95027,-1.15200]
school:130784	[52.73348,-1.20879]
school:130785	[53.06321,-0.96385]
school:130786	[52.99482,-1.16625]
school:130787	[52.96665,-1.23495]
school:130788	[52.05850,-1.34760]
school:130789	[51.53592,-0.90794]
school:130790	[51.75034,-0.98550]
school:130791	[51.78560,-1.48815]
school:130792	[51.74955,-1.26452]
school:130793	[51.68063,-1.28696]
school:130794	[51.76608,-1.21491]
school:130795	[51.75789,-1.22660]
school:130796	[52.69721,-2.49804]
school:130797	[52.85400,-3.03806]
school:130798	[52.69722,-2.72141]
school:130799	[52.77994,-2.83859]
school:130800	[52.70888,-2.76014]
school:130801	[52.69914,-2.51042]
school:130802	[52.36750,-2.72143]
school:130803	[51.13112,-2.98713]
school:130804	[51.01614,-3.11881]
school:130805	[50.94793,-2.63760]
school:130806	[51.13027,-2.73287]
school:130807	[51.15229,-3.06525]
school:130808	[51.00798,-3.09240]
school:130809	[52.79974,-1.63115]
school:130810	[52.69036,-2.03184]
school:130811	[53.10738,-2.02367]
school:130812	[53.01512,-2.23749]
school:130813	[52.80682,-2.12056]
school:130814	[52.63950,-1.69215]
school:130815	[53.01460,-2.18346]
school:130816	[52.70242,-2.11722]
school:130817	[53.00627,-2.17804]
school:130818	[52.24924,0.70021]
school:130819	[52.48237,1.74364]
school:130820	[52.05477,1.16474]
school:130821	[52.14113,1.21322]
school:130822	[51.34257,-0.24468]
school:130823	[51.24608,-0.56987]
school:130824	[51.25367,-0.16296]
school:130825	[51.36267,-0.46551]
school:130826	[51.61301,-0.28128]
school:130827	[51.27217,-0.62308]
school:130828	[51.17679,-0.61631]
school:130829	[51.23963,-0.20247]
school:130830	[51.38801,-0.34399]
school:130831	[51.30649,-0.54868]
school:130832	[51.43411,-0.46325]
school:130833	[51.43251,-0.55031]
school:130834	[51.20789,-0.79318]
school:130835	[52.28952,-1.54960]
school:130836	[52.53030,-1.44984]
school:130837	[52.19284,-1.71820]
school:130838	[52.36987,-1.24309]
school:130839	[52.19713,-1.55554]
school:130840	[52.52217,-1.46166]
school:130841	[51.11621,-0.18152]
school:130842	[50.82313,-0.43198]
school:130843	[50.83492,-0.78775]
school:130844	[50.99025,-0.48053]
school:130845	[50.83620,-0.38220]
school:130846	[51.00873,-0.11036]
school:130847	[51.07136,-0.32439]
school:130848	[51.46236,-2.11210]
school:130849	[51.56841,-1.78753]
school:130850	[51.30808,-2.22251]
school:130851	[51.55780,-1.75771]
school:130852	[51.06456,-1.78755]
school:130853	[51.43054,-2.11193]
school:130854	[52.07794,1.00454]
school:130855	[52.12346,0.90542]
school:130856	[51.45484,0.02454]
school:130857	[53.77927,-1.76410]
school:130858	[53.59872,-1.28728]
school:130859	[53.59510,-1.31953]
school:130860	[53.58954,-1.31537]
school:130861	[51.15400,-0.97203]
school:130862	[53.61749,-1.27194]
school:130863	[53.59537,-1.30186]
school:130864	[53.58810,-1.33342]
school:130865	[53.58773,-1.33116]
school:130866	[53.59285,-1.29297]
school:130867	[52.28375,-1.57682]
school:130868	[52.27857,-1.51254]
school:130869	[52.30180,-1.52201]
school:130870	[52.33590,-1.58014]
school:130871	[52.51748,-1.52821]
school:130872	[52.27838,-1.53846]
school:130873	[51.99077,-1.58100]
school:130874	[52.28109,-1.38510]
school:130875	[52.36472,-1.43977]
school:130876	[51.64826,-0.01097]
school:130877	[52.37634,-1.24508]
school:130878	[52.44355,-1.31361]
school:130879	[51.49658,-0.13482]
school:130880	[52.25146,0.51690]
school:130881	[52.48255,-1.58825]
school:130882	[52.08909,-1.62902]
school:130883	[52.36973,-1.27453]
school:130884	[52.24537,-1.31805]
school:130885	[52.35980,-1.23871]
school:130886	[52.39076,-1.40994]
school:130887	[52.35950,-1.21202]
school:130888	[52.38466,-1.27435]
school:130889	[52.51410,-1.46401]
school:130893	[52.48064,-1.43323]
school:130894	[52.54162,-1.44687]
school:130895	[52.53801,-1.46123]
school:130896	[52.47357,-1.50964]
school:130897	[52.46951,-1.49482]
school:130898	[52.46931,-1.47910]
school:130899	[51.57570,0.11914]
school:130900	[51.85868,0.41643]
school:130901	[51.51322,0.43103]
school:130902	[53.76036,-2.72862]
school:130903	[53.83134,-1.80548]
school:130904	[53.41757,-2.16411]
school:130905	[52.25575,-1.39156]
school:130906	[51.40096,-0.09764]
school:130907	[52.68820,-0.02213]
school:130908	[54.56612,-1.26388]
school:130909	[53.78058,-1.75719]
school:130910	[52.35408,-1.40174]
school:130911	[51.37901,-2.13050]
school:130912	[51.52539,-0.19209]
school:130913	[53.76036,-2.72862]
school:130914	[51.47278,-2.60376]
school:130915	[51.34546,-0.08508]
school:130916	[51.47116,-2.60168]
school:130917	[51.47681,-0.06563]
school:130918	[51.45874,-0.08680]
school:130919	[51.53787,0.13899]
school:130920	[53.44542,-1.30167]
school:130921	[51.44430,0.03792]
school:130922	[51.47717,0.09036]
school:130923	[53.49136,-1.24917]
school:130924	[53.49903,-1.06448]
school:130925	[53.63496,-1.79415]
school:130926	[50.79578,-1.08265]
school:130927	[52.63292,-1.16524]
school:130928	[50.38626,-4.88171]
school:130929	[53.23101,-2.92028]
school:130930	[52.61307,-0.27185]
school:130931	[52.71395,-2.86642]
school:130932	[51.56180,-0.07495]
school:130933	[51.61788,-0.05938]
school:130934	[51.37691,-0.17175]
school:130935	[51.58255,-0.24825]
school:130936	[53.70461,-1.84922]
school:130937	[53.41699,-2.44080]
school:130938	[51.36787,0.30606]
school:130939	[53.68903,-1.60123]
school:130940	[54.79652,-1.58707]
school:130941	[53.67158,-1.76235]
school:130942	[54.93169,-1.55797]
school:130943	[53.42474,-2.35468]
school:130944	[52.51001,-1.90959]
school:130945	[50.75698,-1.91513]
school:130946	[54.70238,-1.60058]
school:130947	[50.86802,0.58769]
school:130948	[51.34124,0.26756]
school:130949	[51.40384,-0.73386]
school:130950	[53.62123,-1.41292]
school:130951	[52.27904,-1.52794]
school:130952	[51.27165,0.39854]
school:130953	[52.01603,-0.69444]
school:130954	[50.96327,0.10417]
school:130955	[53.52628,-2.54747]
school:130956	[52.30879,-0.68433]
school:130957	[52.29771,-0.69461]
school:130958	[51.66252,-0.05644]
school:130959	[53.38304,-2.87802]
school:130960	[52.51025,-1.75865]
school:130961	[53.42222,-2.90791]
school:130962	[51.89096,-1.13895]
school:130963	[52.41958,-0.72560]
school:130964	[53.62909,-1.29981]
school:130965	[53.64178,-1.34269]
school:130966	[53.64321,-1.33150]
school:130967	[53.61540,-1.35870]
school:130968	[53.61065,-1.34895]
school:130969	[53.63030,-1.37302]
school:130970	[53.63866,-1.37438]
school:130971	[53.61164,-1.40132]
school:130972	[53.62367,-1.41866]
school:130973	[53.49874,-1.16822]
school:130974	[53.60876,-1.36259]
school:130975	[52.53290,-1.44600]
school:130976	[52.31684,-1.57649]
school:130977	[53.65065,-1.32178]
school:130978	[51.61598,-2.52075]
school:130979	[51.38730,1.39601]
school:130980	[53.83624,-1.78531]
school:130981	[53.66409,-1.42997]
school:130983	[52.19009,-2.21026]
school:130984	[52.18924,-2.23551]
school:130985	[52.18980,-2.20912]
school:130986	[52.09637,-1.94475]
school:130987	[52.28502,-1.91786]
school:130988	[52.31292,-1.93088]
school:130989	[52.39333,-2.03265]
school:130990	[52.22971,-2.73503]
school:130991	[52.05913,-2.71352]
school:130992	[52.04689,-2.72086]
school:130993	[52.38643,-2.26004]
school:130994	[52.34261,-2.27905]
school:130995	[51.52940,0.04430]
school:130996	[53.07829,-0.80536]
school:130997	[51.45372,-2.56550]
school:130998	[51.58229,-0.21591]
school:130999	[51.51646,-0.30329]
school:131000	[52.05295,0.97763]
school:131001	[51.12459,-0.07436]
school:131002	[52.61485,-1.11914]
school:131003	[52.53381,-2.07635]
school:131004	[52.74798,-1.80586]
school:131005	[53.00299,-1.16130]
school:131006	[53.00585,-1.17290]
school:131007	[52.99912,-1.16155]
school:131008	[53.43175,-2.43844]
school:131009	[51.60045,0.27730]
school:131010	[50.94733,-2.71391]
school:131011	[51.59775,-0.03501]
school:131012	[53.88028,-1.92567]
school:131013	[51.56737,0.05537]
school:131014	[52.38643,-2.26004]
school:131015	[53.52047,-2.24947]
school:131016	[51.25307,-2.43211]
school:131017	[52.99601,-1.17025]
school:131018	[52.72950,-0.59722]
school:131019	[51.38628,-2.39442]
school:131020	[51.06832,1.07779]
school:131021	[55.18049,-1.56640]
school:131022	[53.45035,-2.70314]
school:131023	[51.51318,-0.03699]
school:131024	[51.43760,-0.16803]
school:131025	[53.70029,-2.30052]
school:131026	[51.58009,-0.23951]
school:131027	[50.80125,-2.66689]
school:131028	[53.43411,-2.97899]
school:131029	[53.43393,-2.97784]
school:131030	[53.44469,-2.27990]
school:131031	[51.52349,0.02147]
school:131032	[53.80803,-3.03121]
school:131033	[51.48597,-0.22492]
school:131034	[52.54625,-2.82292]
school:131035	[54.89780,-1.54340]
school:131036	[54.90848,-1.53377]
school:131037	[53.50557,-2.32385]
school:131038	[53.54108,-2.53505]
school:131039	[52.32645,-2.05133]
school:131040	[52.29840,-1.97033]
school:131041	[52.21290,-2.21598]
school:131042	[51.33041,-0.10829]
school:131043	[52.48134,-2.40768]
school:131044	[52.50621,-1.46906]
school:131045	[53.46511,-2.26514]
school:131046	[52.05980,-2.69907]
school:131047	[53.78885,-1.51521]
school:131048	[54.92783,-1.60651]
school:131049	[52.40216,0.73554]
school:131050	[51.54666,-0.08811]
school:131051	[51.35324,-1.98685]
school:131052	[51.38368,-0.41794]
school:131053	[51.63103,-0.73205]
school:131054	[51.48274,-0.21414]
school:131055	[52.21426,-1.28433]
school:131056	[53.79699,-3.04258]
school:131057	[51.57609,-0.03538]
school:131058	[51.58036,-0.08333]
school:131059	[51.54325,-0.21412]
school:131060	[51.98536,-0.19238]
school:131061	[53.36177,-2.83934]
school:131062	[51.55166,-0.07176]
school:131063	[53.77492,-2.38816]
school:131064	[51.73773,-1.08592]
school:131065	[53.42415,-2.96832]
school:131066	[51.39352,-1.32509]
school:131067	[51.39573,-1.25472]
school:131068	[51.11362,-0.84354]
school:131070	[53.80447,-3.00887]
school:131071	[51.32077,-0.72369]
school:131072	[51.36710,-0.26928]
school:131073	[52.96579,-2.06105]
school:131074	[52.19526,0.12437]
school:131075	[50.37724,-4.13359]
school:131076	[51.14680,0.87177]
school:131077	[54.92253,-1.59122]
school:131078	[53.03921,-1.21812]
school:131079	[52.30879,-0.68433]
school:131080	[52.29771,-0.69461]
school:131081	[54.92661,-1.74288]
school:131082	[53.41065,-1.47416]
school:131083	[53.44428,-2.15181]
school:131084	[52.29211,-1.89901]
school:131085	[53.61506,-2.12071]
school:131086	[53.62817,-2.22449]
school:131087	[53.59148,-2.18246]
school:131088	[53.00859,-1.16469]
school:131089	[51.88646,-0.43296]
school:131090	[52.96103,-1.14524]
school:131091	[53.13888,-1.03385]
school:131092	[51.44887,-0.10037]
school:131093	[53.55223,-2.80321]
school:131094	[51.45088,-2.60505]
school:131095	[51.46434,-0.30266]
school:131096	[51.56907,-0.10713]
school:131097	[51.42309,-0.30224]
school:131098	[53.62100,-2.20598]
school:131099	[52.63766,-1.17062]
school:131100	[51.75452,-0.44561]
school:131101	[51.41984,-0.21058]
school:131102	[51.55289,0.14871]
school:131103	[51.38136,-0.15907]
school:131104	[51.35224,-0.19615]
school:131105	[53.44918,-2.87771]
school:131106	[54.93646,-1.59682]
school:131107	[54.91778,-1.81760]
school:131108	[50.68551,-3.46937]
school:131109	[51.50028,0.09462]
school:131110	[51.59553,0.59871]
school:131111	[53.81601,-1.65832]
school:131112	[51.25119,-0.60111]
school:131113	[51.31232,-2.20248]
school:131114	[51.44808,-0.11717]
school:131115	[51.45512,0.16790]
school:131116	[50.82524,-1.17664]
school:131117	[50.82584,-1.16912]
school:131118	[52.12408,-2.32210]
school:131119	[52.96803,-1.15044]
school:131120	[51.47632,-2.68828]
school:131121	[51.57480,-0.20990]
school:131122	[53.38974,-1.41630]
school:131123	[52.20336,-0.87831]
school:131124	[54.02841,-1.29307]
school:131125	[51.38419,-0.36306]
school:131126	[51.36464,1.42960]
school:131127	[50.83612,-0.16686]
school:131128	[51.59908,-0.20070]
school:131129	[54.73514,-1.52551]
school:131130	[51.03042,-0.34272]
school:131131	[53.69483,-1.63599]
school:131132	[51.19186,-0.04979]
school:131133	[53.60535,-2.44650]
school:131134	[53.44840,-2.37860]
school:131135	[52.48147,-1.83104]
school:131136	[53.63357,-1.59259]
school:131137	[52.31019,-2.08088]
school:131138	[53.71360,-2.63449]
school:131139	[51.07261,-0.41541]
school:131140	[53.79757,-1.80890]
school:131141	[51.53391,-0.08103]
school:131142	[51.44978,-0.11471]
school:131143	[51.48279,-0.10660]
school:131144	[51.50393,-0.30485]
school:131145	[51.42470,-0.72484]
school:131146	[51.55263,0.68933]
school:131147	[51.40046,-0.17051]
school:131148	[53.25116,-2.55218]
school:131149	[53.61436,-2.55452]
school:131150	[53.84812,-1.62060]
school:131151	[52.24937,-0.91361]
school:131152	[51.53144,-0.45074]
school:131153	[52.59149,-2.13706]
school:131154	[51.27862,-1.07542]
school:131155	[50.87709,0.54856]
school:131156	[53.04316,-1.37777]
school:131157	[53.58424,-1.48243]
school:131158	[53.69345,-1.74481]
school:131159	[53.57906,-1.47553]
school:131160	[53.57690,-1.47444]
school:131161	[52.24411,-0.89807]
school:131162	[52.96061,-1.16528]
school:131163	[53.75216,-3.03655]
school:131164	[52.45100,-1.87827]
school:131165	[51.48640,-0.20978]
school:131166	[51.46713,0.01030]
school:131167	[53.25777,-1.92342]
school:131168	[54.82376,-1.74540]
school:131169	[51.10330,-0.17554]
school:131170	[51.57118,-0.07963]
school:131171	[51.48597,-0.22492]
school:131172	[53.77850,-1.55269]
school:131173	[51.41623,-0.57786]
school:131174	[51.91385,-0.45579]
school:131175	[51.90681,-0.46917]
school:131176	[53.71298,-1.86950]
school:131177	[54.88335,-2.89477]
school:131178	[52.51776,-2.01023]
school:131179	[51.42086,-0.08998]
school:131180	[52.00160,-0.65311]
school:131181	[51.22810,1.24073]
school:131182	[50.97182,-0.14385]
school:131183	[51.48627,0.08284]
school:131184	[52.48496,-1.97659]
school:131185	[52.00731,-0.78987]
school:131186	[52.48390,-0.71135]
school:131187	[52.65166,-1.06175]
school:131188	[51.72312,-0.53171]
school:131189	[50.99114,-0.09360]
school:131190	[52.00614,-0.77416]
school:131192	[51.43407,-0.91138]
school:131193	[51.57328,0.19086]
school:131194	[51.70242,-2.90563]
school:131195	[53.80803,-3.03121]
school:131196	[51.60347,-1.81798]
school:131197	[52.33843,-0.07463]
school:131198	[51.50919,-0.05852]
school:131199	[53.51768,-2.26156]
school:131200	[54.94296,-1.59526]
school:131201	[51.47796,-0.33416]
school:131202	[53.50348,-2.23267]
school:131203	[54.99110,-1.60869]
school:131204	[51.03967,0.17399]
school:131205	[52.44738,-0.09755]
school:131206	[53.70074,-1.70715]
school:131207	[51.88394,0.57983]
school:131208	[52.68889,-2.73876]
school:131209	[51.76801,0.13111]
school:131210	[50.81076,-1.08322]
school:131211	[51.64301,-0.13748]
school:131212	[52.55056,-1.98865]
school:131213	[54.93851,-1.68679]
school:131214	[50.86289,0.55094]
school:131215	[51.17312,-1.77672]
school:131216	[53.56887,-0.67571]
school:131217	[53.37941,-2.76995]
school:131218	[51.56117,-0.11473]
school:131219	[51.91582,0.91909]
school:131220	[51.51364,-0.24223]
school:131221	[55.65065,-1.97685]
school:131222	[55.59651,-1.83286]
school:131223	[52.51901,-1.98610]
school:131224	[53.60950,-0.21395]
school:131225	[51.52434,-2.53667]
school:131226	[51.48915,0.29394]
school:131227	[51.36983,0.12116]
school:131228	[53.53887,-2.67257]
school:131229	[51.57502,-0.38447]
school:131230	[53.51804,-0.09914]
school:131231	[53.55684,-0.11693]
school:131232	[52.49903,-0.68730]
school:131233	[54.85151,-1.58205]
school:131234	[52.42222,-0.80234]
school:131235	[51.04428,-2.81703]
school:131236	[51.51923,-0.59607]
school:131237	[51.49161,-0.05137]
school:131238	[52.31302,-0.16906]
school:131239	[52.41203,-1.57513]
school:131240	[52.60077,-0.28208]
school:131241	[52.40878,-1.52350]
school:131242	[51.65908,-0.08945]
