location	point
school:104871	[53.49028,-3.01097]
school:104872	[53.48921,-3.00965]
school:104873	[53.46884,-3.00401]
school:104874	[53.46252,-2.99431]
school:104875	[53.47855,-2.98265]
school:104876	[53.49755,-3.00024]
school:104877	[53.46386,-3.01376]
school:104878	[53.47940,-3.00087]
school:104879	[53.52052,-2.93504]
school:104880	[53.50642,-2.94904]
school:104881	[53.55597,-3.07766]
school:104882	[53.50705,-2.92631]
school:104883	[53.56296,-3.05102]
school:104884	[53.51906,-2.95383]
school:104885	[53.55191,-3.05232]
school:104886	[53.59159,-3.03644]
school:104887	[53.66584,-2.96241]
school:104888	[53.59986,-3.05366]
school:104889	[53.48933,-2.90939]
school:104890	[53.49407,-3.03251]
school:104891	[53.52701,-2.94784]
school:104892	[53.44702,-2.98047]
school:104893	[53.45294,-2.98545]
school:104894	[53.67496,-2.94796]
school:104895	[53.51277,-2.93993]
school:104896	[53.46660,-3.00953]
school:104897	[53.55008,-3.07731]
school:104898	[53.47119,-2.99313]
school:104899	[53.45029,-2.99799]
school:104900	[53.48670,-2.96980]
school:104901	[53.64976,-2.99675]
school:104902	[53.64202,-2.99257]
school:104903	[53.59961,-3.03214]
school:104904	[53.45587,-2.99721]
school:104905	[53.45666,-2.97625]
school:104906	[53.46790,-2.98596]
school:104907	[53.45755,-3.00694]
school:104908	[53.44917,-2.99442]
school:104909	[53.44748,-2.99181]
school:104910	[53.48543,-2.98198]
school:104911	[53.48186,-2.97109]
school:104912	[53.49311,-2.96597]
school:104913	[53.48186,-2.97109]
school:104914	[53.49101,-2.98016]
school:104915	[53.64893,-2.97993]
school:104916	[53.62070,-3.01085]
school:104917	[53.63334,-3.00832]
school:104918	[53.66322,-2.96819]
school:104919	[53.52517,-2.93752]
school:104920	[53.47750,-3.03080]
school:104921	[53.49357,-3.02781]
school:104922	[53.48465,-3.04272]
school:104923	[53.55950,-3.06353]
school:104924	[53.56707,-3.05571]
school:104925	[53.50518,-2.94218]
school:104926	[53.48987,-3.01919]
school:104927	[53.50687,-3.02288]
school:104928	[53.47759,-3.03179]
school:104929	[53.46493,-3.00648]
school:104930	[53.55676,-3.05191]
school:104931	[53.47169,-2.99587]
school:104932	[53.46362,-2.99342]
school:104933	[53.46362,-2.99342]
school:104934	[53.49587,-3.00141]
school:104935	[53.48136,-3.00164]
school:104936	[53.52868,-2.94748]
school:104937	[53.48605,-3.04537]
school:104938	[53.55556,-3.08545]
school:104939	[52.69431,-2.50897]
school:104940	[53.48546,-2.93641]
school:104941	[53.51882,-2.95453]
school:104942	[53.64942,-2.96223]
school:104943	[53.59113,-3.03355]
school:104944	[53.66951,-2.97507]
school:104945	[53.60766,-3.03841]
school:104946	[53.44848,-2.97506]
school:104947	[53.46346,-2.98253]
school:104948	[53.51417,-2.94042]
school:104949	[53.56087,-3.06800]
school:104950	[53.49803,-3.03463]
school:104951	[53.48042,-2.98607]
school:104952	[53.49144,-3.00456]
school:104953	[53.54469,-3.08098]
school:104954	[53.61202,-3.02406]
school:104955	[53.62248,-3.02769]
school:104956	[53.63869,-2.97439]
school:104957	[53.48847,-2.96552]
school:104958	[53.50630,-2.95053]
school:104959	[53.47493,-2.97619]
school:104960	[53.50780,-2.93823]
school:104961	[53.49026,-3.02378]
school:104962	[53.50027,-3.00788]
school:104963	[53.49382,-2.96431]
school:104964	[53.62650,-3.00220]
school:104965	[53.46927,-2.99406]
school:104966	[53.48969,-3.03393]
school:104967	[53.66004,-2.97293]
school:104968	[53.64298,-3.01745]
school:104969	[53.63994,-3.02070]
school:104971	[53.48898,-3.03297]
school:104972	[53.48839,-3.02601]
school:104973	[53.48376,-3.02512]
school:104974	[53.48967,-3.02563]
school:104975	[53.57091,-3.06590]
school:104976	[53.63184,-3.02973]
school:104977	[53.66663,-2.96247]
school:104978	[53.63668,-3.02738]
school:104979	[53.59775,-3.04859]
school:104980	[53.49689,-3.01973]
school:104981	[53.48197,-2.98892]
school:104982	[53.49530,-2.99825]
school:104983	[53.48030,-2.98304]
school:104984	[53.41095,-3.03432]
school:104985	[53.41575,-3.08944]
school:104986	[53.37692,-3.08230]
school:104987	[53.42048,-3.07924]
school:104988	[53.36951,-3.02395]
school:104989	[53.40509,-3.07560]
school:104990	[53.38630,-3.02676]
school:104991	[53.37469,-3.03387]
school:104992	[53.43415,-3.03917]
school:104993	[53.42919,-3.05092]
school:104994	[53.42416,-3.03700]
school:104995	[53.42302,-3.06239]
school:104996	[53.41386,-3.02158]
school:104997	[53.41020,-3.03123]
school:104998	[53.41269,-3.04671]
school:104999	[53.41507,-3.04699]
school:105000	[53.41278,-3.03239]
school:105001	[53.40560,-3.10666]
school:105002	[53.41588,-3.09778]
school:105003	[53.39962,-3.09890]
school:105004	[53.42536,-3.07742]
school:105005	[53.40330,-3.11872]
school:105006	[53.34415,-3.00685]
school:105007	[53.33587,-2.98333]
school:105008	[53.31509,-2.97382]
school:105009	[53.35464,-3.02938]
school:105010	[53.35609,-3.02149]
school:105011	[53.36114,-3.00062]
school:105012	[53.35053,-2.97827]
school:105013	[53.35019,-3.01686]
school:105014	[53.31353,-2.96959]
school:105015	[53.32152,-3.04490]
school:105016	[53.30771,-2.97134]
school:105017	[53.32701,-2.97747]
school:105018	[53.31845,-2.98869]
school:105019	[53.30771,-2.97134]
school:105020	[53.32087,-2.98162]
school:105021	[53.35112,-3.01416]
school:105022	[53.37384,-3.12171]
school:105023	[53.37762,-3.18341]
school:105024	[53.34166,-3.09963]
school:105025	[53.35724,-3.11248]
school:105026	[53.37010,-3.12115]
school:105027	[53.37749,-3.16270]
school:105028	[53.37832,-3.11245]
school:105029	[53.34225,-3.10017]
school:105030	[53.32348,-3.07661]
school:105031	[53.33730,-3.00153]
school:105032	[53.37749,-3.16270]
school:105033	[53.40475,-3.15620]
school:105034	[53.31875,-3.09614]
school:105035	[53.41718,-3.02938]
school:105036	[53.36750,-2.99820]
school:105037	[53.39962,-3.05344]
school:105038	[53.33333,-3.09100]
school:105039	[53.37692,-3.08230]
school:105040	[53.38663,-3.07470]
school:105041	[53.39367,-3.08058]
school:105042	[53.37832,-3.02402]
school:105043	[53.39015,-3.10133]
school:105044	[53.36864,-3.05412]
school:105045	[53.37403,-3.01015]
school:105047	[53.37968,-3.03605]
school:105048	[53.39517,-3.02762]
school:105049	[53.38990,-3.03517]
school:105050	[53.37554,-3.01901]
school:105051	[53.35630,-3.09291]
school:105052	[53.37649,-3.09290]
school:105053	[53.35473,-2.99631]
school:105054	[53.34340,-3.11241]
school:105055	[53.41264,-3.08996]
school:105056	[53.39015,-3.10133]
school:105057	[53.36864,-3.05412]
school:105058	[53.37718,-3.06377]
school:105059	[53.38534,-3.07477]
school:105060	[53.39661,-3.06191]
school:105061	[53.31372,-2.96136]
school:105062	[53.36803,-3.17684]
school:105063	[53.39499,-3.17211]
school:105064	[53.38458,-3.03372]
school:105065	[53.40506,-3.08204]
school:105066	[53.37682,-3.04969]
school:105067	[53.37271,-3.08936]
school:105068	[53.38664,-3.09924]
school:105069	[53.38304,-3.07907]
school:105070	[53.39647,-3.08334]
school:105071	[53.43527,-3.04729]
school:105072	[53.41846,-3.04562]
school:105073	[53.41156,-3.02616]
school:105074	[53.40424,-3.10273]
school:105075	[53.41886,-3.08785]
school:105076	[53.39791,-3.11114]
school:105077	[53.35591,-3.00864]
school:105078	[53.35398,-3.13336]
school:105079	[53.32530,-3.10248]
school:105080	[53.36053,-3.00905]
school:105081	[53.32536,-2.97306]
school:105082	[53.35997,-3.00863]
school:105083	[53.37115,-3.12108]
school:105084	[53.34157,-3.10436]
school:105085	[53.39537,-3.03266]
school:105086	[53.39999,-3.04303]
school:105087	[53.40301,-3.06598]
school:105088	[53.36653,-3.01077]
school:105089	[53.39338,-3.02667]
school:105090	[53.37124,-3.07380]
school:105091	[53.38619,-3.03036]
school:105092	[53.37637,-3.03946]
school:105093	[53.36885,-3.02565]
school:105094	[53.36581,-3.01103]
school:105095	[53.37553,-3.07583]
school:105096	[53.39066,-3.04270]
school:105097	[53.38029,-3.07319]
school:105098	[53.34847,-3.01408]
school:105099	[53.37803,-3.18509]
school:105100	[53.34330,-3.11370]
school:105101	[53.34330,-3.11370]
school:105102	[53.37598,-3.16124]
school:105103	[53.41869,-3.06669]
school:105104	[53.42260,-3.05020]
school:105105	[53.41435,-3.05737]
school:105106	[53.35277,-3.01488]
school:105107	[53.31121,-2.97876]
school:105108	[53.41191,-3.09523]
school:105109	[53.35926,-3.00705]
school:105110	[53.42379,-3.06485]
school:105111	[53.38243,-3.08636]
school:105112	[53.36759,-3.16264]
school:105113	[53.34806,-3.01299]
school:105114	[53.38997,-3.04887]
school:105115	[53.38547,-3.09999]
school:105116	[53.39040,-3.06106]
school:105117	[53.36977,-3.04031]
school:105118	[53.37888,-3.04378]
school:105119	[53.42650,-3.03766]
school:105120	[53.41325,-3.04746]
school:105121	[53.39733,-3.16898]
school:105122	[53.36444,-3.17301]
school:105123	[53.38483,-3.05515]
school:105124	[53.38744,-3.05015]
school:105125	[53.38700,-3.04728]
school:105126	[53.33507,-3.10470]
school:105127	[53.30528,-2.99997]
school:105128	[53.39176,-3.09668]
school:105129	[53.40537,-3.09766]
school:105130	[53.39999,-3.04303]
school:105131	[53.37288,-3.07528]
school:105132	[53.43105,-3.05180]
school:105133	[53.37394,-3.08947]
school:105134	[53.37777,-3.09217]
school:105135	[51.49279,0.10569]
school:105136	[53.31463,-2.96792]
school:105137	[53.37559,-3.18543]
school:105138	[53.34139,-3.09635]
school:105139	[53.39674,-3.05719]
school:105140	[53.39927,-3.10050]
school:105141	[53.58617,-2.43521]
school:105142	[53.56628,-2.44636]
school:105143	[53.54942,-2.39947]
school:105144	[53.54718,-2.38822]
school:105145	[53.54640,-2.43225]
school:105146	[53.58275,-2.39321]
school:105147	[53.57081,-2.43466]
school:105148	[53.56584,-2.45180]
school:105149	[53.58925,-2.44303]
school:105150	[53.59458,-2.41360]
school:105151	[53.59274,-2.42785]
school:105152	[53.59179,-2.46222]
school:105153	[53.56685,-2.43525]
school:105154	[53.58191,-2.45957]
school:105155	[53.58427,-2.43913]
school:105156	[53.60879,-2.43396]
school:105157	[53.59544,-2.47312]
school:105158	[53.55844,-2.43823]
school:105159	[53.58558,-2.47737]
school:105160	[53.58941,-2.44870]
school:105161	[53.57416,-2.44482]
school:105162	[53.60723,-2.42422]
school:105163	[53.56626,-2.44397]
school:105164	[53.58781,-2.41073]
school:105165	[53.59170,-2.39246]
school:105166	[53.59316,-2.43501]
school:105167	[53.60595,-2.44724]
school:105168	[53.57005,-2.45678]
school:105169	[53.57081,-2.47570]
school:105170	[53.57526,-2.38352]
school:105171	[53.58551,-2.40967]
school:105172	[53.55614,-2.46276]
school:105173	[53.56965,-2.48076]
school:105174	[53.57487,-2.49362]
school:105175	[53.57406,-2.37776]
school:105176	[53.60979,-2.42627]
school:105177	[53.61892,-2.41900]
school:105178	[53.58982,-2.53614]
school:105179	[53.60218,-2.54893]
school:105180	[53.55216,-2.51792]
school:105181	[53.56849,-2.54522]
school:105182	[53.54758,-2.42082]
school:105183	[53.54966,-2.41052]
school:105184	[53.54891,-2.39831]
school:105185	[53.54843,-2.37092]
school:105186	[53.54266,-2.38747]
school:105187	[53.54672,-2.43153]
school:105188	[53.61758,-2.41341]
school:105189	[53.60050,-2.38357]
school:105190	[53.55935,-2.36949]
school:105191	[53.58454,-2.57148]
school:105192	[53.63381,-2.44252]
school:105193	[53.56536,-2.36587]
school:105194	[53.59634,-2.38240]
school:105195	[53.58633,-2.52229]
school:105196	[53.53352,-2.36365]
school:105197	[53.56203,-2.38284]
school:105198	[53.57550,-2.44894]
school:105199	[53.54338,-2.51826]
school:105200	[53.58682,-2.38585]
school:105201	[53.60150,-2.39112]
school:105202	[53.53965,-2.52689]
school:105203	[53.56607,-2.46938]
school:105204	[53.58276,-2.39309]
school:105205	[53.58766,-2.43406]
school:105206	[53.59900,-2.43121]
school:105207	[53.59815,-2.55258]
school:105208	[53.54344,-2.40880]
school:105209	[53.53441,-2.52019]
school:105210	[53.56088,-2.52542]
school:105211	[53.59270,-2.58888]
school:105212	[53.57975,-2.56805]
school:105213	[53.56183,-2.42380]
school:105214	[53.56075,-2.40913]
school:105215	[53.59392,-2.38348]
school:105216	[53.56474,-2.43210]
school:105217	[53.57199,-2.40625]
school:105218	[53.59214,-2.44300]
school:105219	[53.60234,-2.43661]
school:105220	[53.60067,-2.41069]
school:105221	[53.58471,-2.46342]
school:105222	[53.56838,-2.45526]
school:105223	[53.59035,-2.44821]
school:105224	[53.57912,-2.39191]
school:105225	[53.57119,-2.43402]
school:105226	[53.56060,-2.43286]
school:105227	[53.58479,-2.38867]
school:105228	[53.60169,-2.46074]
school:105229	[53.58062,-2.41512]
school:105230	[53.56971,-2.47979]
school:105231	[53.60776,-2.39872]
school:105232	[53.62510,-2.43772]
school:105233	[53.59903,-2.53971]
school:105234	[53.55015,-2.50473]
school:105235	[53.54254,-2.55142]
school:105236	[53.54581,-2.46860]
school:105237	[53.54875,-2.52729]
school:105238	[53.55459,-2.39633]
school:105239	[53.54338,-2.39491]
school:105240	[53.53805,-2.37273]
school:105241	[53.54782,-2.38839]
school:105242	[53.56166,-2.37540]
school:105243	[53.55262,-2.52081]
school:105244	[53.54812,-2.38946]
school:105245	[53.54805,-2.41876]
school:105246	[53.60376,-2.38676]
school:105247	[53.56117,-2.37770]
school:105248	[53.54257,-2.35692]
school:105249	[53.61743,-2.42541]
school:105250	[53.59083,-2.53501]
school:105251	[53.55884,-2.45230]
school:105252	[53.54862,-2.51709]
school:105253	[53.61441,-2.41190]
school:105254	[53.59099,-2.38807]
school:105255	[53.56597,-2.47469]
school:105256	[53.56186,-2.38388]
school:105257	[53.55048,-2.41234]
school:105258	[53.55648,-2.44649]
school:105259	[53.60723,-2.42422]
school:105260	[53.59883,-2.45509]
school:105261	[53.61033,-2.54918]
school:105262	[53.58649,-2.52840]
school:105263	[53.55519,-2.42225]
school:105264	[53.60135,-2.44370]
school:105265	[53.58044,-2.39067]
school:105266	[53.54535,-2.41794]
school:105267	[53.60213,-2.40911]
school:105268	[53.53836,-2.38720]
school:105269	[53.58770,-2.45413]
school:105270	[53.57946,-2.47759]
school:105271	[53.58030,-2.45045]
school:105272	[53.57987,-2.45487]
school:105273	[53.56617,-2.44095]
school:105274	[53.56536,-2.36587]
school:105275	[53.57078,-2.49509]
school:105276	[53.58132,-2.45919]
school:105277	[53.56743,-2.47560]
school:105278	[53.59332,-2.38610]
school:105279	[53.59628,-2.54032]
school:105280	[53.61061,-2.41431]
school:105281	[53.54640,-2.43225]
school:105282	[53.59943,-2.31691]
school:105283	[53.59999,-2.27458]
school:105284	[53.59169,-2.31694]
school:105285	[53.59993,-2.31679]
school:105286	[53.58452,-2.29330]
school:105287	[53.59999,-2.26275]
school:105288	[53.60899,-2.31409]
school:105289	[53.56248,-2.28609]
school:105290	[53.58806,-2.33409]
school:105291	[53.59282,-2.32720]
school:105292	[53.60259,-2.31026]
school:105293	[53.60853,-2.28723]
school:105294	[53.61583,-2.31837]
school:105295	[53.59100,-2.34071]
school:105296	[53.63883,-2.32888]
school:105297	[53.52157,-2.28682]
school:105298	[53.56672,-2.34468]
school:105299	[53.55648,-2.27187]
school:105300	[53.55122,-2.28337]
school:105301	[53.62776,-2.34028]
school:105302	[53.54559,-2.29509]
school:105303	[53.56672,-2.34468]
school:105304	[53.60825,-2.33854]
school:105305	[53.56192,-2.34101]
school:105306	[53.53952,-2.27890]
school:105307	[53.52642,-2.27645]
school:105308	[53.52038,-2.26488]
school:105309	[53.54613,-2.29317]
school:105310	[53.54622,-2.28435]
school:105311	[53.62738,-2.32971]
school:105312	[53.56567,-2.33001]
school:105313	[53.55283,-2.31713]
school:105314	[53.56875,-2.28244]
school:105315	[53.59521,-2.27538]
school:105316	[53.61715,-2.29681]
school:105317	[53.55744,-2.28109]
school:105318	[53.58405,-2.29264]
school:105319	[53.60340,-2.29486]
school:105320	[53.60098,-2.28926]
school:105321	[53.57730,-2.30227]
school:105322	[53.59165,-2.28146]
school:105323	[53.54571,-2.26540]
school:105324	[53.58874,-2.36039]
school:105325	[53.55625,-2.28778]
school:105326	[53.64394,-2.32057]
school:105327	[53.62897,-2.31067]
school:105328	[53.61916,-2.37213]
school:105329	[53.57081,-2.34029]
school:105330	[53.56577,-2.31110]
school:105331	[53.59002,-2.29416]
school:105332	[53.60068,-2.27988]
school:105333	[53.58722,-2.32461]
school:105334	[53.59689,-2.31914]
school:105335	[53.58978,-2.29263]
school:105336	[53.60327,-2.27909]
school:105337	[53.61177,-2.31459]
school:105338	[53.64698,-2.32958]
school:105339	[53.64937,-2.31608]
school:105340	[53.63081,-2.36447]
school:105341	[53.60333,-2.33860]
school:105342	[53.53328,-2.28227]
school:105343	[53.64454,-2.32343]
school:105344	[53.62409,-2.34938]
school:105345	[53.53827,-2.28591]
school:105346	[53.52130,-2.27436]
school:105347	[53.55908,-2.29177]
school:105348	[53.55063,-2.28009]
school:105349	[53.55472,-2.32520]
school:105350	[53.57315,-2.33925]
school:105351	[53.52951,-2.26814]
school:105352	[53.56024,-2.27531]
school:105353	[53.56659,-2.33194]
school:105354	[53.60027,-2.32853]
school:105355	[53.58275,-2.30760]
school:105356	[53.56103,-2.33318]
school:105357	[53.61209,-2.33730]
school:105358	[53.52473,-2.27482]
school:105359	[53.56402,-2.32251]
school:105360	[53.54630,-2.29948]
school:105361	[53.63449,-2.33039]
school:105362	[53.53486,-2.27775]
school:105363	[53.56198,-2.27197]
school:105364	[53.59358,-2.27429]
school:105365	[53.58576,-2.30354]
school:105366	[53.52661,-2.26679]
school:105367	[53.58909,-2.30649]
school:105368	[53.64816,-2.30818]
school:105369	[53.58499,-2.30030]
school:105370	[53.49669,-2.26428]
school:105371	[53.55135,-2.29754]
school:105372	[53.63902,-2.33375]
school:105373	[53.59103,-2.30359]
school:105374	[53.59103,-2.30359]
school:105375	[53.62925,-2.32241]
school:105376	[53.53675,-2.29147]
school:105377	[53.56033,-2.33473]
school:105378	[53.55786,-2.28975]
school:105379	[53.47827,-2.21514]
school:105380	[53.46735,-2.21874]
school:105381	[53.51037,-2.21657]
school:105382	[53.38463,-2.25099]
school:105383	[53.38126,-2.26074]
school:105384	[53.46627,-2.24251]
school:105385	[53.49561,-2.22178]
school:105386	[53.46401,-2.16393]
school:105387	[53.49090,-2.22619]
school:105388	[53.51180,-2.21792]
school:105389	[53.44148,-2.19231]
school:105390	[53.45445,-2.16136]
school:105391	[53.47623,-2.21273]
school:105392	[53.41879,-2.22752]
school:105393	[53.41879,-2.22752]
school:105394	[53.39390,-2.26808]
school:105395	[53.39390,-2.26808]
school:105396	[53.44508,-2.20493]
school:105397	[53.53100,-2.24421]
school:105398	[53.49783,-2.18587]
school:105399	[53.49774,-2.18415]
school:105400	[53.50608,-2.21109]
school:105401	[53.43730,-2.19949]
school:105402	[53.41247,-2.28776]
school:105403	[53.42838,-2.24208]
school:105404	[53.44335,-2.18551]
school:105405	[53.52493,-2.18961]
school:105406	[53.43332,-2.26988]
school:105407	[53.43332,-2.26988]
school:105408	[53.45323,-2.23515]
school:105409	[53.51465,-2.24187]
school:105410	[53.38535,-2.24681]
school:105411	[53.38535,-2.24681]
school:105412	[53.52907,-2.19781]
school:105413	[53.45171,-2.19060]
school:105414	[53.43578,-2.28268]
school:105415	[53.45284,-2.18152]
school:105416	[53.45284,-2.18152]
school:105417	[53.38016,-2.28722]
school:105418	[53.42937,-2.20237]
school:105419	[53.42878,-2.20264]
school:105420	[53.38529,-2.26376]
school:105421	[53.38581,-2.26660]
school:105422	[53.45199,-2.22940]
school:105423	[53.43051,-2.21333]
school:105424	[53.51086,-2.19688]
school:105425	[53.51086,-2.19688]
school:105426	[53.43433,-2.20990]
school:105427	[53.51700,-2.19041]
school:105428	[53.51351,-2.20223]
school:105429	[53.46466,-2.25334]
school:105430	[53.38709,-2.27941]
school:105431	[53.38709,-2.27941]
school:105432	[53.51936,-2.16476]
school:105433	[53.51936,-2.16476]
school:105434	[53.40940,-2.25885]
school:105435	[53.45744,-2.17020]
school:105436	[53.45811,-2.17062]
school:105437	[53.43521,-2.23708]
school:105438	[53.43521,-2.23708]
school:105439	[53.37764,-2.27804]
school:105440	[53.37764,-2.27804]
school:105441	[53.44469,-2.27990]
school:105442	[53.44469,-2.27990]
school:105443	[53.46162,-2.21152]
school:105444	[53.37502,-2.26574]
school:105445	[53.37565,-2.26546]
school:105447	[53.45697,-2.25690]
school:105448	[53.40997,-2.27957]
school:105449	[53.48661,-2.18870]
school:105450	[53.39879,-2.28535]
school:105451	[53.50798,-2.17951]
school:105452	[53.51279,-2.22325]
school:105453	[53.48347,-2.17077]
school:105454	[53.48347,-2.17077]
school:105455	[53.45702,-2.19753]
school:105456	[53.45702,-2.19753]
school:105457	[53.50205,-2.23490]
school:105458	[53.50205,-2.23490]
school:105459	[53.47262,-2.17056]
school:105460	[53.53320,-2.21531]
school:105461	[53.49565,-2.25070]
school:105462	[53.44686,-2.23660]
school:105463	[53.44686,-2.23660]
school:105464	[53.37083,-2.26223]
school:105465	[53.53043,-2.23204]
school:105466	[53.41221,-2.28763]
school:105467	[53.40354,-2.22702]
school:105468	[53.38001,-2.24444]
school:105469	[53.40319,-2.30800]
school:105470	[53.52273,-2.22369]
school:105471	[53.47731,-2.17037]
school:105472	[53.45150,-2.26793]
school:105473	[53.46414,-2.16539]
school:105474	[53.40319,-2.30800]
school:105475	[53.44508,-2.20493]
school:105476	[53.44961,-2.26834]
school:105477	[53.45323,-2.23515]
school:105478	[53.49232,-2.21174]
school:105479	[53.47703,-2.20136]
school:105480	[53.46673,-2.19102]
school:105481	[53.46993,-2.25570]
school:105482	[53.45970,-2.23655]
school:105483	[53.47038,-2.22530]
school:105484	[53.42714,-2.26817]
school:105485	[53.39510,-2.28553]
school:105486	[53.51770,-2.23722]
school:105487	[53.44031,-2.28329]
school:105488	[53.51398,-2.20962]
school:105489	[53.47487,-2.18547]
school:105490	[53.49943,-2.21128]
school:105491	[53.46220,-2.21992]
school:105492	[53.48354,-2.22558]
school:105493	[53.44948,-2.25869]
school:105494	[53.48936,-2.21316]
school:105495	[53.45667,-2.25450]
school:105496	[53.49721,-2.17256]
school:105497	[53.46442,-2.17119]
school:105498	[53.43214,-2.22809]
school:105499	[53.50712,-2.24689]
school:105500	[53.45426,-2.20101]
school:105501	[53.47154,-2.16137]
school:105502	[53.46790,-2.20590]
school:105503	[53.46418,-2.21002]
school:105504	[53.45825,-2.20591]
school:105505	[53.49969,-2.17709]
school:105506	[53.41590,-2.23094]
school:105507	[53.44087,-2.18275]
school:105508	[53.44816,-2.21609]
school:105509	[53.46886,-2.24514]
school:105510	[53.51518,-2.24681]
school:105511	[53.51571,-2.24831]
school:105512	[53.45141,-2.24449]
school:105513	[53.44629,-2.25330]
school:105514	[53.49792,-2.17731]
school:105515	[53.49259,-2.21423]
school:105516	[53.46089,-2.23772]
school:105517	[53.45849,-2.16332]
school:105518	[53.45756,-2.17452]
school:105519	[53.40911,-2.27589]
school:105520	[53.42237,-2.25886]
school:105521	[53.51368,-2.23826]
school:105522	[53.37323,-2.25997]
school:105523	[53.47830,-2.19548]
school:105524	[53.41646,-2.22262]
school:105525	[53.50027,-2.23759]
school:105526	[53.51041,-2.19247]
school:105527	[53.50312,-2.20794]
school:105528	[53.45135,-2.23220]
school:105529	[53.46970,-2.18810]
school:105530	[53.52750,-2.19659]
school:105531	[53.38724,-2.26000]
school:105532	[53.49774,-2.22365]
school:105533	[53.52667,-2.17161]
school:105534	[53.43927,-2.19189]
school:105535	[53.48989,-2.22522]
school:105536	[53.39653,-2.29058]
school:105537	[53.38315,-2.28090]
school:105538	[53.45128,-2.20100]
school:105539	[53.46884,-2.25331]
school:105540	[53.48931,-2.17637]
school:105541	[53.42924,-2.20157]
school:105542	[53.37859,-2.24993]
school:105543	[53.45405,-2.26486]
school:105544	[53.45219,-2.18870]
school:105545	[53.51701,-2.17866]
school:105546	[53.44658,-2.28281]
school:105547	[53.47973,-2.19862]
school:105548	[53.49844,-2.22246]
school:105549	[53.40432,-2.25530]
school:105550	[53.45968,-2.20896]
school:105551	[53.46695,-2.22385]
school:105552	[53.48092,-2.21595]
school:105553	[53.42934,-2.22261]
school:105554	[53.53387,-2.22393]
school:105555	[53.51929,-2.21455]
school:105556	[53.40746,-2.22012]
school:105557	[53.42787,-2.20536]
school:105558	[53.44274,-2.24701]
school:105559	[53.52900,-2.22178]
school:105560	[53.51181,-2.23579]
school:105561	[53.52462,-2.18751]
school:105562	[53.51876,-2.19050]
school:105563	[53.50253,-2.20246]
school:105564	[53.46651,-2.15269]
school:105565	[53.45219,-2.18135]
school:105566	[53.46970,-2.21654]
school:105567	[53.46018,-2.23509]
school:105568	[53.43748,-2.19550]
school:105569	[53.43649,-2.26447]
school:105570	[53.40159,-2.29632]
school:105571	[53.38405,-2.28908]
school:105572	[53.38106,-2.27078]
school:105573	[53.38463,-2.26079]
school:105574	[53.43345,-2.26213]
school:105575	[53.45191,-2.17143]
school:105576	[53.53669,-2.21860]
school:105577	[53.51880,-2.17622]
school:105578	[53.46569,-2.23894]
school:105579	[53.38460,-2.27861]
school:105580	[53.45449,-2.21889]
school:105581	[53.41543,-2.22007]
school:105582	[53.47389,-2.15930]
school:105583	[53.51603,-2.24531]
school:105584	[53.44283,-2.23689]
school:105585	[53.42105,-2.24373]
school:105586	[53.44287,-2.26947]
school:105587	[53.55254,-2.14264]
school:105588	[53.48604,-2.24337]
school:105589	[53.44225,-2.28540]
school:105590	[53.41673,-2.23397]
school:105591	[53.44910,-2.21025]
school:105592	[53.44722,-2.22257]
school:105593	[53.44581,-2.24859]
school:105594	[53.45138,-2.25257]
school:105595	[53.43900,-2.22588]
school:105596	[53.48957,-2.23637]
school:105597	[53.42296,-2.23292]
school:105598	[53.43026,-2.22725]
school:105599	[53.44549,-2.18075]
school:105600	[53.45473,-2.18984]
school:105601	[53.48137,-2.24410]
school:105602	[53.46045,-2.22455]
school:105603	[53.34276,-2.23727]
school:105604	[53.17719,-2.17310]
school:105605	[53.38574,-2.27137]
school:105606	[53.52803,-2.22560]
school:105607	[53.42686,-2.23629]
school:105608	[53.42440,-2.25050]
school:105609	[53.42890,-2.24204]
school:105610	[53.52979,-2.20060]
school:105611	[53.38514,-2.27887]
school:105612	[53.49253,-2.20238]
school:105613	[53.42620,-2.24842]
school:105614	[53.53752,-2.21817]
school:105615	[53.44989,-2.17264]
school:105616	[53.46952,-2.16826]
school:105617	[53.39955,-2.26330]
school:105618	[53.46537,-2.18924]
school:105619	[53.46395,-2.20806]
school:105620	[53.45844,-2.23734]
school:105621	[53.38414,-2.24804]
school:105622	[53.45081,-2.18098]
school:105623	[53.42535,-2.26732]
school:105624	[53.46993,-2.25570]
school:105625	[53.42620,-2.24842]
school:105626	[53.53238,-2.09944]
school:105627	[53.54730,-2.10438]
school:105628	[53.54164,-2.08590]
school:105629	[53.54164,-2.08590]
school:105630	[53.53623,-2.13702]
school:105631	[53.54505,-2.08871]
school:105632	[53.52437,-2.12478]
school:105633	[53.51788,-2.12941]
school:105634	[53.53438,-2.08620]
school:105635	[53.55423,-2.08681]
school:105636	[53.53242,-2.12177]
school:105637	[53.53287,-2.12235]
school:105638	[53.51390,-2.12484]
school:105639	[53.55118,-2.09337]
school:105640	[53.52741,-2.10154]
school:105641	[53.52444,-2.09912]
school:105642	[53.54929,-2.08563]
school:105643	[53.54131,-2.12468]
school:105644	[53.54131,-2.12468]
school:105645	[53.53548,-2.09566]
school:105646	[53.56230,-2.07734]
school:105647	[53.56071,-2.07961]
school:105648	[53.54844,-2.16362]
school:105649	[53.50972,-2.16818]
school:105650	[53.51336,-2.14782]
