29833	999
988	922
928	915
901	923
882	917
723	911
660	934
657	930
625	924
619	910
566	901
539	927
537	920
513	918
495	903
467	939
442	904
421	913
420	905
410	875
387	912
374	914
322	907
318	932
304	820
272	906
118	902
47	703
7	891
5	213
5	207
3	933
3	884
3	865
3	860
3	852
3	835
3	830
3	810
3	801
3	205
2	928
2	909
2	877
2	861
2	856
2	851
2	394
2	380
2	351
2	315
2	307
2	304
1	938
1	936
1	925
1	921
1	916
1	893
1	892
1	890
1	886
1	878
1	872
1	871
1	870
1	855
1	846
1	845
1	823
1	822
1	821
1	815
1	812
1	679
1	392
1	381
1	358
1	356
1	355
1	341
1	340
1	335
1	333
1	330
1	318
1	313
1	311
1	309
1	305
1	302
1	301
1	212
1	211
1	206
1	204
1	203
1	202
