1989	X999999
1071	E10000016
944	E10000012
881	E10000030
873	E10000015
859	E10000017
838	E08000025
752	E10000014
747	E10000020
707	E08000035
639	E10000019
624	E10000028
611	E10000021
590	E10000024
583	E10000008
580	E10000029
580	E10000025
547	E10000007
524	E10000032
522	E10000013
517	E10000006
504	E10000031
502	E10000018
501	E06000052
481	E10000027
478	E10000023
458	E10000034
454	E08000012
441	E10000003
424	E08000032
416	E08000019
413	E08000003
410	E06000054
395	E06000047
381	E10000002
330	E10000011
328	E08000036
328	E06000023
308	E08000034
301	E10000009
284	E09000008
276	E08000017
270	E06000057
266	E08000026
258	E06000051
250	E08000006
247	E09000003
242	E09000006
242	E06000018
238	E08000028
237	E08000007
230	E08000031
230	E06000049
228	E08000024
227	E08000010
223	E08000030
220	E08000018
219	E08000016
214	E08000001
213	E06000050
213	E06000011
206	E08000021
204	E09000009
201	E08000015
200	E06000056
198	W06000016
197	E06000010
196	E09000022
196	E08000005
196	E08000004
196	E06000021
193	W06000015
192	E06000035
191	E09000012
189	E09000028
188	E08000014
187	E09000032
186	E06000016
184	E08000033
181	E09000025
180	W06000010
180	E06000042
179	E09000014
178	E06000025
176	E09000011
176	E09000005
176	E06000026
175	E09000017
173	E09000031
170	E06000015
168	E08000009
165	E08000027
164	E06000030
163	E09000030
163	E06000012
162	E09000004
162	E06000019
160	E08000020
157	E09000016
157	E09000010
156	E08000008
151	E09000026
151	E09000018
149	W06000023
144	E09000013
144	E06000045
143	E08000029
142	E06000004
141	W06000011
141	E09000023
141	E09000007
140	E06000022
139	E06000020
138	E09000033
137	E08000013
135	W06000002
134	E06000032
134	E06000013
133	E08000022
131	W06000018
131	E06000043
130	E09000015
129	E08000011
128	E08000023
128	E06000008
127	E09000024
127	E09000019
127	E06000024
126	E06000037
124	E06000031
124	E06000007
122	E08000002
122	E06000055
121	E06000002
118	E06000040
117	E06000014
116	E09000020
113	W06000006
112	E06000044
110	E09000029
109	E09000027
109	E06000034
108	W06000005
108	E09000002
107	W06000009
107	E06000003
106	E06000006
104	E06000041
104	E06000005
103	E06000046
103	E06000038
101	E06000033
98	W06000012
98	E06000039
97	W06000008
95	E06000028
95	E06000027
93	E09000021
92	W06000013
91	E10000004
88	W06000022
86	W06000004
84	W06000003
81	W06000014
80	E06000009
79	E06000029
68	W06000021
67	W06000020
62	W06000001
60	E06000036
58	E06000001
50	W06000024
47	W06000019
45	E06000017
20	E10000001
7	E09000001
7	E06000053
