4368	
41	01536711111
23	08001381184
18	01942877660
15	02075319696
14	01706644471
9	01253316160
8	01925237580
6	01444446920
6	01325254000
5	02088000022
5	02072676266
4	02085732097
4	02085560006
4	02084727142
4	02082706981
4	02077377900
4	02072544090
4	01914562413
4	01912986950
4	01778422163
4	01709828405
4	01706630022
4	01689821205
4	01642213799
4	01634719971
4	01628696076
4	01617754356
4	01616811592
4	01614374444
4	01565634578
4	01509554400
4	01493661046
4	01482303300
4	01472691887
4	01453542130
4	01354750369
4	01323893319
4	01322665235
4	01299872950
4	01274779662
4	01256336601
4	01234408477
4	01226291133
4	01215237321
4	01179424328
3	02476744000
3	02476418135
3	02476382924
3	02476382583
3	02476313204
3	02476251756
3	02392826514
3	02392824828
3	02392694313
3	02380463240
3	02089801503
3	02089795102
3	02089373330
3	02088980848
3	02088972001
3	02088888967
3	02088417176
3	02088083231
3	02088001044
3	02087772808
3	02087712261
3	02086990717
3	02086934200
3	02086933568
3	02086897688
3	02086884975
3	02086844003
3	02086843187
3	02086793707
3	02086684877
3	02086541460
3	02086486627
3	02085832984
3	02085737829
3	02085736085
3	02085732199
3	02085731039
3	02085514954
3	02085396777
3	02085395907
3	02085394110
3	02085391428
3	02085294979
3	02085277934
3	02085205168
3	02084554013
3	02083602149
3	02083112956
3	02083034461
3	02082058707
3	02082008300
3	02077352764
3	02077033049
3	02076529500
3	02076396091
3	02076108340
3	02075259188
3	02073481777
3	02072726556
3	02072541250
3	02072281293
3	02072265608
3	01993881446
3	01992624141
3	01992308888
3	01983752126
3	01983203103
3	01977722620
3	01964612800
3	01959575846
3	01959573963
3	01954288944
3	01952387490
3	01945585237
3	01942883928
3	01942223431
3	01935410793
3	01933353761
3	01932884800
3	01932342693
3	01932227695
3	01928716521
3	01928711643
3	01926497491
3	01922720822
3	01922710357
3	01915535994
3	01915535335
3	01915367813
3	01915293712
3	01912851000
3	01909730294
3	01909485737
3	01908679809
3	01908372979
3	01905454828
3	01905453530
3	01905354800
3	01904795930
3	01903755583
3	01902558848
3	01902558715
3	01892519841
3	01865761656
3	01865749933
3	01843861738
3	01843572500
3	01842754902
3	01827896424
3	01827715507
3	01803865580
3	01803854011
3	01803555657
3	01803327161
3	01795532496
3	01795470862
3	01793872800
3	01793536494
3	01793535033
3	01793523800
3	01793521933
3	01792653609
3	01789762578
3	01788544096
3	01782235340
3	01782234950
3	01761412198
3	01753819900
3	01753810686
3	01753528050
3	01752790990
3	01752336228
3	01752213939
3	01752201177
3	01747840394
3	01743461930
3	01736363627
3	01733566990
3	01732841912
3	01726822546
3	0172674194
3	01724868666
3	01724861602
3	01724861072
3	01724842608
3	01709850732
3	01709828838
3	01709813300
3	01709710144
3	01709570727
3	01708852006
3	01708371331
3	01707852500
3	01706647533
3	01695722991
3	01689856029
3	01689843367
3	01689830383
3	01689828099
3	01689819955
3	01670716343
3	01642883030
3	01642825311
3	01642818200
3	01642763244
3	01642455309
3	01642454577
3	01636680284
3	01636680066
3	01634852320
3	01634717121
3	01634231761
3	01628634505
3	01626772320
3	01623870772
3	01623635928
3	01623624709
3	01623623149
3	01623553189
3	01623461118
3	01623455925
3	01622754888
3	01622754666
3	01622679421
3	01621772409
3	01619211230
3	01617921368
3	01617484356
3	01617415090
3	01617234538
3	01614992726
3	01614459337
3	01614457144
3	01613702616
3	01612487009
3	01612249495
3	01612232805
3	01612231592
3	01608684654
3	01603742969
3	01603712295
3	01603508520
3	01603502454
3	01603454479
3	01603454423
3	01603441484
3	01594822241
3	01579343443
3	01579340405
3	01565633294
3	01564792766
3	01564776209
3	01562823568
3	01562741524
3	0156269750
3	01562512880
3	01544318277
3	01538702324
3	01536262000
3	01536204765
3	01536203805
3	01535210333
3	0152763007
3	01527585859
3	01527527081
3	01527525725
3	01527523088
3	01522881010
3	01519246778
3	01516528498
3	01513271722
3	01512636417
3	01512289599
3	01512280324
3	01512265018
3	01494783070
3	01494711918
3	01493780007
3	01493740071
3	01487812352
3	01483763114
3	01483537373
3	01483458956
3	01482879967
3	01482854616
3	01482631208
3	01482564646
3	01482352939
3	01476405200
3	01474853484
3	01474361193
3	01474352973
3	01473685040
3	01473684994
3	01472887117
3	01472822419
3	01472691797
3	01472354605
3	01472329944
3	01472328888
3	01472320781
3	01472311040
3	01472310013
3	01472235331
3	01472235116
3	01469572455
3	01469510300
3	01455634582
3	01455632183
3	01449613931
3	01444482524
3	01427615498
3	01424858020
3	01424851783
3	01424425670
3	01424211548
3	01422367161
3	01422354976
3	01405768621
3	01395266997
3	01392666570
3	01386443367
3	01376512310
3	01375846181
3	01375673188
3	01375672066
3	01375484490
3	01366347260
3	01354692323
3	01332576777
3	01332229229
3	01329843226
3	01327350332
3	01327313400
3	01326314070
3	01325380831
3	01325380820
3	01325380792
3	01325380784
3	01325332230
3	01325300324
3	01325244001
3	01323502525
3	01322383314
3	01322333780
3	01322228395
3	01322220451
3	01306884506
3	01302868414
3	01302859116
3	01302841246
3	01302831307
3	01302782421
3	01299871803
3	01295258224
3	01293571893
3	01293534897
3	01293534314
3	01293527473
3	01287676305
3	01287650689
3	01279866155
3	01279427465
3	01279425600
3	01279417410
3	01279307477
3	01279306136
3	01278782743
3	01278434017
3	01275875607
3	01275852720
3	01274777107
3	01274773350
3	01274648490
3	01274582995
3	01274424350
3	01273681377
3	01270663619
3	01270568030
3	01268793251
3	01268784721
3	01268743445
3	01268727751
3	01268699305
3	01268684554
3	01268552536
3	01268552482
3	01268522077
3	01260273000
3	01256474005
3	01255424906
3	0125454021
3	01254261655
3	01253316725
3	01242602447
3	01235813304
3	01235762396
3	01235555512
3	01233621989
3	01227710477
3	01226722484
3	01226289096
3	01226287165
3	01226286514
3	01226284493
3	01226281255
3	01225891841
3	01225832212
3	01217734637
3	01217489760
3	01217062165
3	01216937742
3	01215573282
3	01214645191
3	01214644241
3	01214643351
3	01214596467
3	01214404202
3	01213734475
3	01213085392
3	01207520436
3	01206864375
3	01202574452
3	01202528893
3	01202528554
3	01202512697
3	01202424361
3	01202393570
3	01202380103
3	01189834802
3	01189262467
3	01179030407
3	01173772295
3	01173772191
3	01173534472
3	01173533200
3	01162858518
3	01162677107
3	01159892284
3	01159303724
3	01159155808
3	01159155804
3	01159155731
3	01159155720
3	01159153898
3	01159153266
3	01159135211
3	01158401477
3	01142551704
3	01142442189
3	01142439391
3	01142396464
3	01142368690
3	01142326879
3	01142310221
3	01132930285
2	08458405500
2	08451550411
2	08450943550
2	08444773438
2	08444772424
2	08444771762
2	08443351722
2	07702916189
2	03003038384
2	03000658230
2	02920792361
2	02920791255
2	02920733694
2	0292067142
2	02920623441
2	02920532210
2	02920512151
2	02920492564
2	02476740907
2	02476740901
2	02476689392
2	02476689074
2	02476674092
2	02476661416
2	02476642400
2	02476617231
2	02476615665
2	02476613163
2	02476612671
2	02476612161
2	02476612073
2	02476610167
2	02476597234
2	02476595455
2	02476594952
2	02476543754
2	02476543751
2	02476490644
2	02476467779
2	02476466837
2	02476466744
2	02476466391
2	02476462634
2	02476458960
2	02476454931
2	02476453314
2	02476453121
2	02476451720
2	02476445900
2	02476444822
