7609	
406	Smith
296	Jones
221	Williams
196	Wilson
184	Brown
183	Davies
176	Taylor
163	Evans
145	Johnson
125	Thomas
117	Walker
108	Robinson
108	Roberts
103	Wright
102	Ward
102	Jackson
101	Hall
100	White
96	Green
95	Thompson
95	Clarke
94	Morris
94	James
92	Wood
90	Martin
89	Clark
88	Lewis
88	Harrison
88	Edwards
83	Allen
81	Marshall
81	Hughes
81	Harris
78	Scott
78	Kelly
77	King
76	Phillips
76	Moore
75	Cooper
75	Baker
73	Mitchell
72	Hill
69	Cook
68	Turner
63	Watson
63	Lee
63	Campbell
62	Parker
62	Bailey
61	Young
61	Murphy
59	Price
59	Davis
58	Richardson
57	Miller
57	Bell
54	Simpson
54	Griffiths
54	Bennett
53	Gray
51	Cox
51	Carter
50	Rogers
50	Mason
49	Morgan
48	Wilkinson
47	Shaw
47	Matthews
47	Anderson
47	Adams
46	Collins
45	Foster
44	Owen
43	Russell
42	Richards
42	Holmes
42	Ellis
42	Elliott
41	Henderson
40	Webb
40	Walsh
40	Ryan
39	Mills
38	Stevens
38	Payne
38	Newton
38	Murray
38	Chapman
37	Powell
37	Fisher
37	Barnes
36	Quinn
36	Palmer
36	Fox
36	Dawson
35	Wallace
35	Reynolds
35	Lloyd
35	Fletcher
34	Pearson
34	Hunt
34	Graham
34	Ford
34	Dunn
34	Day
34	Butler
33	Yates
33	Rose
33	Hunter
33	Hamilton
33	Gibson
33	Burns
33	Brooks
32	Stone
32	Spencer
32	Perry
32	Hudson
32	Higgins
32	Harvey
32	Cole
32	Burgess
32	Barker
32	Ball
31	Stewart
31	Nicholson
31	Morrison
31	Marsh
31	Hayes
31	Dixon
31	Booth
30	Watts
30	Thomson
30	Lawrence
30	Binns
30	Berry
29	Sutton
29	Moss
29	Jenkins
29	Harper
29	Gill
29	Cunningham
28	Robertson
28	Mann
28	George
28	Dean
28	Cooke
28	Atkinson
28	Armstrong
27	Woods
27	Lane
27	Knight
27	Hutchinson
27	Howard
27	Hart
27	Grant
26	Saunders
26	Rowe
26	Robson
26	McCarthy
26	Holland
26	Duncan
26	Bishop
25	Wells
25	Webster
25	Todd
25	Potter
25	Patel
25	O'brien
25	Nicholls
25	Lowe
25	Jordan
25	Byrne
25	Atkins
24	Reid
24	Patterson
24	Parry
24	Newman
24	Hawkins
24	Gilbert
24	Daniels
24	Burton
24	Bradley
24	Andrews
23	Warren
23	May
23	Long
23	Hewitt
23	Dickinson
23	Craig
23	Carr
23	Buckley
23	Abbott
22	Willis
22	Williamson
22	Whitehead
22	Parsons
22	Page
22	Norton
22	Mellor
22	Lynch
22	Lucas
22	Kennedy
22	Hodgson
22	Hartley
22	Griffin
22	Garner
22	Gallagher
22	Carroll
22	Barton
22	Alexander
21	Whelan
21	West
21	Walton
21	Wall
21	Pritchard
21	Peacock
21	Parkinson
21	Khan
21	Goddard
21	Dyer
21	Coleman
21	Clayton
21	Briggs
21	Barnett
21	Austin
20	Woodward
20	Tomlinson
20	Stephenson
20	Shepherd
20	Sanderson
20	Reed
20	Norris
20	Nelson
20	Leach
20	Lamb
20	Johnston
20	Jennings
20	Howarth
20	Hardy
20	Harding
20	Gould
20	Gordon
20	Duffy
20	Barrett
19	Stevenson
19	Steele
19	Smart
19	Savage
19	O'Brien
19	Goodwin
19	Freeman
19	Dodd
19	Bird
18	Wheeler
18	Thorpe
18	Ross
18	Rigby
18	Rees
18	Porter
18	Pollard
18	Osborne
18	Metcalfe
18	McCann
18	Knowles
18	Holden
18	Hicks
18	French
18	Ferguson
18	Davey
18	Bryant
18	Bates
18	Barber
18	Banks
17	Welsh
17	Wade
17	Stokes
17	Sharpe
17	Read
17	Peters
17	Pearce
17	Nixon
17	Nash
17	Moran
17	Middleton
17	Lambert
17	Lacey
17	Kent
17	Humphreys
17	Hobbs
17	Hirst
17	Hargreaves
17	Hammond
17	Greenwood
17	Frost
17	Douglas
17	Davison
17	Connor
17	Chambers
17	Barry
17	Ashton
16	Whittaker
16	Wheatley
16	Walters
16	Tucker
16	Thornton
16	Sullivan
16	Slater
16	Sheppard
16	Sharp
16	Reeves
16	Owens
16	Milner
16	McLaughlin
16	Lord
16	Hopkins
16	Hooper
16	Holt
16	Hickey
16	Heath
16	Godfrey
16	Gibbons
16	Francis
16	Doyle
16	Davidson
16	Curtis
16	Conway
16	Coles
16	Burke
16	Boyle
16	Bowen
16	Boulton
16	Birch
16	Ayres
16	Ahmed
15	Winter
15	Welch
15	Waters
15	Sykes
15	Storey
15	Sewell
15	Schofield
15	Riley
15	Reilly
15	Poole
15	Oates
15	Norman
15	Noble
15	Miles
15	Macdonald
15	Logan
15	Lawson
15	Kemp
15	Kay
15	John
15	Ingram
15	Herbert
15	Farrell
15	Dobson
15	Dale
15	Coates
15	Bush
15	Brady
15	Blake
15	Blackburn
15	Barlow
14	Talbot
14	Sutherland
14	Stephens
14	Skinner
14	Simmons
14	Short
14	Rice
14	Ray
14	Parkes
14	Oliver
14	O'Connor
14	McDonald
14	Law
14	Kirk
14	Jenkinson
14	Ireland
14	Hayward
14	Haigh
14	Gregory
14	Giles
14	Fuller
14	Fowler
14	Croft
14	Cotton
14	Charlton
14	Chadwick
14	Brookes
14	Bradford
14	Bradbury
