school	address
111848	100041027867
111849	10091538070
111850	100041028874
111851	10090526221
111852	200001523671
111853	10090526708
111854	10013626808
111855	10007792840
111856	100041025002
111857	10012969796
111858	200001523675
111859	100041022753
111860	100041213310
111861	10001203650
111862	100041216289
111863	10001215848
111864	10090883868
111865	10091024758
111866	100041215998
111867	10001215399
111868	100041023322
111869	100041022620
111871	10001206573
111872	10090520550
111873	100041022859
111874	10090526569
111875	100041204530
111876	10090526574
111877	100041023192
111878	100041203860
111879	100041204498
111880	100041022323
111881	100041029633
111882	10090525761
111884	10008217292
111885	100041030006
111886	100041030323
111887	100041160527
111888	10090526882
111890	100041232954
111892	100041158607
111893	100041031413
111894	100041031427
111895	100041030588
111896	10000077714
111897	100041030664
111898	100041160160
111899	100041160028
111901	10002691344
111902	100041158831
111903	100041030397
111904	10090526361
111905	100041158654
111906	100041217903
111907	100041030959
111908	100041030199
111909	10003289776
111910	100041026458
111911	10003289588
111912	100041027484
111913	10003286572
111914	10003286837
111915	10002691135
111916	10090518888
111917	10002691201
111918	100041027442
111919	10003286203
111920	10003291381
111921	10090526438
111922	10003287004
111923	10003290756
111924	10003288948
111925	10003298426
111926	10003302649
111927	10014475291
111928	10090526633
111929	10090521756
111930	10003307422
111931	10090884025
111932	100041027258
111933	10003303336
111934	10090526434
111935	10003300760
111936	10003295648
111937	10090884021
111938	100041027545
111939	10003297723
111940	10003300573
111941	10003302408
111942	10003302054
111943	10003302741
111944	10003309298
111945	10090526544
111946	10023277215
111947	10003303393
111948	10091535792
111949	100041026553
111950	100041023676
111951	100041155071
111952	100041155064
111953	10003912917
111954	10002046909
111955	10091022112
111956	10090883914
111957	10014479663
111958	10003072049
111959	100041024140
111960	10090526455
111961	10003070979
111962	10003063853
111963	10090882966
111964	10003917338
111965	10090526705
111966	10091162853
111967	10003304476
111968	200002917516
111969	100041024725
111970	100041153933
111971	10090526705
111972	10003912942
111973	10091022113
111974	10090526465
111975	10003069886
111976	10091022856
111977	100041022505
111978	100041205549
111979	10090525340
111980	100041024927
111981	100041030397
111982	10003072472
111983	100041026766
111984	100041159558
111985	10090526259
111986	100041022331
111987	10014473422
111988	100041021969
111989	10091022004
111990	100041022867
111991	10023277176
111992	10090519293
111994	10090526223
111995	100041022311
111996	100041213505
111997	100041029279
111998	10090884097
111999	10090884096
112000	10090526319
112001	10034774445
112002	10007787375
112003	100041022174
112004	10034788109
112005	100041158710
112007	10090526323
112008	10007809018
112010	10014476703
112011	10001210362
112012	100041022675
112013	100041031452
112015	100041030326
112016	10091024239
112017	10014476768
112018	100041162695
112019	10003295097
112020	100041026192
112021	100041027114
112022	10003072960
112023	10023428090
112024	10003069273
112025	100041151941
112026	10003068969
112027	100041151255
112028	10003070808
112029	10003910516
112030	10003910530
112031	10003911180
112032	10003064562
112033	100041024006
112034	100041151883
112035	10090526580
112036	100041026191
112037	100041154426
112038	100041029844
112039	100041026777
112040	10003910635
112041	100041024725
112042	100041029630
112043	100041025368
112044	100041204547
112045	100041026745
112046	100041154595
112047	100041022282
112048	100041227576
112049	100041026371
112050	100041031040
112051	100041030614
112052	10034639841
112053	200002930689
112054	10007809734
112055	10001216542
112056	10001210075
112057	10007793952
112058	10090524075
112059	100041030334
112060	10001207349
112061	10003066527
112062	10003911042
112063	10090884163
112064	100041229131
112065	100041215124
112066	10090884099
112067	100041028443
112069	100040114054
112071	100041154370
112076	100040051250
112077	100040042549
112079	100040050634
112082	100041215026
112083	10090522773
112085	10002693123
112086	10013626808
112087	10023894093
112088	100110734858
112089	100110798055
112090	100110735041
112091	100110801812
112092	36006952
112093	36009773
112096	10022887307
112100	10000889863
112101	10070523198
112102	10070530104
112103	10008695644
112104	10008818037
112105	10008675974
112106	10008686127
112107	10008686499
112108	10008690685
112109	10008689786
112110	10008688238
112111	10070531233
112112	10008821787
112113	10008687618
112114	10008818855
112115	10008681778
112116	10070538795
112117	10070539501
112118	100110729388
112119	10070538455
112120	10070538783
112121	10070539598
112122	10008688671
112123	100110737155
112124	10008822555
112125	100110799078
112126	200001907637
112127	10023918448
112128	10008820597
112129	10008817813
112130	100110798637
112131	100110798637
112132	100110732596
112133	10008819005
112134	10008819174
112135	10000883583
112136	100110732503
112137	10008819157
112138	10008819296
112139	10008819475
112140	10008819733
112141	100110732050
112142	100110730952
112143	100110731299
112144	100110731717
112145	100110731296
112146	100110731716
112147	10014285803
112148	100110732060
112149	10022890317
112150	10022890317
112151	100110735043
112153	100110732038
112154	100110797941
112155	10000893404
112156	100110735041
112157	10000904878
112158	10000896845
112159	100110798087
112160	100110756163
112161	10000900103
112162	10000897356
112163	100110798161
112164	100110735119
112165	10000893723
112166	10000893667
112167	10000893606
112169	100110735939
112170	100110735938
112172	100110798527
112173	100110735812
112175	100110798525
112176	10070536608
112177	10070539731
112178	10070538786
112179	100110758848
112180	100110733151
112181	10070539655
112182	10070540272
112183	10070536239
112184	100110759283
112185	10070538614
112186	10070537218
112187	100110814662
112188	100110760530
112190	100110761173
112191	100110757674
112192	36033290
112193	36033787
112194	36031176
112195	100110756614
112197	100110753647
112198	100110753647
112199	36008426
112201	36044382
112202	36011945
112203	36011945
112204	36019696
112205	36014676
112206	36015971
112207	36028802
112208	36015972
112209	36046270
112210	36019694
112211	36004405
112212	36004402
112213	36021608
112214	36029333
112216	100110728413
112217	100110728412
112218	10008676785
112219	100110728313
112220	10008705177
112221	10008677050
112222	100110728387
112224	100110800275
112225	10008676584
112226	100110800275
112227	10008706659
112228	10008706659
112229	100110736115
112230	100110736116
112231	100110728312
112232	100110753184
112233	100110802029
112234	36033291
112235	100110737096
112236	36006734
112237	10008677647
112238	10023917450
112239	10000883253
112240	36001819
112241	100110733872
112242	100110799971
112243	10008677968
112244	36025828
112245	10008817859
112246	100110737228
112247	10070538838
112248	10070536371
112249	10008818556
112250	10008706525
112251	110000000673
112252	10000887449
112253	10070532139
112254	10008686357
112255	100110728429
112256	10008693426
112257	10008686478
112258	10008688376
112259	10008699495
112260	10008688724
112261	100110758846
112262	10003948842
112263	10003948016
112264	100110801547
112265	100110759197
112266	10070538609
112267	10070535543
112268	10070538789
112269	100110760560
112270	10008820674
112271	10000886497
112272	100110730801
112273	10008818337
112274	10000883583
112275	10008819346
112276	10070533662
112277	100110730953
112278	10014289035
112279	10003959646
112280	100110752936
112281	10003961170
112282	100110752939
112283	10003956101
112284	10003949706
112286	100110752215
112287	10003961157
112288	10003961543
112289	36013607
112290	100110756204
112291	100110734858
112292	100110734858
112293	10000899282
112294	10000898339
112295	10000895307
112296	100110735211
112297	100110735634
112298	100110798523
112299	100110753192
112300	10008693853
112301	10070538611
112302	10070535230
112303	10070538790
112304	10070538588
112305	100110729547
112306	10008819924
112307	10070538792
112308	10000888051
112309	10000889802
112310	10000886049
112311	100110758589
112312	10070536552
112313	100110759352
112314	10003947105
112315	10070535596
112317	10003947351
112318	100110759446
112319	100110757018
112320	10003959838
112321	10034117732
112322	100110760740
112323	100110758921
112324	10070539636
112325	100110761174
112326	10070535639
112327	10003962303
112328	10070532854
112329	100110757749
112330	100110757749
112331	100110752207
112332	10008817984
112333	10008820818
112334	10012988677
112335	10000882009
112336	10000883232
112337	100110732503
112338	100110732054
112339	100110731715
112340	100110731283
112341	100110760628
112342	10070536664
112343	100110801354
112344	100110757749
112345	10000901118
112346	100110797889
112347	10000901709
112348	100110797913
112349	10000899548
112350	100110735040
112351	100110756006
112352	10000893770
112353	10000901765
112355	100110735811
112356	10034117734
112357	36033293
112358	100110802269
112360	10003947354
112361	100110753482
112362	36008426
112363	36013556
112364	36004401
112365	36011944
112366	36025852
112367	10008675085
112368	10008675085
112369	10008679358
112370	10008675972
112371	10008675380
112372	10070539542
112373	10014289035
112374	100110757021
112375	100110736906
112376	10008681778
112377	100110737095
112378	100110738049
112379	10034117737
112380	100110802029
112382	10008819135
112383	36030181
112384	100110756372
112385	100110753069
112387	100110734347
112388	100110756101
112389	36034426
112390	100110733871
112393	10070520234
112394	100110731885
112395	100110731869
112396	100110735663
112397	100110737446
112398	100110735664
112400	36026113
112401	10000884155
112402	10008687193
112403	10008675464
112404	10008690079
112405	100110737973
112406	36020791
112407	100110730364
112408	100110791173
112409	36027585
112410	100110752938
112411	10008820649
112412	36031898
112413	10000884973
112414	10000882705
112415	36030934
112416	10003955923
112417	10008686976
112418	10008689248
112419	10070538794
112420	10008687966
112421	100110732600
112422	10008686405
112423	100110791406
112424	10070539777
112425	10008688926
112426	10008681778
112427	100110801690
112428	100110729240
112429	100110727501
112430	10008706632
112431	100110760843
112432	100110759152
112433	100110733148
112434	100110732627
112435	100110728353
112437	10003963521
112438	10003949765
112439	100110737972
112440	100110811872
112443	10000898319
112444	10000897151
112449	10000886011
112450	36025887
112453	100110736556
112459	10070532162
112463	10008689547
112464	10000890109
112465	100110760926
112466	10003961424
112467	36000587
112468	100110736114
112469	10010740228
112471	100032012753
112472	10010624914
112473	100031999376
112474	100032010657
112475	100032010659
112476	100032008659
112477	10010755049
112479	100032258296
112480	100032258490
112481	10070079042
112482	100031999366
112483	100032102714
112484	200004518750
112485	200000389504
112486	100032006354
112489	74008887
112490	100032020342
112491	100032243930
112492	100032020019
112494	200000389504
112500	100032018000
112501	100032185626
112502	100032025943
112503	100032185015
112504	10010744562
112505	100032184553
112506	200004513512
112507	100032019048
112508	200004513488
112509	200004514515
112510	100032185342
112511	200004513739
112512	10070080643
112513	10034036890
112514	10034037167
112515	10070109794
112517	74049592
112518	74034573
112519	74026328
112521	10010744762
112522	10010741286
112523	10010743062
112524	100032001259
112525	10010753541
112526	10010744144
112527	10010759460
112530	100032186163
112531	10034037989
112532	100032184587
112533	200004513894
112535	10070093482
112536	10013424687
112537	10070077209
112538	200003845013
112539	100032176844
112540	100032176844
112541	100032177372
112542	100032177741
112543	100032177748
112544	100032178096
112545	100032177631
112546	100032176695
112547	100032023685
112548	200004514530
112549	200003154365
112550	10070091075
112551	100032023458
112552	10010740133
112553	100032183091
112554	10010743175
112555	100032237797
112559	100032027629
112563	10013422775
112564	100032185010
112565	10034039389
112566	10010739525
112568	100032241004
112569	100032024961
112570	100032024961
112571	100032025670
112572	10003583897
112573	100032024565
112574	100032023999
112575	100032025671
112578	100032244554
112579	100032177587
112580	100032004965
112583	100032096464
112584	100032095908
112585	100032096487
112586	100032096135
112589	10070077823
112590	10070104893
112591	10010341202
112592	10070101290
112593	200003154360
112594	200003154360
112595	200003845335
112596	100032019497
112597	10010757153
112598	10010743481
112599	10010745487
112600	10010743152
112601	100032183092
112602	100032242061
112603	200003155014
112604	10070107851
112605	100032185736
112606	100032185735
112607	100032102741
112608	100032102714
112609	200004518026
112610	200004514541
112611	100032017396
112613	100032017698
112614	100032096642
112615	200004518712
112616	200004514657
112617	200004514506
112618	100032025869
112619	100032111333
112620	10034494317
112621	10034038839
112622	100032018145
112623	100032018147
112624	200004518750
112626	74023363
112627	74047890
112630	74038697
112631	10070076978
112632	100032185025
112633	100032245450
112634	100032000955
112635	100032000468
112636	200003154915
112637	100032004449
112638	100032183089
112639	100032019155
112640	100032237244
112641	100032183278
112642	100032177199
112643	100032177217
112645	10034036978
112646	10034032804
112647	10010744164
112648	10010744288
112650	200004518350
112651	100032183279
112652	10070097845
112653	10070096454
112654	10070093033
112655	100032000499
112656	10010742597
112659	74049642
112660	74045282
112661	74000770
112662	74034740
112663	74062361
112664	74061917
112665	74057277
112666	74049629
112667	74049632
112668	74059390
112669	74049639
112670	74079098
112671	74024176
112672	100032237086
112673	74005778
112674	74015143
112675	100032023995
112676	100032019496
112677	200003154438
112678	10070081090
112679	10000819196
112680	10034489562
112681	200003844793
112682	100032237086
112683	10070104893
112684	100032241993
112685	100032244352
112686	10070107347
112688	100032242061
112689	100032241993
112691	74005778
112692	10010739741
112693	10010756372
112694	200003154429
112695	10010744990
112696	100032244475
112697	100032183141
112698	100032244587
112699	10010742541
112700	100032241706
112701	200003154719
112702	100032096575
112703	100032023138
112705	74043361
112706	10010740498
112708	100032241250
112709	100032024563
112710	100032017397
112711	200002781866
112712	100032256524
112713	10010624915
112714	10010624915
112715	10010624988
112716	10010624988
112717	100032257444
112718	10010625013
112719	10010625013
112720	10010624909
112722	100032008889
112723	100032011122
112724	100032012231
112727	10010624809
112728	10010624809
112729	10010624884
112730	10010624884
112731	10010625086
112732	10010625086
112733	100032257964
112734	100032012756
112735	100032011928
112736	10010624872
112737	10010624872
112738	10010674735
112739	100032006354
112740	100032258550
112741	100032006893
112742	10010624685
112743	10010625018
112744	10010625018
112745	100032256414
112746	10010675574
112747	10010675574
112748	100032004789
112749	100032004787
112751	10010625014
112752	100032005248
112753	100032258345
112754	100032027030
112755	100032009696
112756	100032009697
112757	100032009699
112758	100032012907
112759	100032012947
112761	10010625022
112762	100032005694
112763	100032258345
112764	100032005719
112765	100032012948
112766	100032010888
112767	100032011126
112768	100032258079
112769	100032183113
112770	100032258079
112771	100032011235
112773	10013422940
112774	100032012941
112776	100032256908
112778	100032007413
112779	100032257501
112780	10010673678
112781	200003155190
112782	100032005287
112783	100032096375
112784	10013065315
112789	10013422168
112790	100032012943
112792	100032010701
112793	200004514073
112794	74049591
112795	74001968
112796	10070077877
112797	10070089212
112798	10034493748
112799	100032244644
112800	10070090815
112801	10034145068
112802	10070083956
112803	10070081674
112804	10070086603
112805	200003844989
112807	10010752664
112808	10010744990
112809	10010744925
112810	74078394
112811	10070078108
112812	100032244715
112813	10010749856
112814	200004514501
112815	10070088899
112816	10070085472
112817	10010758689
112818	10010757014
112819	10070080459
112820	10070090302
112821	10070076662
112822	10070109286
112823	10070102343
112824	200003154222
112826	200000385568
112827	100032102225
112828	10013422537
112830	200000386081
112831	10070087330
112832	10070092084
112833	100032022862
112834	10070084330
112835	10070080949
112836	200000383227
112837	10070097227
112838	10070101795
112839	10070107711
112840	10070097088
112841	10070096278
112842	10070108916
112843	10070080243
112845	10070077756
112846	100032023101
112847	10070080979
112850	100032026484
112851	100032001897
112854	100032024877
112855	200003845370
112856	10070090364
112857	74007347
112858	10070088357
112859	10034038913
112860	200003155206
112861	200003154224
112862	10000189528
112863	10070095041
112864	10070097600
112865	100032000499
112867	200000385327
112868	10010755492
112869	10010745122
112870	10070086017
112871	200003146544
112872	10010745697
112873	100032008813
112874	10013426080
112876	10034037269
112877	10010740270
112878	10070089676
112879	74006120
112880	10013422934
112882	10034035053
112883	10070079106
112884	10010755221
112885	10070099136
112886	10070081756
112887	10070106414
112888	10070098034
112889	10010751583
112890	200003155135
112891	10070108670
112892	10070105484
112893	10010341748
112895	100032024879
112896	10024226777
112897	10010744739
112898	74042613
112899	10034035017
112900	10010740711
112901	10010753602
112902	10010757702
112903	200003844740
112904	10010751993
112905	74042977
112906	100032000257
112908	200004518344
112910	100032096486
112911	10010740486
112912	200003845138
112913	10034034620
112914	10010623723
112915	10010674391
112916	10010624704
112917	100032006352
112918	100032009699
112919	100032256529
112920	100032011128
112922	100032257964
112924	10070089639
112925	10034039393
112926	100032257438
112927	100032257490
112928	10070101464
112929	10010338440
112930	10000189255
112931	200000389504
112932	10010743782
112933	100032244188
112934	10023289536
112935	10003584273
112937	100032243930
112938	100032000252
112939	100032102155
112940	200003154536
112941	200004513558
112942	10010739511
112943	100032177692
112944	100032011294
112945	10090661035
112946	100032240994
112947	100032023782
112948	100032017487
112950	10070104368
112951	100032258399
112952	10010686595
112953	10010675574
112954	100032010650
112955	100032004788
112956	100032008973
112957	10010740533
112958	74062005
112959	74062091
112961	74024178
112962	74057291
112963	200004517987
112964	100032184364
112965	100032236987
112966	74030114
112967	10070082332
112968	10070099017
112969	100032177135
112970	10010742630
112971	10010756919
112972	10010757279
112973	100032005720
112974	100032000930
112975	100032005719
112976	100032023731
112977	10010682593
112978	100032001420
112980	100032026483
112983	100032256414
112984	100032000955
112985	74052686
112987	100032027026
112988	100032011122
112989	200000383443
112990	100032023686
112991	100032012793
112992	100032010772
112994	100032096596
112995	200003154982
112996	10070084971
112997	100032005408
112998	74029569
112999	100032006404
113000	100032240866
113002	10070088730
113003	10070076219
113007	100032026482
113008	100032023354
113009	200003155634
113013	100030302179
113015	74043380
113016	74030493
113017	10010624886
113018	10013062308
113021	10013422950
113022	10012010355
113023	200003154381
113024	10010623557
113025	10003582030
113027	200003845338
113028	100032257980
113029	100031998952
113031	100032096486
113032	74019906
113033	100032017999
113036	100032236987
113037	100032025673
113038	10023289536
113039	10010744017
113040	10000061160
113041	10023289536
113042	100032010772
113045	10010624988
113046	100032012906
113047	10010686595
113048	100032004785
113049	10070081090
113051	10070768895
113052	100041168164
113055	10090336787
113056	100041164059
113058	10070771280
113059	10000277865
113060	100041034322
113061	200004000555
113062	10000268182
113063	100041034653
113064	10002162259
113065	10000247525
113066	10024075595
113067	100041042210
113068	100041034084
113069	100041130601
113070	200003998611
113071	10002161112
113072	10000265484
113073	100041046431
113074	100041143898
113075	100041132400
113076	100041132400
113077	10023123288
113081	100041045767
113082	100041045396
113086	10013043934
113087	10013043933
113091	100041046475
113092	10023117621
113093	10023117621
113094	100041147628
113095	10000269075
113096	100041042521
113097	100041129435
113098	10023104106
113099	10000264030
113100	10000277513
113101	10000265942
113102	10000277456
113103	10023104047
113104	10009449073
113105	100041127043
113106	100041043433
113107	10002161122
113108	100041043634
113109	10000277150
113110	100041043825
113111	10024639226
113112	10000265048
113113	10000271124
113114	100041034467
113115	100041130815
113116	100041147628
113117	100041130515
113118	100041044304
113119	100041129152
113120	10024073993
113122	100041035953
113123	100041036933
113124	10001329670
113125	100041032281
113126	10002299143
113127	100041037586
113128	100041136299
113129	10002298057
113130	100041031813
113131	100041031615
113132	100041141003
113133	10012097229
113134	10012095694
113135	10003505484
113136	10003503030
113137	10012093544
113138	100041038159
113139	10012110517
113140	10002296418
113141	10002300483
113142	10000488698
113143	10002298803
113144	10002301192
113145	10012091211
113146	10012110737
113147	10012110738
113148	10012095084
113149	10090335374
113150	10003507248
113151	10023351953
113152	100041141435
113153	10012095950
113154	10000488945
113155	10000489708
113156	10012097670
113157	10012091859
113158	10012096626
113159	100041038861
113160	10002296716
113161	10012091347
113162	10002296742
113163	100041039095
113164	10002296329
113165	10002298909
113166	10023351144
113167	10012091489
113168	200001934742
113169	10012114514
113170	10002301384
113171	10012094990
113172	10012110693
113173	10002301992
113174	10090289350
113175	100041039024
113176	10002296340
113177	10001330442
113178	100041037567
113179	100041038213
113180	100041037759
113181	10002161074
113182	100041034129
113183	10032954778
113184	100041035325
113185	100041035328
113186	10023928764
113187	100041193222
113190	100041051982
113191	10032957428
113192	100041035605
113193	100041144592
113194	100041144899
113195	10023929660
113196	100041145771
113197	100041037282
113198	10032956064
113199	10032960868
113200	10008916783
113201	100041035934
113202	10032955488
113203	100041192155
113204	10032961805
113205	100041040655
113206	10004744891
113207	100041202292
113208	10032966606
113209	100041036375
113210	200002929175
113211	100041036699
113212	100041052126
113214	100041052809
113217	100041036840
113218	10004740798
113219	100041036911
113220	10008910032
113221	10008909878
113222	10032957363
113223	10090533901
113224	100041037090
113225	100041037096
113226	100041037096
113227	100041053213
113228	100041053213
113229	100041054003
113233	100041053338
113234	100041041557
113235	10032962537
113237	100041036706
113239	100041054030
113240	100041054035
113241	100041190893
113242	100041052735
113243	100041191475
113244	10032984588
113245	100041192300
113246	10001324002
113247	10001326152
113248	100041134330
113249	200001878247
113250	10001324112
113251	100041134243
113252	10008916211
113253	100041040143
113254	100041040595
113255	200002918065
113256	100041154575
113257	10001326552
113258	10001323680
113259	100041039381
113260	100041039541
113261	100041156791
113262	10008914894
113263	10001328376
113264	10001326114
113265	100041039972
113266	100041041676
113267	100041155756
113268	100041169086
113269	100041065205
113270	100041061648
113271	10070769300
113272	10070769300
113273	100041149575
113276	100041156202
113277	100041167133
113278	100041061544
113280	100041156704
113281	100041063448
113282	10000795495
113287	100041061827
113288	100041063888
113289	100041166887
113290	10070771280
113291	10070771280
113292	10070769249
113293	100041167045
113294	100041167045
113295	100041167040
113297	100041156621
113298	100041165395
113299	100041167241
113300	100041062885
113301	100041064547
113302	100041167359
113304	10070768896
113305	100041167357
113306	100041063407
113307	100041061730
113308	10070768896
113309	100041168161
113310	100041168161
113312	100041169459
113313	100041062796
113314	100041063858
113315	100041061997
113316	100041063041
113317	100041062838
113320	100041168353
113321	10012062238
113322	100041062721
113323	100041063066
113324	100041061722
113325	10012062238
113326	100041168411
113327	100041168164
113328	10012060890
113329	100041063386
113330	100041157421
113331	10008911877
113335	100041157303
113336	10004744739
113337	10002161037
113338	200004000811
113339	100041035019
113340	100041034764
113341	10035363896
113342	10035365245
113343	100041034818
113344	100041166650
113345	100041169583
113346	100041061392
113347	10000266949
113348	10000275428
113349	10000263100
113350	10002161139
113351	10024076231
113352	100041131515
113353	100041044620
113354	100041131515
113355	100041042861
113356	10000266594
113357	10002161091
113358	100041147817
113359	10023005502
113360	10000262781
113361	10000249830
113362	100041130129
113363	100041043662
113364	100041043946
113365	100041144492
113366	10000265562
113367	10000267132
113368	100041034672
113369	10002161060
113370	100041042489
113371	10090334983
113372	10002296007
113373	10002296500
113374	10012097873
113375	10012097240
113376	10090333791
113377	10003507248
113378	10002298347
113379	100041032170
113380	10012090384
113381	100041038656
113382	10000487648
113383	10002296961
113384	100041039320
113385	100041032327
113386	100041037305
113387	100041202291
113388	10008911658
113389	10032961709
113390	100041051851
113391	10008918826
113392	100041192491
113393	10032960701
113394	10008920422
113395	10008920429
113396	10032961602
113397	10032963306
113398	100041035993
113399	100041202171
113400	100041036694
113401	100041053502
113402	100041054395
113404	10008913900
113405	200002930292
113406	100041203448
113407	10032965102
113408	10001328834
113409	100041157658
113410	10001322846
113411	10001324415
113412	10001324496
113413	10004739061
113414	10001326172
113415	10023929637
113416	100041062743
113417	100041061773
113418	100041167245
113419	100041167306
113420	100041039801
113421	100041130158
113422	10000263362
113423	100041127998
113424	100041127658
113425	10024074714
113426	10000266210
113427	10023004278
113428	10000267856
113429	100041148367
113430	100041042265
113431	100041042826
113432	10000275265
113433	10000273186
113434	10002161032
113435	100041148492
113436	10024075601
113437	100041126155
113438	10000272375
113439	100041122509
113440	200001851654
113441	10000247399
113443	100041124570
113444	10013050908
113445	100041044992
113446	10091077009
113447	100041136299
113448	10090334281
113449	100041139691
113450	10003503199
113451	10012096275
113452	10002297758
113453	100041140536
113454	100041039226
113455	10012092035
113456	10090287841
113457	100041130902
113458	100041051927
113459	100041051884
113460	100041190428
113461	10023929660
113462	10008909621
113463	10032975269
113464	10008916384
113465	100041040994
113466	100041191214
113467	100041036322
113468	200002929532
113470	100041052073
113471	100041054095
113473	100041053307
113474	100041053359
113475	100041054204
113476	100041052831
113478	10004744362
113479	200001512930
113480	10001327064
113481	10001326969
113482	200001852893
113483	100041064022
113484	100041149827
113485	100041148757
113486	100041063182
113487	100041166324
113488	100041064127
113489	100041061708
113490	100041166906
113491	100041061720
113492	100041167239
113493	100041040156
113494	10032912979
113495	10012090387
113496	200004000003
113497	100041128299
113498	100041130516
113499	100041043239
113500	100041043368
113501	100041041998
113502	100041034397
113503	10000274329
113504	100041042439
113505	10023117306
113507	100041143898
113508	100041038133
113509	10000488698
113510	100041031477
113511	100041032126
113512	100041039102
113513	100041038830
113514	100041037854
113515	100041037527
113516	100041031475
113517	10023929660
113518	100041035750
113519	100041035231
113520	10023929523
113521	10004741499
113522	100041036322
113525	100041051924
113526	10002984052
113527	100041051851
113529	100041037037
113531	100041156550
113532	100041064487
113533	10070771280
113535	100041168385
113536	100041168531
113537	100041169513
113538	100041169463
113539	100041039800
113540	100041133691
113542	100041065041
113543	100041168164
113544	100041061507
113545	100041062783
113546	100041167035
113547	100041064352
113548	100041034799
113549	100041063893
113552	100041063058
113553	100041045823
113555	100041042213
113557	100041036051
113558	10070767228
113559	100041036423
113560	100041034361
113561	10023124494
113566	100041189736
113571	100041144018
113573	200002967580
113574	100040340011
113577	10002161036
113578	10090337036
113579	10032955356
113580	100040333376
113585	100041155319
113587	10000269493
113588	10000268990
113590	10024074440
113591	10012095920
113592	10002296433
113593	100041149338
113595	100041062699
113601	100041036759
113603	10008911361
113604	100040378722
113605	10002301600
113606	10012095243
113607	100041046354
113608	100041123952
113609	100041062517
113611	100041032082
113612	100041052169
113615	200000847998
113616	10001323732
113617	100040300621
113618	10024638550
113624	10032954050
113626	100041044190
113627	100040340011
113629	10004745100
113632	100041045344
113633	100041124971
113634	100041132303
113635	10090911756
113636	100041141514
113637	100041137523
113638	100041136299
113641	10002990840
113642	100040307147
113643	10008920422
113644	10070771287
113645	100041168164
113646	100041168093
113647	100041167357
113648	10070769633
113649	100041167034
113650	100041168320
113651	100041167031
113652	100041225695
113653	100041040611
113654	10013045187
113656	100041145392
113657	10090376178
113658	100041099404
113659	10013273655
113660	100041032810
113661	200000756428
113662	200000749705
113663	10002641687
113665	100041032988
113666	100041170824
113667	200004747816
113668	100041169796
113669	100041048416
113670	100041048511
113671	100041094966
113672	200002911494
113673	100041033762
113674	10013290043
113675	100041100555
113676	100041116116
113677	100041048732
113678	100041100816
113679	100041099873
113680	200004817319
113681	100041048503
113682	100041101405
113683	10002929817
113684	100041050456
113685	100041051304
113686	200004747686
113687	100041095763
113688	100041093071
113689	10022813027
113690	100041057188
113691	10023689840
113692	100041089536
113694	100041056824
113695	10022814718
113696	100041089739
113697	10022814718
113698	100041089333
113699	10090376178
113700	100041089861
113701	10001092977
113702	100041095803
113703	100040817922
113704	100041094474
113705	10090376178
113706	10001092977
113707	100041057254
113708	200000753471
113709	100041049350
113710	100041049313
113711	100041049323
113713	100041120446
113714	10002061080
113715	10070564694
113716	10002060572
113717	100041118256
113718	10070564694
113719	100041050226
113721	100041049349
113722	10013449864
113723	10013448971
113724	100041088664
113725	100041111735
113726	100041108157
113728	100041060206
113729	10014276894
113730	10013448949
113731	100041058554
113732	100041058554
113733	100041102758
113734	100041102678
113736	100041102831
113737	200000343068
113738	100041103268
113739	200004748017
113741	10013447088
113742	200001480423
113743	100041047862
113744	100041054845
113745	100041050464
113746	100041059481
113747	100041115815
113748	200001850676
113749	100041054587
113750	10013447243
113751	10013448268
113752	200004748116
113753	100041048902
113754	100041117201
113755	10013291663
113756	10013273646
113757	10023249102
113758	100041121504
113759	200000748080
113760	100041048942
113761	10002929056
113762	200000752789
113763	10023243440
113764	10002945337
113765	10023247972
113766	200000748225
113767	200000746542
113768	100041098745
113769	100041099059
113770	100041117845
113771	100041051647
113772	10023245210
113773	10023242232
113774	100041117394
113775	100041123866
113776	10023245209
113777	200000746823
113778	10013292514
113779	100041105214
113780	10002930736
113781	200000747837
113782	100041094158
113783	10001093391
113784	200000755116
113785	10070566286
113786	10070566286
113787	100041120447
113788	10013448555
113789	100041104555
113790	200000343068
113791	200000754591
113792	100041092006
113793	10013273803
113794	10023245856
113795	100041117419
113796	100041117393
113797	100041100712
113798	10013283477
113799	100041117598
113800	100041169922
113801	10013273608
113802	200004747178
113803	100041097061
113804	10013011749
113805	10013286375
113806	10013012360
113807	200000746856
113808	10013286181
113809	200000750637
113810	100041116732
113811	10002641212
113812	200000752569
113813	10013291215
113814	100041048687
113815	200000757658
113816	200000748206
113817	10002643205
113818	200004824766
113819	10002945951
113820	10002641237
113821	10002945228
113822	200004824840
113823	200000751296
113824	100041048954
113825	100041116117
113826	100041047572
113827	200000754592
113828	200004747686
113830	100041088699
113831	100041056249
113832	100041094305
113833	10023245217
113834	10070571797
113835	10002061009
113836	100041119704
113837	100041118558
113838	10013449269
113839	10013449879
113840	10013448076
113841	10013449772
113842	10013447338
113843	10013449348
113844	10013450250
113845	10013448170
113846	10024393665
113847	200000343637
113848	200000343994
113849	10013448134
113850	100041170350
113851	200000749665
113852	200000751941
113853	200004744494
113854	100040680613
113855	100041098923
113856	100041049239
113857	100041099163
113858	100041048687
113859	200004747583
113860	100041033323
