Group UID,Group ID,Group Name,Companies House Number,Group Type (code),Group Type
2568,TR00410,Castle View Enterprise Academy,06268570,10,Single-academy trust
2569,TR02973,Castle View School Academy Trust,09146848,10,Single-academy trust
2570,TR00411,Castlecombe Primary School,08754658,10,Single-academy trust
2574,TR00413,Castleview School,08146452,10,Single-academy trust
2578,TR00415,Cathedral Primary School,08189748,10,Single-academy trust
2586,TR00421,The Cavendish School (Eastbourne),08135372,10,Single-academy trust
2587,TR00422,Cawston Grange Primary School,08599777,10,Single-academy trust
2588,TR00423,CCT Learning,07962209,10,Single-academy trust
2590,TR00424,The Cedars Academy Trust,08168042,10,Single-academy trust
2591,TR00425,Cedars Upper School,07720110,10,Single-academy trust
2598,TR00430,Chadsmead Primary Academy,07698442,10,Single-academy trust
2599,TR00431,Chadwell Heath Academy,07346826,10,Single-academy trust
2601,TR00433,Chalfont Saint Peter Church of England Academy,07586346,10,Single-academy trust
2602,TR00434,The Chalfonts Community College,07693365,10,Single-academy trust
2603,TR00435,Chandlers Ridge Academy,08149765,10,Single-academy trust
2606,TR00437,Chantry Primary Academy Trust,08133360,10,Single-academy trust
2607,TR00438,The Chantry School,07657852,10,Single-academy trust
2610,TR02951,Chapeltown Academy Limited,08264865,10,Single-academy trust
2614,TR00441,Charlestown Academy Trust,07625371,10,Single-academy trust
2615,TR00442,Charlton Kings Infants' School,07689749,10,Single-academy trust
2616,TR00443,Charlton Kings Junior School,07691867,10,Single-academy trust
2617,TR00444,Charlton Park Academy,08133047,10,Single-academy trust
2619,TR00446,Charters School,08208767,10,Single-academy trust
2620,TR00447,Charville Primary School Academy Trust,08451827,10,Single-academy trust
2621,TR00448,The Chase School,07800306,10,Single-academy trust
2623,TR00450,Chatham Grammar School for Girls,07710807,10,Single-academy trust
2624,TR00451,Chauncy School,07694228,10,Single-academy trust
2625,TR00452,The Cheadle Academy,07694080,10,Single-academy trust
2629,TR00455,Cheam Park Farm Infants School,08661374,10,Single-academy trust
2631,TR00457,Cheetham Church of England Community Academy,07811354,10,Single-academy trust
2632,TR00458,Chellaston Academy,07430289,10,Single-academy trust
2633,TR00459,Chelmer Valley High School,07696117,10,Single-academy trust
2634,TR00460,Chelmsford County High School for Girls,07445392,10,Single-academy trust
2635,TR00462,"Chelsea Academy (A Science Academy), The",06176090,10,Single-academy trust
2636,TR00463,Cheltenham Bournside School and Sixth Form Centre,07524244,10,Single-academy trust
2637,TR00464,Chenderit School Academy Trust,07900254,10,Single-academy trust
2641,TR00466,Chepping View Primary Academy,07977442,10,Single-academy trust
2648,TR00471,Chesterfield High School,07761675,10,Single-academy trust
2652,TR00474,Chestnut Grove Academy,07655651,10,Single-academy trust
2653,TR02918,Chetwynde School Limited,08963816,10,Single-academy trust
2654,TR00475,Chew Stoke Church School,08165319,10,Single-academy trust
2655,TR00476,Chickerell Primary Academy,08311200,10,Single-academy trust
2656,TR00477,Chiddingstone Church of England School,07800664,10,Single-academy trust
2660,TR00479,"Chiltern Hills Academy, The",07718351,10,Single-academy trust
2664,TR00482,Chipping Campden School,07680770,10,Single-academy trust
2668,TR00484,Chislehurst and Sidcup Grammar School,07654130,10,Single-academy trust
2669,TR00485,Chiswick School,07954211,10,Single-academy trust
2670,TR02697,Chobham School Academy (Stratford),06846720,10,Single-academy trust
2671,TR00486,Cholsey Primary Academy Trust,08722647,10,Single-academy trust
2674,TR00488,Chosen Hill School,07550474,10,Single-academy trust
2676,TR00490,Christ Church C of E Primary School,08082405,10,Single-academy trust
2677,TR00491,Christ Church C of E Primary School (Cheltenham),08248966,10,Single-academy trust
2678,TR00492,Christ Church Chorleywood C of E School,08240619,10,Single-academy trust
2679,TR00493,"Christ Church Church Of England Junior School, Ramsgate",08574692,10,Single-academy trust
2680,TR00494,"Christ Church Church of England Primary Academy, Folkestone",08347877,10,Single-academy trust
2683,TR00496,Christopher Whitehead Language College,07634426,10,Single-academy trust
2684,TR00497,Christ's College Finchley,07714167,10,Single-academy trust
2686,TR00499,Church Hill Church of England Junior School,08242856,10,Single-academy trust
2687,TR00500,Church Hill Infant School,08183463,10,Single-academy trust
2688,TR00501,Churchdown School,07773693,10,Single-academy trust
2689,TR00502,Churchdown Village Infant School,07698978,10,Single-academy trust
2691,TR00503,Churchend Primary Academy Trust,07483163,10,Single-academy trust
2692,TR00504,Churchfields Academy,07728940,10,Single-academy trust
2693,TR00505,Churchill Academy,07687722,10,Single-academy trust
2694,TR00506,Churston Ferrers Grammar School,07447459,10,Single-academy trust
2698,TR00508,Cirencester Deer Park School,07524811,10,Single-academy trust
2699,TR00509,Cirencester Kingshill School,07686390,10,Single-academy trust
2700,TR00510,City Academy Norwich,06934137,10,Single-academy trust
2701,TR00511,"City Academy, Hackney, The",06382192,10,Single-academy trust
2704,TR00513,City Gateway 14-19 Provision,08111431,10,Single-academy trust
2706,TR00515,City of London Academy Islington Limited,06426966,10,Single-academy trust
2711,TR00518,Clapton Girls' Academy Trust,07698419,10,Single-academy trust
2712,TR00519,Claremont High School Academy Trust,07557868,10,Single-academy trust
2713,TR00520,Clayton-Le-Moors All Saints' Church Of England Primary School,07770605,10,Single-academy trust
2714,TR00521,Cleeve Primary School,08775910,10,Single-academy trust
2715,TR00522,Cleeve School,07633215,10,Single-academy trust
2718,TR00524,Cleves Academy Trust,07403271,10,Single-academy trust
2724,TR00528,Clifton All Saints Academy,08702006,10,Single-academy trust
2726,TR00529,Clitheroe Royal Grammar School,07461173,10,Single-academy trust
2728,TR00531,Clyst Vale Academy Trust,07564519,10,Single-academy trust
2732,TR00533,Cobden Primary School,08387242,10,Single-academy trust
2733,TR00534,Cobham Free School Trust,07643477,10,Single-academy trust
2734,TR00535,Cockington Primary School Academy Trust,08578797,10,Single-academy trust
2735,TR00536,Colchester Academy,07335838,10,Single-academy trust
2736,TR00537,Colchester County High School for Girls,07755713,10,Single-academy trust
2738,TR00538,Colchester Royal Grammar School,07769103,10,Single-academy trust
2739,TR00539,Colebrook Infant Academy,07808765,10,Single-academy trust
2740,TR02657,"Coleshill School, The",07693017,10,Single-academy trust
2742,TR00541,Collective Spirit Oldham,08178309,10,Single-academy trust
2745,TR00544,Collingwood College,07657277,10,Single-academy trust
2746,TR00545,"Colne Community School and College, The",07730933,10,Single-academy trust
2749,TR00547,Colston's Primary School,08144135,10,Single-academy trust
2750,TR00548,Colyton Grammar School Academy Trust,07445493,10,Single-academy trust
2751,TR00549,Combe Pafford School,08426682,10,Single-academy trust
2754,TR00551,"Commonweal School, The",07682819,10,Single-academy trust
2760,TR02906,Community Links Academy Trust,08341194,10,Single-academy trust
2761,TR00554,Compass Schools Trust,07644380,10,Single-academy trust
2763,TR00556,"Compton School, The",07445586,10,Single-academy trust
2768,TR00559,Conisbrough Ivanhoe Primary Academy,07825848,10,Single-academy trust
2769,TR00560,Connaught Academy Trust,08576427,10,Single-academy trust
2770,TR00561,Connaught School for Girls,08354009,10,Single-academy trust
2772,TR00563,ContinU Plus Academy Trust,08228379,10,Single-academy trust
2774,TR00565,Coombe Dean School Academy Trust,07561268,10,Single-academy trust
2778,TR00568,"Co-operative Academy of Manchester, The",06735008,10,Single-academy trust
2779,TR00569,"Co-operative Academy of Stoke on Trent, The",07158839,10,Single-academy trust
2780,TR00570,"Coopers' Company and Coborn School, The",07547060,10,Single-academy trust
2781,TR00572,Copleston High School,07656715,10,Single-academy trust
2782,TR00573,"Coppice Primary School, The",07845627,10,Single-academy trust
2783,TR00574,Copthall School,08161745,10,Single-academy trust
2784,TR00575,"Corbet School, The",07721594,10,Single-academy trust
2785,TR00576,Corelli College Co-operative Academy Trust,07698469,10,Single-academy trust
2786,TR00577,Corfe Hills School Academy Trust,07536911,10,Single-academy trust
2787,TR00578,Cornelius Vermuyden School,08667123,10,Single-academy trust
2789,TR00581,Corpus Christi Catholic Primary School,07712850,10,Single-academy trust
2790,TR00582,Corsham Primary School,07557894,10,Single-academy trust
2792,TR00584,Cosby Primary School,08137451,10,Single-academy trust
2794,TR00586,"Costello School, The",08062622,10,Single-academy trust
2796,TR00588,Cotham School,07732888,10,Single-academy trust
2797,TR00589,"Cotswold School Academy Trust, The",07338767,10,Single-academy trust
2799,TR02627,Cottesbrooke Infant and Nursery School,08936173,10,Single-academy trust
2800,TR00591,"Cottingham Trust, The",07553984,10,Single-academy trust
2801,TR00592,Coundon Court,07994219,10,Single-academy trust
2802,TR00593,Countess Anne Church of England School,08658210,10,Single-academy trust
2803,TR00594,Countesthorpe Community College Trust,08137363,10,Single-academy trust
2804,TR00595,"County High School, Leftwich, The",08126953,10,Single-academy trust
2805,TR00596,"Cowplain School, The",07954363,10,Single-academy trust
2806,TR00597,Cox Green School,07831255,10,Single-academy trust
2807,TR00598,Cramlington Learning Village,07730940,10,Single-academy trust
2808,TR00599,Cramlington Village Primary Ltd,07575016,10,Single-academy trust
2809,TR00600,Cranbrook School Academy Trust,07794423,10,Single-academy trust
2810,TR00601,Cranfield Church of England Academy,07897243,10,Single-academy trust
2811,TR00602,Cranford Community College,07559818,10,Single-academy trust
2820,TR00605,"Cresecent Academy, The",07735646,10,Single-academy trust
2821,TR02676,Crigglestone St James CE Primary Academy Trust,08097265,10,Single-academy trust
2822,TR00606,Crispin School Academy Trust,07669314,10,Single-academy trust
2823,TR00607,Crofton Academy,07646836,10,Single-academy trust
2825,TR00610,Crompton House Church of England School,07713345,10,Single-academy trust
2826,TR02875,Cromwell Academy,09021722,10,Single-academy trust
2827,TR00611,Cromwell Community College,07994038,10,Single-academy trust
2828,TR00612,Crosby on Eden Church of England Primary School,08242198,10,Single-academy trust
2829,TR02629,Crossacres Primary Academy,08899140,10,Single-academy trust
2830,TR00613,Crosshall Infant School Academy Trust,07330691,10,Single-academy trust
2831,TR00614,Crosshall Junior School Limited,07363875,10,Single-academy trust
2832,TR00615,"Crossley Heath School Academy Trust Limited, The",08225755,10,Single-academy trust
2833,TR00616,Crowle Primary Academy,08284371,10,Single-academy trust
2834,TR00617,"Crypt School, The",07489196,10,Single-academy trust
2835,TR00618,CTC Kingshurst Academy,02268092,10,Single-academy trust
2838,TR02949,CUL Academy Trust Limited,08337957,10,Single-academy trust
2842,TR00622,Dame Alice Owen's School,07559285,10,Single-academy trust
2844,TR00624,Darrick Wood Infant School,07698658,10,Single-academy trust
2845,TR00625,Darrick Wood School,07393519,10,Single-academy trust
2846,TR00626,Darrington Church of England Primary School,08638398,10,Single-academy trust
2847,TR00627,Dartford Grammar School,07406122,10,Single-academy trust
2848,TR00629,Datchet St Mary's Church of England Primary Academy,07851937,10,Single-academy trust
2849,TR00630,Daubeney Academy,07978124,10,Single-academy trust
2850,TR00631,Dauntsey Academy Primary School,08602255,10,Single-academy trust
2851,TR00632,Davenant Foundation School,07540256,10,Single-academy trust
2855,TR02632,Days Lane Primary School,08916979,10,Single-academy trust
2859,TR00634,De Aston School Academy Trust,07533362,10,Single-academy trust
2861,TR00636,De La Salle Academy Trust,07466889,10,Single-academy trust
2865,TR00638,Deanery Church of England Primary School,07667168,10,Single-academy trust
2866,TR00639,Dearham Primary School,07796829,10,Single-academy trust
2867,TR00640,Debenham High School,07467445,10,Single-academy trust
2868,TR00641,"Delamere Church of England Primary Academy, The",07533308,10,Single-academy trust
2873,TR00643,Denbigh School,07527108,10,Single-academy trust
2874,TR00644,Dene Magna School,07695544,10,Single-academy trust
2875,TR00645,Denefield School,07852122,10,Single-academy trust
2876,TR00646,Denton West End Primary School,07929335,10,Single-academy trust
2881,TR00649,Devizes School,08158582,10,Single-academy trust
2882,TR00650,Devon Studio School,07941664,10,Single-academy trust
2883,TR00651,Devonport High School for Boys Academy Trust,07523546,10,Single-academy trust
2884,TR00652,Devonport High School for Girls,07556657,10,Single-academy trust
2885,TR00654,Diamond Hall Infant Academy,08565046,10,Single-academy trust
2888,TR00657,Dilkes Academy,08249779,10,Single-academy trust
2931,TR02917,Discovery Learning Limited,07650604,10,Single-academy trust
2934,TR00668,Diss High School,07692440,10,Single-academy trust
2944,TR00675,"Dorcan Academy, The",07831414,10,Single-academy trust
2945,TR00676,Dorchester Middle School,08059041,10,Single-academy trust
2946,TR00677,Dorchester Primary School,08433186,10,Single-academy trust
2947,TR00678,Dorothy Goodman School,08071851,10,Single-academy trust
2948,TR00679,Dorrington Academy Trust,08049062,10,Single-academy trust
2949,TR00680,Dove House School Academy Trust,07738845,10,Single-academy trust
2950,TR00681,Dover Christ Church Academy,07208598,10,Single-academy trust
2952,TR00682,Downend School,08395990,10,Single-academy trust
2955,TR00684,Dr Challoner's Grammar School,07451811,10,Single-academy trust
2956,TR00685,Dr Challoner's High School,07694530,10,Single-academy trust
2959,TR00687,Drayton Manor High School Academy Trust,07698859,10,Single-academy trust
2960,TR00688,Droitwich Spa High School and Sixth Form Centre,07666185,10,Single-academy trust
2961,TR00689,Droylsden Academy,06731528,10,Single-academy trust
2965,TR00692,"Dunraven Educational Trust, The",07700362,10,Single-academy trust
2966,TR00693,Dunsville Primary Academy Trust,08237807,10,Single-academy trust
2967,TR00694,Durand Academy Trust,07345831,10,Single-academy trust
2970,TR02913,Big Creative Academy,08333424,10,Single-academy trust
2971,TR00696,DYRMS - An Academy with Military Traditions,07209122,10,Single-academy trust
2972,TR00697,Dyson Perrins Church of England Academy,07703941,10,Single-academy trust
2975,TR00701,Eaglesfield Paddle CE Primary Academy,07635527,10,Single-academy trust
2976,TR00702,Eagley Infant School,07986805,10,Single-academy trust
2977,TR00703,Eagley Junior School,07986218,10,Single-academy trust
2978,TR00704,"Earls High School, The",07865663,10,Single-academy trust
2979,TR00705,Easington Academy,07990434,10,Single-academy trust
2980,TR00706,East Barnet School,07552702,10,Single-academy trust
2981,TR00707,East Bergholt High School,07682993,10,Single-academy trust
2983,TR02914,East London Arts and Music,08246407,10,Single-academy trust
2984,TR00709,East London Science School Trust,07962059,10,Single-academy trust
2985,TR02910,East London UTC Limited,07649596,10,Single-academy trust
2986,TR00710,East Manchester Academy,06747095,10,Single-academy trust
2988,TR00711,East Ravendale Church of England Primary School Academy,07809637,10,Single-academy trust
2990,TR00712,"Eastbourne Academy, The",07181660,10,Single-academy trust
2991,TR02678,Easterside Academy,08906809,10,Single-academy trust
2992,TR00713,Eastfield Primary School,08181149,10,Single-academy trust
2993,TR00714,Eastrop Infant School,07728828,10,Single-academy trust
2994,TR00715,"Eastwood Academy Trust, The",07700909,10,Single-academy trust
2995,TR00716,Eaton Bank Academy,08156927,10,Single-academy trust
2996,TR00717,Eaton Bray Academy,07556185,10,Single-academy trust
3002,TR00721,"Ecclesbourne School, The",07524069,10,Single-academy trust
3003,TR02903,"Eddie Davies Educational Trust, The",08318962,10,Single-academy trust
3006,TR00724,Eden Primary Trust,07313138,10,Single-academy trust
3017,TR00728,Education Swanage Limited,07613612,10,Single-academy trust
3020,TR00731,Eggar's School,08036151,10,Single-academy trust
3023,TR00734,"Elizabethan Academy Trust, The",07964360,10,Single-academy trust
3026,TR00736,Ellison Boulters Church Of England Academy Ltd,08169622,10,Single-academy trust
3027,TR00737,Elmlea Junior School,07626956,10,Single-academy trust
3029,TR00738,"Elstree UTC, The",07906423,10,Single-academy trust
3030,TR00739,Elveden Church of England Primary Academy,08327233,10,Single-academy trust
3031,TR00740,Emerson Park Academy,07726858,10,Single-academy trust
3034,TR00742,"Emmanuel School Trust, The",07640769,10,Single-academy trust
3037,TR02916,Energy Coast UTC,07912940,10,Single-academy trust
3038,TR00743,Enfield Grammar School,07697044,10,Single-academy trust
3040,TR00744,Enmore Church of England Primary School,07736180,10,Single-academy trust
3045,TR00748,Eppleton Academy Primary School,08063334,10,Single-academy trust
3048,TR00751,Erasmus Darwin Academy,07669035,10,Single-academy trust
3050,TR00752,Erith School,07372222,10,Single-academy trust
3056,TR00756,Etz Chaim Jewish Primary School Trust,07471707,10,Single-academy trust
3057,TR00757,Europa School UK,07649335,10,Single-academy trust
3059,TR02925,Evendons Primary School Trust,08991357,10,Single-academy trust
3060,TR00758,Eversholt Academy Trust,07697481,10,Single-academy trust
3061,TR00759,Everton in the Community Free School Trust,07664278,10,Single-academy trust
3067,TR02941,Exeter Mathematics School,08515877,10,Single-academy trust
3069,TR00765,Exmouth Community College,07554085,10,Single-academy trust
3077,TR00768,Fairfield Community Primary School,07937266,10,Single-academy trust
3078,TR02647,Fairfield High School,08936256,10,Single-academy trust
3079,TR00769,Fairfield High School for Girls,07511610,10,Single-academy trust
3081,TR00771,Falmouth School,07695977,10,Single-academy trust
3082,TR00772,Fareham Academy,08549807,10,Single-academy trust
3084,TR00774,Farlingaye High School,07667407,10,Single-academy trust
3085,TR00775,Farmor's School,07707979,10,Single-academy trust
3087,TR00777,Farndon Fields Academy,08055011,10,Single-academy trust
3088,TR00778,Farnham Heath End School,08364273,10,Single-academy trust
3094,TR00784,"Fernwood Academy Trust, The",07597390,10,Single-academy trust
3095,TR00785,Ferrars Academy,08174123,10,Single-academy trust
3096,TR00786,"Ferrers School, The",08621334,10,Single-academy trust
3098,TR00788,Field Court Church of England Infant School,07740792,10,Single-academy trust
3099,TR00789,Field Court Junior School,07728265,10,Single-academy trust
3101,TR00791,Fir Vale School Academy Trust,08090074,10,Single-academy trust
3102,TR00792,"Firs Lower School, The",07851337,10,Single-academy trust
3105,TR00794,Firthmoor Primary School,08027879,10,Single-academy trust
3106,TR00795,Flamstead End School,08436788,10,Single-academy trust
3108,TR00797,Flegg Education Academy Trust,08142724,10,Single-academy trust
3109,TR00798,"Flitch Green Academy, The",07477728,10,Single-academy trust
3110,TR00799,Flixton Girls' School Academy Trust,07691820,10,Single-academy trust
3114,TR00802,Folkestone Academy,05115594,10,Single-academy trust
3116,TR00804,Folkestone St Mary's Church of England Primary Academy,08352159,10,Single-academy trust
3117,TR00805,Forest Academy,07400940,10,Single-academy trust
3118,TR00806,"Forest School Academy Trust, The",08563159,10,Single-academy trust
3119,TR00807,Forest View Primary School,08322915,10,Single-academy trust
3120,TR00808,Forest Way School,07931627,10,Single-academy trust
3121,TR00809,Formby High School,07724342,10,Single-academy trust
3124,TR00811,Fosse Way Academy Ltd,07534695,10,Single-academy trust
3127,TR00813,Foxwood Academy,08151281,10,Single-academy trust
3129,TR02690,Francis Askew Primary School,08684162,10,Single-academy trust
3130,TR00815,Francis Combe Academy,06690528,10,Single-academy trust
3131,TR00816,Fred Longworth High School,07733109,10,Single-academy trust
3132,TR00817,"Free School Norwich, The",07408229,10,Single-academy trust
3133,TR00818,Freeman's Endowed Church Of England Junior Academy,08441736,10,Single-academy trust
3134,TR00819,Freemantle Church of England Community Academy,07561488,10,Single-academy trust
3135,TR00820,"Freeston Academy, The",07809248,10,Single-academy trust
3136,TR00821,Freman College,07686458,10,Single-academy trust
3137,TR00822,Friars Academy,08722556,10,Single-academy trust
3138,TR00823,Frisby C.E. Primary School,08527173,10,Single-academy trust
3139,TR00824,"Fulbridge Academy, The",08303681,10,Single-academy trust
3140,TR00825,Fulbrook Academy,07695419,10,Single-academy trust
3141,TR02898,Fulham Boys School Limited,07650064,10,Single-academy trust
3143,TR00827,Fullbrook,07689140,10,Single-academy trust
3146,TR00829,Fulwell Infant School Academy,08277622,10,Single-academy trust
3149,TR00832,Furze Platt Senior School,07834715,10,Single-academy trust
3158,TR00838,"Gainsborough Parish Church CE Primary School Limited, The",08166270,10,Single-academy trust
3159,TR00839,Garstang Community Academy Trust,07706760,10,Single-academy trust
3160,TR00840,Gartree High School,08023322,10,Single-academy trust
3161,TR00841,Gateway Academy,08556180,10,Single-academy trust
3169,TR00845,George Dixon Academy,08173271,10,Single-academy trust
3170,TR00846,"Gerrards Cross Church of England School, The",07847454,10,Single-academy trust
3171,TR00847,Ghyllside School,08178033,10,Single-academy trust
3172,TR02611,Giffards Primary School,08920008,10,Single-academy trust
3174,TR00849,Gilbert Inglefield Academy Trust,07883254,10,Single-academy trust
3175,TR00850,Gildredge House Free School,08436285,10,Single-academy trust
3176,TR00851,"Giles Academy, The",07352123,10,Single-academy trust
3177,TR00852,Gillotts School,07954417,10,Single-academy trust
3178,TR00853,Gilmorton Chandler Church of England Primary School,08540699,10,Single-academy trust
3179,TR00854,Gilsland Church of England Primary School,08047328,10,Single-academy trust
3181,TR00855,Glebe Academy,08732018,10,Single-academy trust
3183,TR00857,Glendene Arts Academy,08160730,10,Single-academy trust
3186,TR00859,Glenthorne High School,07635098,10,Single-academy trust
3191,TR00863,Glyne Gap School,08410002,10,Single-academy trust
3192,TR00864,Goddard Park Community Primary School Academy Trust,07351053,10,Single-academy trust
3194,TR00866,Godolphin Infant School,08107846,10,Single-academy trust
3195,TR00867,"Godolphin Junior School, The",08107863,10,Single-academy trust
3196,TR00868,Goffs School,07759302,10,Single-academy trust
3197,TR00869,Goldington Academy Trust,07557785,10,Single-academy trust
3198,TR00870,Goldington Green Academy,08434141,10,Single-academy trust
3202,TR00875,Goose Green Education Trust,08149796,10,Single-academy trust
3205,TR00877,Gordon's School Academy Trust,07723861,10,Single-academy trust
3207,TR00879,Gorse Hill School,07993890,10,Single-academy trust
3208,TR00880,Gosford Hill School,08237106,10,Single-academy trust
3210,TR00882,Gotherington Primary School,07649769,10,Single-academy trust
3213,TR00884,Graham James Primary Academy,08476253,10,Single-academy trust
3214,TR00885,"Grammar School of King Edward VI at Stratford-upon-Avon, The",07696173,10,Single-academy trust
3215,TR00886,Grange Academy,08397744,10,Single-academy trust
3217,TR00887,Grasmere Academy,08132137,10,Single-academy trust
3226,TR00894,Great Baddow High School,07662023,10,Single-academy trust
3227,TR00895,Great Barr Primary School,08144490,10,Single-academy trust
3228,TR00896,Great Berry Primary School,07692638,10,Single-academy trust
3230,TR00898,Great Chesterford Church of England Academy Trust,07769026,10,Single-academy trust
3231,TR00899,Great Corby School,07727695,10,Single-academy trust
3232,TR00900,Great Dalby Primary School,08391101,10,Single-academy trust
3233,TR00901,Great Malvern Academy Limited,07687029,10,Single-academy trust
3234,TR00902,Great Marlow School,07690054,10,Single-academy trust
3236,TR00903,Great Sankey High School,08313108,10,Single-academy trust
3237,TR00904,Great Smeaton Academy Primary School,07730938,10,Single-academy trust
3238,TR02902,Greater Manchester Sustainable Engineering UTC Limited,07652401,10,Single-academy trust
3239,TR02639,Green Lane Primary Academy Limited,08919795,10,Single-academy trust
3241,TR00906,Green Street Green Primary School,07697476,10,Single-academy trust
3244,TR00908,Greenbank High School,07790934,10,Single-academy trust
3246,TR00910,Greenholm Primary School,08146396,10,Single-academy trust
3249,TR00912,Greenway Academy,08116954,10,Single-academy trust
3250,TR00913,"Greenwich Free School Group, The",07638748,10,Single-academy trust
3253,TR00915,"Greetland Academy, The",07465343,10,Single-academy trust
3255,TR00916,Greig City Academy,04220486,10,Single-academy trust
3258,TR00917,Gretton Primary School,07836684,10,Single-academy trust
3259,TR00918,"Grey Coat Hospital, The",08099098,10,Single-academy trust
3263,TR00922,Grindon Hall Christian School,05530130,10,Single-academy trust
3264,TR00923,Groby Community College,08133601,10,Single-academy trust
3269,TR00925,GTS Academy Trust,07698197,10,Single-academy trust
3271,TR00926,Guildford County School,08303773,10,Single-academy trust
3274,TR00929,Gumley House Convent School FCJ,07950851,10,Single-academy trust
3276,TR00931,Guthlaxton Academy Trust,08243959,10,Single-academy trust
3282,TR00936,Hadleigh High School,07657751,10,Single-academy trust
3283,TR00937,Hadleigh Infants and Nursery School (Academy),07698504,10,Single-academy trust
3284,TR00938,Hadleigh Junior School Academy Trust,07719938,10,Single-academy trust
3285,TR00939,Hadlow Rural Community School Limited,07645462,10,Single-academy trust
3286,TR00940,Hadrian Academy Trust,07824369,10,Single-academy trust
3287,TR00941,Hailsham Community College Academy Trust,08127108,10,Single-academy trust
3289,TR00943,"Halifax Academy, The",08529006,10,Single-academy trust
3290,TR00944,Hall Cross Academy Trust,07902880,10,Single-academy trust
3291,TR00945,Hall Green Secondary School,07892732,10,Single-academy trust
3293,TR00947,Hall Orchard Barrow CE Primary School,08674696,10,Single-academy trust
3296,TR00950,Hambleton Primary Academy Limited,07403335,10,Single-academy trust
3297,TR00951,Hamilton Academy,07984125,10,Single-academy trust
3298,TR00952,Hammersmith Academy Trust,06397195,10,Single-academy trust
3300,TR00954,Hampton Primary School Academy,07966182,10,Single-academy trust
3301,TR00955,Hampton St Mary Academy Trust,07956455,10,Single-academy trust
3305,TR00957,Handsworth Wood Girls' Academy,08261780,10,Single-academy trust
3306,TR00958,Hanley Castle High School,07690414,10,Single-academy trust
3307,TR00959,Harborne Academy,07310176,10,Single-academy trust
3308,TR00960,Harden Primary School,08610504,10,Single-academy trust
3309,TR00961,Hardenhuish School Limited,07344277,10,Single-academy trust
3310,TR00963,Harefield Academy Trust,05051218,10,Single-academy trust
3311,TR00964,Haringey Sixth Form Education,08399769,10,Single-academy trust
3312,TR02636,Harlands Educational Trust,08876009,10,Single-academy trust
3314,TR00966,Harlington Upper School,07668955,10,Single-academy trust
3315,TR02908,Harlow UTC,07653629,10,Single-academy trust
3317,TR00967,Harpenden Academy Limited,07649122,10,Single-academy trust
3322,TR00970,Harrogate High School Academy Trust,08074099,10,Single-academy trust
3323,TR00971,"Harrow Alternative Provision Academy Trust, The",07949213,10,Single-academy trust
3324,TR00972,Harrow High School,07695709,10,Single-academy trust
3325,TR00973,Harrowbarrow School,07770592,10,Single-academy trust
3331,TR00977,Hartsdown Technology College,07556094,10,Single-academy trust
3332,TR00979,Hartwell Primary School,07566298,10,Single-academy trust
3334,TR00981,Harwich and Dovercourt High School,07881889,10,Single-academy trust
3336,TR00982,Harwood Meadows Community Primary School,07986090,10,Single-academy trust
3337,TR00983,Hasmonean High School,07706488,10,Single-academy trust
3340,TR00986,Hastings High School,08617343,10,Single-academy trust
3341,TR00987,Hatch End High School,07690395,10,Single-academy trust
3342,TR00988,Hatfield Community Free School,07648654,10,Single-academy trust
3343,TR00989,"Hathershaw College, The",07687135,10,Single-academy trust
3346,TR00991,Hawes Side Academy,08161246,10,Single-academy trust
3347,TR00992,Hawkesley Church Primary Academy,08528914,10,Single-academy trust
3349,TR00993,"Hawthorne’s Free School, The",07589293,10,Single-academy trust
3350,TR00994,Haybridge High School,07652306,10,Single-academy trust
3351,TR00995,Haydon School,07557791,10,Single-academy trust
3353,TR00997,Hayes School,07548734,10,Single-academy trust
3354,TR00998,Hayes School (Bromley),07563213,10,Single-academy trust
3355,TR00999,Hayesfield Girls' School,07671637,10,Single-academy trust
3356,TR01000,"Hayfield School, The",07547393,10,Single-academy trust
3359,TR01003,Hazel Grove High School,07947961,10,Single-academy trust
3360,TR01004,"Hazeley Academy, The",07611275,10,Single-academy trust
3361,TR01005,Hazelwick School,07686578,10,Single-academy trust
3367,TR01011,Heart of England School,07654164,10,Single-academy trust
3373,TR01016,Heather Garth Primary School,08431840,10,Single-academy trust
3376,TR01018,"Heathfield Academy, The",08090824,10,Single-academy trust
3378,TR02924,Heathrow Aviation Engineering UTC,07510578,10,Single-academy trust
3379,TR01019,Heckmondwike Grammar School Academy Trust,07348329,10,Single-academy trust
3380,TR01020,Hedingham School and Sixth Form,08330173,10,Single-academy trust
3382,TR01021,"Helena Romanes School, The",07984843,10,Single-academy trust
3383,TR01022,Hele's Trust,07561217,10,Single-academy trust
3385,TR01024,Hemlington Hall Academy,08803871,10,Single-academy trust
3386,TR01025,Henbury School,07838126,10,Single-academy trust
3387,TR01026,Hendon School,07803827,10,Single-academy trust
3388,TR01027,Henleaze Junior School,07763421,10,Single-academy trust
3389,TR01028,Henley-In-Arden Church of England Primary School,08644320,10,Single-academy trust
3390,TR01029,Henley-in-Arden School,07660995,10,Single-academy trust
3391,TR01030,Henlow Church of England Academy,07996350,10,Single-academy trust
3392,TR01031,"Henrietta Barnett School, The",07992842,10,Single-academy trust
3394,TR01033,Henry Hinde School,07988497,10,Single-academy trust
