Group UID,Group ID,Group Name,Companies House Number,Group Type (code),Group Type
5402,TR02532,Woodnewton Academy Trust,08034402,06,Multi-academy trust
5411,TR02540,Wootton Academy Trust,07740758,06,Multi-academy trust
5418,TR02547,Wrotham School,07662701,06,Multi-academy trust
5421,TR02549,Wycombe High School Academies Trust,07597324,06,Multi-academy trust
5426,TR02553,"Wythenshawe Catholic Academy Trust, The",08440868,06,Multi-academy trust
5443,TR03057,"Cornovian Alliance, The",09221695,06,Multi-academy trust
5444,TR03014,"Keys Federation, The",09306360,06,Multi-academy trust
5445,TR03058,AD Astra Academy Trust,09308398,06,Multi-academy trust
5446,TR03062,Stanwix School,09341344,06,Multi-academy trust
5447,TR03064,Somerset Road Education Trust,09343767,06,Multi-academy trust
5452,TR00911,Greenshaw Learning Trust,07633694,06,Multi-academy trust
5453,TR00523,Clevedon Learning Trust,07872799,06,Multi-academy trust
5454,TR01835,Trent Academies Group,08128513,06,Multi-academy trust
5455,TR01190,Cheshire Academies Trust Ltd,08108086,06,Multi-academy trust
5456,TR01946,Transform Trust,08320065,06,Multi-academy trust
5460,TR03066,"Pilgrims' Way Church Of England Multi Academy Trust, The",08744203,06,Multi-academy trust
5461,TR03056,"Bridge Integrated Learning Space Ltd, The",08343491,06,Multi-academy trust
5470,TR03076,"Lime Academy Trust, The",09297519,06,Multi-academy trust
5471,TR03077,Little Acorn Trust,09207180,06,Multi-academy trust
5473,TR03079,Radcliffe Academy,09334026,06,Multi-academy trust
5476,TR03049,"Good Shepherd Multi Academy Trust, The",09341374,06,Multi-academy trust
5477,TR03015,"Ridings Trust, The",09290889,06,Multi-academy trust
5478,TR00305,Learner Engagement and Achievement Partnership Multi-Academy Trust,07361021,06,Multi-academy trust
5479,TR01632,Peninsula Learning Trust,07565242,06,Multi-academy trust
5480,TR02338,Twynham Learning,07565088,06,Multi-academy trust
5481,TR01957,South Farnham Educational Trust,07652902,06,Multi-academy trust
5482,TR02373,Vyners Learning Trust,07796938,06,Multi-academy trust
5483,TR00269,The Bourton Meadow Education Trust,07867334,06,Multi-academy trust
5485,TR01615,Partnership Learning,08339345,06,Multi-academy trust
5486,TR02393,Wardle Academy,08368756,06,Multi-academy trust
5487,TR02273,The Wulfrun Academies Trust,08881720,06,Multi-academy trust
5488,TR03018,"Diocese of Chichester Academy Trust, The",09201845,06,Multi-academy trust
5489,TR02739,Rainbow Education Multi-Academy Trust,09265723,06,Multi-academy trust
5490,TR03048,"Learning Partnership Trust, The",09380027,06,Multi-academy trust
5494,TR01381,"Athelstan Trust, The",07699625,06,Multi-academy trust
5516,TR03114,South Gloucestershire and Stroud Academy Trust,09353480,06,Multi-academy trust
5519,TR02737,Invictus Education Trust,09284368,06,Multi-academy trust
5520,TR02749,Sefton Education Trust,08307770,06,Multi-academy trust
5521,TR03117,St Luke Academies Trust,09436283,06,Multi-academy trust
5522,TR03035,"SCHOOLSCOMPANY Trust, The",08304460,06,Multi-academy trust
5523,TR03096,King Edward's Stourbridge Academy Trust,09361342,06,Multi-academy trust
5524,TR03047,"Holy Spirit Catholic Multi Academy, The",09432692,06,Multi-academy trust
5526,TR02856,Wimborne Academy Trust,09362004,06,Multi-academy trust
5531,TR03110,Viking Academy Trust,09449979,06,Multi-academy trust
5532,TR03137,Pope John XXIII Catholic Multi Academy Company,09441910,06,Multi-academy trust
5533,TR03138,St Martin's Multi Academy Trust,09443906,06,Multi-academy trust
5536,TR03135,The Silk Academy Trust,09427476,06,Multi-academy trust
5537,TR03132,Piper Hill Learning Trust,09392787,06,Multi-academy trust
5539,TR03130,Pax Christi Catholic Partnership,09378390,06,Multi-academy trust
5540,TR03106,Ipswich Primary Academies Trust,09434926,06,Multi-academy trust
5541,TR03108,Future Generation Trust,09440033,06,Multi-academy trust
5542,TR03068,Building Futures Enterprise Academy Trust,09408861,06,Multi-academy trust
5544,TR03118,Windsor Learning Partnership,09409109,06,Multi-academy trust
5593,TR03071,Derby Diocesan Academies Trust 2,09442311,06,Multi-academy trust
5594,TR00094,The Aspire Educational Trust,08689696,06,Multi-academy trust
5595,TR00732,Eggbuckland Community College Academy Trust,08603078,06,Multi-academy trust
5596,TR01250,Kirk Sandall Academy Trust,08248173,06,Multi-academy trust
5598,TR01773,"Redstart Learning Partnership, The",07649832,06,Multi-academy trust
5599,TR02161,Yorkshire Causeway Schools Trust,07663935,06,Multi-academy trust
5600,TR02405,Waycroft Multi Academy Trust,07683980,06,Multi-academy trust
5601,TR02546,Dragonfly Education Trust,07728482,06,Multi-academy trust
5602,TR03092,"Levels Academy Trust, The",09437439,06,Multi-academy trust
5604,TR03160,Richard Huish Trust,09320523,06,Multi-academy trust
5605,TR02821,Olive Academies,08747464,06,Multi-academy trust
5606,TR02719,Takely Education Trust,09451372,06,Multi-academy trust
5607,TR03116,Amaya Trust,09155473,06,Multi-academy trust
5608,TR02967,NLT Academies Trust,09487147,06,Multi-academy trust
5609,TR03020,Lumen Christi Catholic Multi Academy Company,09471525,06,Multi-academy trust
5610,TR03122,Greenacre School Trust,08102025,06,Multi-academy trust
5611,TR02849,TEACH Poole,09484306,06,Multi-academy trust
5612,TR03163,West Stafford Multi-Academy Trust,09422746,06,Multi-academy trust
5613,TR03144,Willow Tree Academy,09440025,06,Multi-academy trust
5614,TR03034,Yorkshire and Humberside Co-operative Academies Trust,09332738,06,Multi-academy trust
5615,TR03024,University of Brighton Academies Trust,09466013,06,Multi-academy trust
5616,TR03164,Fair Field Junior School,09434766,06,Multi-academy trust
5617,TR03102,"Irthlingborough And Finedon Learning Trust, The",09470229,06,Multi-academy trust
5618,TR03097,Prestolee Multi Academy Trust,09481323,06,Multi-academy trust
5619,TR03103,"Shire Multi Academy Trust, The",09454169,06,Multi-academy trust
5620,TR03166,St Catherine of SIENA Multi Academy Company,09497062,06,Multi-academy trust
5621,TR03090,Our Lady Of Grace Catholic Academy Trust,09435396,06,Multi-academy trust
5622,TR03123,Arete Learning Trust,09471240,06,Multi-academy trust
5630,TR01939,Sirius Academy,06545396,06,Multi-academy trust
5631,TR02698,Wirral Academy Trust,07472190,06,Multi-academy trust
5632,TR01418,"Hope Learning Trust, York",07559537,06,Multi-academy trust
5633,TR01280,Langley Park Academies,07697400,06,Multi-academy trust
5634,TR02486,South West Essex Community Education Trust Limited,07693309,06,Multi-academy trust
5635,TR01902,SHARE Multi Academy Trust,07729878,06,Multi-academy trust
5636,TR02290,Seax Trust,07747149,06,Multi-academy trust
5637,TR02399,Aurum Academies Trust,07971651,06,Multi-academy trust
5638,TR00006,Wigston Academies Trust,07975551,06,Multi-academy trust
5639,TR00173,Legra Academy Trust,08066610,06,Multi-academy trust
5640,TR01696,Greenwood Tree Academy Trust,08066324,06,Multi-academy trust
5641,TR01649,TEAM Multi-Academy Trust,08110847,06,Multi-academy trust
5642,TR02270,"Academy Trust of Melksham, The",08153550,06,Multi-academy trust
5643,TR02143,St Paul's (Astley Bridge) Church of England Primary School,08212263,06,Multi-academy trust
5644,TR00487,CHS Learning Trust,08321679,06,Multi-academy trust
5645,TR01623,Pelham Academy Trust,08439184,06,Multi-academy trust
5646,TR02645,"Engage Multi Academy Trust, The",08699493,06,Multi-academy trust
5647,TR02604,"Salterns Academy Trust, The",08921490,06,Multi-academy trust
5666,TR00240,Cranmer Education Trust,07687709,06,Multi-academy trust
5667,TR01943,Northern Star Academies Trust,07553531,06,Multi-academy trust
5668,TR00934,Hackney New School Limited,07923624,06,Multi-academy trust
5669,TR02174,"Learning Together Trust, The",08561302,06,Multi-academy trust
5670,TR02635,Castle Trust,08850163,06,Multi-academy trust
5671,TR00078,Arden Multi Academy Trust,07375267,06,Multi-academy trust
5689,TR02674,Trinity Academy Halifax,06897239,06,Multi-academy trust
5690,TR01177,John Taylor MAT,07421140,06,Multi-academy trust
5692,TR00031,Albany Learning Trust,08123168,06,Multi-academy trust
5693,TR01953,"South Cheshire Catholic Multi-academy Trust, The",08518704,06,Multi-academy trust
5702,TR02857,Saturn Education Trust,09578698,06,Multi-academy trust
5704,TR03241,Mayflower Specialist School Academy Trust,09610951,06,Multi-academy trust
5705,TR03200,Bridgnorth Area Schools' Trust,09617166,06,Multi-academy trust
5708,TR03182,Ocean Learning Trust,09628750,06,Multi-academy trust
5709,TR03067,Salopia Catholic Schools Trust,09646093,06,Multi-academy trust
5711,TR01550,"Oakwood Academy Schools Trust, The",07982516,06,Multi-academy trust
5712,TR01978,Southmoor Academy,08021855,06,Multi-academy trust
15710,TR02786,Activate Learning Education Trust,08707909,06,Multi-academy trust
15711,TR03094,"Romero Catholic Academy, The",09702162,06,Multi-academy trust
15712,TR03147,St Edmundsbury and Ipswich Diocesan Multi-Academy Trust,09499496,06,Multi-academy trust
15713,TR03088,Yorkshire Collaborative Academy Trust,09668526,06,Multi-academy trust
15715,TR03105,The Small Schools Multi Academy Trust,09613632,06,Multi-academy trust
15716,TR03107,Manor Hall Academy Trust,09461655,06,Multi-academy trust
15717,TR03185,Learning for Life Trust,09690231,06,Multi-academy trust
15718,TR03222,The Three Saints Academy Trust,09626002,06,Multi-academy trust
15719,TR03336,The Warriner Multi Academy Trust,09696059,06,Multi-academy trust
15720,TR01414,West Oxford Schools Trust,09591931,06,Multi-academy trust
15725,TR02324,The Dove Family Academy Trust,07559302,06,Multi-academy trust
15726,TR00073,Benfleet Schools Trust,07561574,06,Multi-academy trust
15727,TR00969,Red Kite Learning Trust,07523507,06,Multi-academy trust
15728,TR00082,Consilium Academies,09495671,06,Multi-academy trust
15729,TR00147,Batley Multi Academy Trust,07732537,06,Multi-academy trust
15730,TR01010,"Heart Education Trust, The",08286818,06,Multi-academy trust
15732,TR01671,"Futures Trust, The",08678162,06,Multi-academy trust
15747,TR03366,The Westgate School,09583593,06,Multi-academy trust
15748,TR03365,TEES VALLEY EDUCATION,09630999,06,Multi-academy trust
15750,TR03364,Warden House Trust,09692191,06,Multi-academy trust
15751,TR03245,Excell3 Independent Schools Ltd,07654452,06,Multi-academy trust
15753,TR03172,St. James And Emmanuel Academy Trust Ltd,08652284,06,Multi-academy trust
15754,TR02839,GEMS Learning Trust,08346116,06,Multi-academy trust
15755,TR02814,Floreat Education Academies Trust,09007740,06,Multi-academy trust
15756,TR03357,Knowledge School Trust,09027131,06,Multi-academy trust
15757,TR00374,The CSIA Trust,07551989,06,Multi-academy trust
15758,TR00892,"Great Schools Trust, The",07641004,06,Multi-academy trust
15759,TR01344,Big Life Schools,07945230,06,Multi-academy trust
15760,TR02271,"Skinners' Kent Academy, The",06912857,06,Multi-academy trust
15761,TR00691,Dulwich Hamlet Educational Trust,07531811,06,Multi-academy trust
15762,TR01378,Maiden Erlegh Trust,07548754,06,Multi-academy trust
15763,TR01945,The Khalsa Academies Trust Limited,07549443,06,Multi-academy trust
15764,TR00468,Chesham Grammar School Academy Trust,07697482,06,Multi-academy trust
15765,TR02488,William Howard Trust,07698631,06,Multi-academy trust
15766,TR00790,Finham Park Multi-Academy Trust,07700317,06,Multi-academy trust
15767,TR00356,Bursley Multi Academy Trust,07972070,06,Multi-academy trust
15769,TR01486,New Bridge Multi Academy Trust,08131158,06,Multi-academy trust
15771,TR03148,The Challenger Multi Academy Trust,09270040,06,Multi-academy trust
15772,TR02724,Carillion Academies Trust,09323071,06,Multi-academy trust
15773,TR02861,Compass Academy Trust,09323096,06,Multi-academy trust
15774,TR03087,The Moorlands Primary Federation,09378112,06,Multi-academy trust
15775,TR03349,Shavington Academy,09587693,06,Multi-academy trust
15776,TR03083,"Sabden Multi Academy Trust, The",09611796,06,Multi-academy trust
15777,TR03330,"Russett Learning Trust, The",09617195,06,Multi-academy trust
15778,TR03176,Elmwey Learning Trust,09625982,06,Multi-academy trust
15779,TR03225,Medway Anglican Schools Trust,09628754,06,Multi-academy trust
15780,TR03223,King Edward VI Education Trust,09635329,06,Multi-academy trust
15781,TR03221,Cirrus Primary Academy Trust,09642581,06,Multi-academy trust
15782,TR03178,Argent Trust,09646939,06,Multi-academy trust
15784,TR03342,The Derwent Trust,09648418,06,Multi-academy trust
15785,TR03139,St Alban Catholic Academies Trust,09660515,06,Multi-academy trust
15786,TR03231,Venn Academy Trust,09662303,06,Multi-academy trust
15787,TR03329,Amadeus Primary Academies Trust,09662313,06,Multi-academy trust
15788,TR03210,Our Lady of Light Catholic Academy Trust,09676023,06,Multi-academy trust
15789,TR03331,Birchwood Academy Trust,09679683,06,Multi-academy trust
15791,TR03091,Penlee Academy Trust,09683218,06,Multi-academy trust
15792,TR03237,Lincolnshire Wolds Community Trust,09691946,06,Multi-academy trust
15793,TR03186,Inspired Learning Multi Academy Trust,09692208,06,Multi-academy trust
15794,TR03219,St Mary's Catholic Primary Schools Trust,09693822,06,Multi-academy trust
15795,TR03152,Suffolk Academies Trust,09702333,06,Multi-academy trust
15796,TR03151,TCAT Multi Academy Trust,09709935,06,Multi-academy trust
15797,TR03177,PA Community Trust,09718257,06,Multi-academy trust
15799,TR03140,Inspire Education Trust,09728614,06,Multi-academy trust
15856,TR02796,EBN Trust,07665550,06,Multi-academy trust
15858,TR00151,Baylis Court Trust,07662414,06,Multi-academy trust
15859,TR02449,Tower Multi Academy Trust,07732619,06,Multi-academy trust
15863,TR03224,South Newcastle Trust,09679560,06,Multi-academy trust
15864,TR03179,The Kite Academy Trust,09785186,06,Multi-academy trust
15865,TR03202,The Pathway Academy Trust,09782388,06,Multi-academy trust
15866,TR03340,Elston Hall Multi Academy Trust,09780473,06,Multi-academy trust
15867,TR03226,Riviera Primary Academy Trust,09751294,06,Multi-academy trust
15868,TR03234,Bournemouth Primary MAT,09754024,06,Multi-academy trust
15870,TR03201,Sparkle Multi-Academy Trust,09741508,06,Multi-academy trust
15872,TR03069,Every Child Matters Academy Trust,09700223,06,Multi-academy trust
15873,TR03070,drb Ignite Multi Academy Trust,09284055,06,Multi-academy trust
15877,TR00831,Furness Academies Trust,06895426,06,Multi-academy trust
15878,TR00456,Leo Academy Trust,07543202,06,Multi-academy trust
15879,TR00311,Cornerstone Academy Trust,07339625,06,Multi-academy trust
15880,TR00061,The Hamblin Education Trust,07484717,06,Multi-academy trust
15881,TR00454,Cheam Academies Network,07588097,06,Multi-academy trust
15882,TR01513,Nonsuch and Wallington Education Trust,07627961,06,Multi-academy trust
15883,TR00395,The Robert Carre Trust,07671174,06,Multi-academy trust
15884,TR00635,The De Ferrers Trust,07442789,06,Multi-academy trust
15885,TR00746,The Liverpool Joint Catholic and Church of England Academies Trust,07007398,06,Multi-academy trust
15886,TR01032,The Mill Academy,08060721,06,Multi-academy trust
15888,TR00673,Pride Multi Academy Trust,08582084,06,Multi-academy trust
15897,TR03325,Harlow Inspirational Learning Trust,09791050,06,Multi-academy trust
15899,TR03173,Brite Trust,09795288,06,Multi-academy trust
15900,TR02730,Rushey Mead Educational Trust,09079258,06,Multi-academy trust
15901,TR03230,St Hilda’s Catholic Academy Trust,09811711,06,Multi-academy trust
15902,TR02383,WCGS Academy Trust,07627302,06,Multi-academy trust
15903,TR00183,The Tenax Schools Trust,07542155,06,Multi-academy trust
15904,TR01375,Unity Schools Trust,07692130,06,Multi-academy trust
15905,TR01307,The Rivers Multi Academy Trust,07697367,06,Multi-academy trust
15906,TR02074,"All Saints Multi Academy Trust, Birmingham",08255653,06,Multi-academy trust
15935,TR01948,Mercian Educational Trust,07698974,06,Multi-academy trust
15936,TR01786,The Collegiate Trust,08058921,06,Multi-academy trust
15937,TR00719,EPA Multi Academy Trust (Excellent Partnerships Achieve),07896123,06,Multi-academy trust
15950,TR03243,Lever Academy Trust,09677480,06,Multi-academy trust
15951,TR03327,Highfields School,09527057,06,Multi-academy trust
15952,TR03332,The Learning for Life Partnership,09675372,06,Multi-academy trust
15953,TR02851,The Heath Academy Trust,09809895,06,Multi-academy trust
15954,TR03350,Discover Multi Academy Trust,09680241,06,Multi-academy trust
15958,TR03409,Haybrook College Trust,09606079,06,Multi-academy trust
15964,TR03371,Crewe Multi Academy Trust,09379253,06,Multi-academy trust
15966,TR03119,Sovereign Trust,09666511,06,Multi-academy trust
15967,TR03236,The Inspire Multi Academy Trust (South West),09916360,06,Multi-academy trust
15968,TR03348,Thedwastre Education Trust,09896672,06,Multi-academy trust
15969,TR03368,Rivermead Inclusive Trust,09853252,06,Multi-academy trust
15970,TR03209,Spring Common Academy Trust,09896071,06,Multi-academy trust
15971,TR03162,All Saints Trust,09887971,06,Multi-academy trust
15972,TR02133,Barchelai Academy Trust,08326570,06,Multi-academy trust
16003,TR03170,Cascade Multi Academy Trust,09913676,06,Multi-academy trust
16004,TR03387,Cockburn Multi Academy Trust,09946495,06,Multi-academy trust
16005,TR03382,Cygnus Academies Trust,09950137,06,Multi-academy trust
16008,TR03159,Leaders in Learning Multi Academy Trust,09482529,06,Multi-academy trust
16011,TR03189,Manor Multi Academy Trust,09323792,06,Multi-academy trust
16012,TR03228,Mid-Trent Multi Academy Trust,09878928,06,Multi-academy trust
16013,TR03359,Northern Saints Catholic Education Trust,09940352,06,Multi-academy trust
16015,TR03174,Abney Trust,09912859,06,Multi-academy trust
16016,TR03227,The Blue Kite Academy Trust,09889819,06,Multi-academy trust
16026,TR00307,Cathedral Schools Trust,06516626,06,Multi-academy trust
16028,TR02281,The Thomas Hardye Multi Academy Trust,07677838,06,Multi-academy trust
16029,TR01440,Millfield Community Academy Trust,07705438,06,Multi-academy trust
16030,TR01729,RMET,07654628,06,Multi-academy trust
16031,TR00257,Anglian Learning,07564749,06,Multi-academy trust
16032,TR01684,Priorslee Multi-Academy Trust,07481145,06,Multi-academy trust
16033,TR00326,Brooke Hill Academy Trust Limited,07693338,06,Multi-academy trust
16034,TR02053,St George's Church of England Academy,07984221,06,Multi-academy trust
16035,TR00390,The Trinity Catholic Multi Academy Trust,07890590,06,Multi-academy trust
16036,TR00461,Mid Essex Anglican Academy Trust,08524638,06,Multi-academy trust
16038,TR01898,"Sheffield UTC Academy Trust, The",07652696,06,Multi-academy trust
16040,TR00776,Nexus Education Schools Trust,08753719,06,Multi-academy trust
16041,TR03089,Trinity Academy Newcastle,08449062,06,Multi-academy trust
16042,TR02977,The Howard Academy Trust,09175427,06,Multi-academy trust
16043,TR03446,King's Group Academies,09017776,06,Multi-academy trust
16045,TR03194,Holy Trinity Catholic Multi Academy Company,10013691,06,Multi-academy trust
16046,TR03374,Leodis Academies Trust,07720181,06,Multi-academy trust
16049,TR01818,"Roseland Multi Academy Trust, The",07557817,06,Multi-academy trust
16050,TR00787,Feversham Education Trust,07697587,06,Multi-academy trust
16051,TR00708,Balmoral Learning Trust,08083620,06,Multi-academy trust
16052,TR00782,Tudor Park Education Trust,07798639,06,Multi-academy trust
16054,TR01023,The Wensum Trust,07982312,06,Multi-academy trust
16055,TR01285,Launceston College,08150106,06,Multi-academy trust
16063,TR03403,Comenius Trust,10049139,06,Multi-academy trust
16066,TR03379,"Bolton Impact Trust, The",09971348,06,Multi-academy trust
16068,TR03356,River Tees Multi-Academy Trust,09861442,06,Multi-academy trust
16070,TR03389,Portico Academy Trust,09952066,06,Multi-academy trust
16072,TR03343,Mulberry Academy Trust,09648420,06,Multi-academy trust
16073,TR03157,South Bank Multi Academy Trust,10067116,06,Multi-academy trust
16074,TR03353,Link Academy Trust,10049068,06,Multi-academy trust
16075,TR03404,Aston Tower Multi-Academy Trust,10034419,06,Multi-academy trust
16076,TR03183,Kendal Primary Multi Academy Trust,09996478,06,Multi-academy trust
16077,TR03426,Chiltern Way Academy Trust,10004115,06,Multi-academy trust
16078,TR03207,"Talentum Learning Trust, The",09999238,06,Multi-academy trust
16079,TR03406,Excellence in Education Trust,10035934,06,Multi-academy trust
16080,TR03405,Urbis Academy Trust,10035844,06,Multi-academy trust
16081,TR03407,Southgate School Academy Trust,10039553,06,Multi-academy trust
16084,TR03408,St Thomas of Canterbury Catholic Academies Trust,09980467,06,Multi-academy trust
16085,TR03411,St. Thomas of Canterbury Catholic Multi Academy Trust,10034058,06,Multi-academy trust
16086,TR03430,"Southfield Trust, The",10042321,06,Multi-academy trust
16090,TR03456,Premier Learning Trust Limited,10065284,06,Multi-academy trust
16091,TR00489,"Key Educational Trust, The",07702211,06,Multi-academy trust
16092,TR01647,Chancery Education Trust,07671255,06,Multi-academy trust
16093,TR00097,The Two Counties Trust,07972029,06,Multi-academy trust
16094,TR01538,St John the Baptist Catholic Multi Academy Trust,07913261,06,Multi-academy trust
16095,TR02330,South Orpington Learning Alliance Multi-Academy Trust,07943613,06,Multi-academy trust
16096,TR03392,Odyssey Educational Trust,08612100,06,Multi-academy trust
16098,TR03169,"Minerva Learning Trust (Dorset) Limited, The",08561222,06,Multi-academy trust
16099,TR03063,Northwood Park Educational Trust,09341839,06,Multi-academy trust
16104,TR03436,REAch4 Academy Trust,09791051,06,Multi-academy trust
16108,TR03394,Leading Learning Trust,10028278,06,Multi-academy trust
16110,TR03391,Five Rivers Multi Academy Trust,10070417,06,Multi-academy trust
16111,TR03438,Raedwald Trust,08702099,06,Multi-academy trust
16114,TR02196,Inspiring Schools Partnership,07557634,06,Multi-academy trust
16115,TR00975,Hartismere Family of Schools,07341583,06,Multi-academy trust
16116,TR01443,West Somerset Academy Trust,07630164,06,Multi-academy trust
16119,TR03208,Sharples School A Multi Academy Trust,09677469,06,Multi-academy trust
16120,TR03427,Alexandra Academy Trust,09978459,06,Multi-academy trust
16122,TR03513,ACE Schools Multi Academy Trust,10038640,06,Multi-academy trust
16123,TR03433,"Royal County of Berkshire Schools Trust, The",10052450,06,Multi-academy trust
16124,TR03412,Plym Academy Trust,10056460,06,Multi-academy trust
16125,TR03390,Nexus Multi Academy Trust,10075893,06,Multi-academy trust
16126,TR03472,The Academy for Character and Excellence,10098444,06,Multi-academy trust
16127,TR03450,Inspire Education Community Trust,10155032,06,Multi-academy trust
16139,TR01483,Cavendish Learning Trust,07935515,06,Multi-academy trust
16140,TR02443,Westbourne Academy Trust,07626526,06,Multi-academy trust
16141,TR02336,Inspiring Futures Through Learning,07698904,06,Multi-academy trust
16146,TR03475,Bronte Academy Trust,10201636,06,Multi-academy trust
16147,TR03495,Harbourside Learning Partnership,10161526,06,Multi-academy trust
16148,TR03485,Learners' Trust,10224802,06,Multi-academy trust
16149,TR03453,Streetsbrook Academy Trust,10225404,06,Multi-academy trust
16150,,The South East Stafford Academy Trust,,06,Multi-academy trust
16151,TR03429,The South East Stafford Academy Trust,10178490,06,Multi-academy trust
16152,TR03372,Inspiration Academy Trust,10174100,06,Multi-academy trust
16153,TR02854,Salisbury Plain Academies,10163646,06,Multi-academy trust
16157,TR00304,Orchard Academy Trust,08249884,06,Multi-academy trust
16158,TR01731,Palladian Academy Trust,08061092,06,Multi-academy trust
16159,TR00053,Brine Multi Academy Trust,07344747,06,Multi-academy trust
16160,TR02401,Zest Academies Trust,08087508,06,Multi-academy trust
16162,TR00075,Pathfinder Multi Academy Trust,07559610,06,Multi-academy trust
16163,TR01774,Synergy Multi Academy Trust,08198980,06,Multi-academy trust
16165,TR03197,"Creative Learning Partnership Trust, The",10226712,06,Multi-academy trust
16166,TR03434,Bolton and Farnworth Church of England Primary Multi Academy Trust,10261477,06,Multi-academy trust
16167,TR03503,BASE Academy Trust,10227910,06,Multi-academy trust
16168,TR03504,"Tilian Partnership, The",10259334,06,Multi-academy trust
16169,TR03523,VENN Academy Learning Trust,10249712,06,Multi-academy trust
16170,TR03531,Warrington Primary Academy Trust,10181707,06,Multi-academy trust
16171,TR03480,"Consortium Multi-Academy Trust, The",10255142,06,Multi-academy trust
16172,TR03469,Whinless Down Academy Trust,10253931,06,Multi-academy trust
16178,TR00127,Central Schools Trust,08148546,06,Multi-academy trust
16179,TR00843,Inspire Partnership Multi Academy Trust,07805262,06,Multi-academy trust
16241,TR03564,The Richmond West Schools Trust,10081995,06,Multi-academy trust
16243,TR01990,Tove Learning Trust,07525820,06,Multi-academy trust
16245,TR01384,Greater Manchester Academies Trust,06754335,06,Multi-academy trust
16246,TR02250,Teesside Learning Trust,07185357,06,Multi-academy trust
16247,TR00265,South Lincolnshire Academies Trust,07559187,06,Multi-academy trust
16248,TR02318,Venture Multi Academy Trust,07535379,06,Multi-academy trust
16249,TR00473,Cambridgeshire Educational Trust,07665396,06,Multi-academy trust
16250,TR02423,Wembley High Technology College,08137772,06,Multi-academy trust
16251,TR00946,Empower Learning Academy Trust,07702119,06,Multi-academy trust
16252,TR01643,"Philip Morant School and College Academy Trust, The",07803969,06,Multi-academy trust
16253,TR00919,"Every Child, Every Day Academy Trust",08185432,06,Multi-academy trust
16254,TR02032,Danes Educational Trust,07671949,06,Multi-academy trust
16255,TR00386,Canons High School,07694362,06,Multi-academy trust
16256,TR00219,Bishop Ramsey Church Of England Academies Trust,07724916,06,Multi-academy trust
16257,TR00517,"Sigma Trust, The",07926573,06,Multi-academy trust
16258,TR00920,Bedford Inclusive Learning And Training Trust Limited,08156641,06,Multi-academy trust
16259,TR01579,Accord Multi Academy Trust,07484308,06,Multi-academy trust
16263,,The Diocese of Chelmsford Vine Schools Trust,,06,Multi-academy trust
16264,TR03637,Kingsbridge Educational Trust,09144847,06,Multi-academy trust
16269,TR03262,Greenwich Academy Trust,07644077,06,Multi-academy trust
16270,TR02963,Education Excellence For All Trust,08355539,06,Multi-academy trust
16286,TR02962,"Harrow Academies Trust, The",09026369,06,Multi-academy trust
16289,TR03254,United Schools Trust,09255130,06,Multi-academy trust
16291,TR03333,"Lighthouse Trust, The",09671531,06,Multi-academy trust
16292,TR03175,Changing Lives in Collaboration,09748195,06,Multi-academy trust
16293,TR03335,"David Nieper Education Trust, The",09751853,06,Multi-academy trust
16295,TR03334,Bolton Muslim Academy Trust,09961812,06,Multi-academy trust
16296,TR03546,"Exceptional Education Trust, The",10014175,06,Multi-academy trust
16297,TR03516,Kingfisher Learning Trust,10046044,06,Multi-academy trust
16298,TR03518,Star Academy Trust Limited,10131046,06,Multi-academy trust
16299,TR03519,"Hill Trust, The",10177811,06,Multi-academy trust
16300,TR03473,Connect Academy Trust,10192252,06,Multi-academy trust
16301,TR03086,Castle Hill School Academy Trust,10221189,06,Multi-academy trust
16302,TR03499,Walton Multi-Academy Trust,10221556,06,Multi-academy trust
16303,TR03527,Lakes Academies Trust,10225813,06,Multi-academy trust
16305,TR03483,New Horizons Academy Trust,10228490,06,Multi-academy trust
16306,TR03545,ARBOR Academy Trust,10234376,06,Multi-academy trust
16307,TR03468,Xavier Catholic Education Trust,10236797,06,Multi-academy trust
16308,TR03370,Sir Graham Balfour Multi-Academy Trust,10238899,06,Multi-academy trust
16309,TR03470,"Galaxy Trust, The",10250958,06,Multi-academy trust
16310,TR03548,Greater Manchester Learning Trust,10257544,06,Multi-academy trust
16311,TR03442,Maritime AcademyTrust,10264735,06,Multi-academy trust
16312,TR03466,Discovery Multi Academy Trust,10264819,06,Multi-academy trust
16313,TR03530,Scalby Learning Trust,10265276,06,Multi-academy trust
16314,TR03526,Genesis Academy Trust,10277330,06,Multi-academy trust
16315,TR03484,Equals Trust,10279606,06,Multi-academy trust
16316,TR03338,Real Life Learning Academy Trust,10279924,06,Multi-academy trust
16317,TR03538,The Hillary Trust,10286967,06,Multi-academy trust
16318,TR03529,John Milton Academy Trust,10298832,06,Multi-academy trust
16319,TR03496,Hadrian Learning Trust,10299446,06,Multi-academy trust
16320,TR03517,"Yare Education Trust, The",10301555,06,Multi-academy trust
16321,TR03520,"Brigshaw Learning Partnership, The",10301662,06,Multi-academy trust
16322,TR03489,Enfield Learning Trust,10309116,06,Multi-academy trust
16323,TR03448,Edmonton Academy Trust,10311383,06,Multi-academy trust
16326,TR03515,Create Partnership Trust,10318212,06,Multi-academy trust
16327,TR03534,Endeavour Partnership Trust,10245189,06,Multi-academy trust
16328,TR03467,Crofty Multi Academy Trust,10354924,06,Multi-academy trust
